COUNT_ACK,1.00,1.00,62
COUNT_ACK,1.10,1.00,66
COUNT_ACK,1.10,1.10,60
COUNT_ACK,1.20,1.00,70
COUNT_ACK,1.20,1.10,63
COUNT_ACK,1.20,1.20,57
COUNT_ACK,1.30,1.00,71
COUNT_ACK,1.30,1.10,66
COUNT_ACK,1.30,1.20,59
COUNT_ACK,1.30,1.30,55
COUNT_ACK,1.40,1.00,71
COUNT_ACK,1.40,1.10,65
COUNT_ACK,1.40,1.20,60
COUNT_ACK,1.40,1.30,54
COUNT_ACK,1.40,1.40,51
COUNT_ACK,1.50,1.00,67
COUNT_ACK,1.50,1.10,64
COUNT_ACK,1.50,1.20,59
COUNT_ACK,1.50,1.30,54
COUNT_ACK,1.50,1.40,48
COUNT_ACK,1.50,1.50,45
COUNT_ACK,1.60,1.00,65
COUNT_ACK,1.60,1.10,60
COUNT_ACK,1.60,1.20,57
COUNT_ACK,1.60,1.30,52
COUNT_ACK,1.60,1.40,47
COUNT_ACK,1.60,1.50,42
COUNT_ACK,1.60,1.60,39
COUNT_ACK,1.70,1.00,67
COUNT_ACK,1.70,1.10,61
COUNT_ACK,1.70,1.20,56
COUNT_ACK,1.70,1.30,53
COUNT_ACK,1.70,1.40,48
COUNT_ACK,1.70,1.50,43
COUNT_ACK,1.70,1.60,40
COUNT_ACK,1.70,1.70,37
COUNT_ACK,1.80,1.00,66
COUNT_ACK,1.80,1.10,59
COUNT_ACK,1.80,1.20,54
COUNT_ACK,1.80,1.30,50
COUNT_ACK,1.80,1.40,47
COUNT_ACK,1.80,1.50,44
COUNT_ACK,1.80,1.60,39
COUNT_ACK,1.80,1.70,36
COUNT_ACK,1.80,1.80,33
COUNT_ACK,1.90,1.00,72
COUNT_ACK,1.90,1.10,61
COUNT_ACK,1.90,1.20,54
COUNT_ACK,1.90,1.30,49
COUNT_ACK,1.90,1.40,45
COUNT_ACK,1.90,1.50,43
COUNT_ACK,1.90,1.60,40
COUNT_ACK,1.90,1.70,35
COUNT_ACK,1.90,1.80,32
COUNT_ACK,1.90,1.90,29
COUNT_ACK,2.00,1.00,68
COUNT_ACK,2.00,1.10,65
COUNT_ACK,2.00,1.20,55
COUNT_ACK,2.00,1.30,49
COUNT_ACK,2.00,1.40,44
COUNT_ACK,2.00,1.50,40
COUNT_ACK,2.00,1.60,38
COUNT_ACK,2.00,1.70,35
COUNT_ACK,2.00,1.80,31
COUNT_ACK,2.00,1.90,28
COUNT_ACK,2.00,2.00,25
COUNT_ACK,2.10,1.00,70
COUNT_ACK,2.10,1.10,65
COUNT_ACK,2.10,1.20,64
COUNT_ACK,2.10,1.30,54
COUNT_ACK,2.10,1.40,48
COUNT_ACK,2.10,1.50,43
COUNT_ACK,2.10,1.60,39
COUNT_ACK,2.10,1.70,37
COUNT_ACK,2.10,1.80,35
COUNT_ACK,2.10,1.90,31
COUNT_ACK,2.10,2.00,28
COUNT_ACK,2.10,2.10,25
COUNT_ACK,2.20,1.00,67
COUNT_ACK,2.20,1.10,64
COUNT_ACK,2.20,1.20,60
COUNT_ACK,2.20,1.30,59
COUNT_ACK,2.20,1.40,49
COUNT_ACK,2.20,1.50,44
