42.5826606750,-2.3990232944,7.1970696449,43.25
43.1824188232,-1.7992674112,7.1970696449,43.82
43.7821731567,-1.7992674112,9.5960931778,44.86
44.9816856384,-1.1995116472,7.7968254089,45.67
44.3819274902,-2.3990232944,8.9963369370,45.35
43.7821731567,-1.7992674112,8.9963369370,44.73
43.1824188232,-1.7992674112,7.7968254089,43.92
42.5826606750,-2.9987790585,8.9963369370,43.63
43.7821731567,-1.7992674112,8.3965816498,44.62
43.1824188232,-2.9987790585,8.3965816498,44.09
42.5826606750,-2.9987790585,5.9975581169,43.11
42.5826606750,-2.3990232944,8.9963369370,43.59
43.7821731567,-2.3990232944,8.9963369370,44.76
42.5826606750,-1.1995116472,8.3965816498,43.42
43.1824188232,-1.7992674112,7.7968254089,43.92
43.1824188232,-2.3990232944,8.9963369370,44.17
42.5826606750,-2.3990232944,8.3965816498,43.47
41.3831520081,-4.1982908249,8.9963369370,42.56
42.5826606750,-2.3990232944,8.9963369370,43.59
43.1824188232,-1.1995116472,7.1970696449,43.79
44.3819274902,-1.7992674112,8.9963369370,45.32
43.7821731567,-2.9987790585,8.9963369370,44.80
43.1824188232,-1.1995116472,7.7968254089,43.90
43.7821731567,-2.3990232944,8.9963369370,44.76
41.9829063416,-1.7992674112,8.9963369370,42.97
43.1824188232,-2.9987790585,8.3965816498,44.09
43.7821731567,-2.3990232944,7.7968254089,44.54
42.5826606750,-2.3990232944,8.9963369370,43.59
42.5826606750,-3.5985348225,8.3965816498,43.55
43.7821731567,-3.5985348225,7.7968254089,44.62
43.7821731567,-2.3990232944,8.3965816498,44.64
43.7821731567,-2.3990232944,8.9963369370,44.76
43.7821731567,-2.9987790585,7.7968254089,44.57
43.7821731567,-2.3990232944,8.3965816498,44.64
43.1824188232,-3.5985348225,7.7968254089,44.03
42.5826606750,-2.3990232944,8.3965816498,43.47
41.9829063416,-1.7992674112,8.3965816498,42.85
43.1824188232,-2.3990232944,7.7968254089,43.95
44.3819274902,-1.7992674112,9.5960931778,45.44
43.1824188232,-2.9987790585,8.9963369370,44.21
43.7821731567,-2.3990232944,7.7968254089,44.54
43.1824188232,-2.3990232944,8.3965816498,44.06
43.7821731567,-1.7992674112,7.7968254089,44.51
43.7821731567,-1.7992674112,7.7968254089,44.51
43.1824188232,-1.7992674112,7.1970696449,43.82
43.1824188232,-1.7992674112,8.3965816498,44.03
43.1824188232,-1.7992674112,8.3965816498,44.03
43.1824188232,-2.9987790585,7.1970696449,43.88
42.5826606750,-2.9987790585,7.7968254089,43.39
44.3819274902,-2.9987790585,8.9963369370,45.38
43.1824188232,-2.9987790585,7.1970696449,43.88
43.7821731567,-1.7992674112,8.3965816498,44.62
44.9816856384,-2.9987790585,7.7968254089,45.75
43.1824188232,-2.9987790585,7.1970696449,43.88
41.9829063416,-1.7992674112,7.1970696449,42.63
43.1824188232,-2.9987790585,7.1970696449,43.88
41.9829063416,-2.9987790585,7.7968254089,42.81
44.3819274902,-2.3990232944,8.3965816498,45.23
43.1824188232,-2.3990232944,7.7968254089,43.95
42.5826606750,-3.5985348225,7.7968254089,43.44
42.5826606750,-2.9987790585,8.9963369370,43.63
41.9829063416,-2.3990232944,7.7968254089,42.77
42.5826606750,-2.9987790585,7.7968254089,43.39
41.9829063416,-2.3990232944,8.3965816498,42.88
43.1824188232,-2.3990232944,8.3965816498,44.06
43.1824188232,-2.3990232944,7.7968254089,43.95
43.7821731567,-1.1995116472,8.3965816498,44.60
41.9829063416,-2.9987790585,8.3965816498,42.92
42.5826606750,-2.9987790585,7.1970696449,43.29
42.5826606750,-1.1995116472,8.9963369370,43.54
43.7821731567,-2.3990232944,7.1970696449,44.43
44.9816856384,-2.3990232944,6.5973138809,45.53
46.7809524536,-1.1995116472,8.3965816498,47.54
45.5814399719,-2.3990232944,8.9963369370,46.52
43.1824188232,-3.5985348225,8.3965816498,44.14
43.7821731567,-2.3990232944,8.3965816498,44.64
43.1824188232,-2.3990232944,8.3965816498,44.06
43.1824188232,-2.9987790585,8.9963369370,44.21
43.7821731567,-2.9987790585,7.7968254089,44.57
43.7821731567,-3.5985348225,8.3965816498,44.73
43.7821731567,-3.5985348225,8.3965816498,44.73
42.5826606750,-1.7992674112,8.9963369370,43.56
43.7821731567,-1.7992674112,8.3965816498,44.62
41.9829063416,-2.3990232944,9.5960931778,43.13
43.1824188232,-2.3990232944,7.1970696449,43.84
43.7821731567,-2.3990232944,7.7968254089,44.54
42.5826606750,-2.3990232944,8.9963369370,43.59
42.5826606750,-2.3990232944,8.3965816498,43.47
42.5826606750,-2.3990232944,7.7968254089,43.36
43.1824188232,-0.5997558236,8.3965816498,44.00
44.3819274902,-2.3990232944,7.7968254089,45.13
42.5826606750,-1.7992674112,8.3965816498,43.44
43.7821731567,-2.9987790585,7.7968254089,44.57
44.3819274902,-1.7992674112,8.3965816498,45.21
43.1824188232,-2.9987790585,8.3965816498,44.09
43.7821731567,-2.9987790585,8.9963369370,44.80
43.1824188232,-2.9987790585,7.1970696449,43.88
44.3819274902,-2.3990232944,7.7968254089,45.13
43.1824188232,-2.9987790585,8.3965816498,44.09
44.3819274902,-1.7992674112,7.7968254089,45.10
42.5826606750,-2.9987790585,6.5973138809,43.19
43.1824188232,-1.1995116472,7.7968254089,43.90
44.3819274902,-1.7992674112,8.3965816498,45.21
43.1824188232,-3.5985348225,7.7968254089,44.03
43.7821731567,-2.9987790585,7.7968254089,44.57
44.3819274902,-1.7992674112,7.7968254089,45.10
43.7821731567,-1.7992674112,8.3965816498,44.62
43.7821731567,-1.1995116472,8.3965816498,44.60
43.7821731567,-1.7992674112,7.7968254089,44.51
43.7821731567,-2.3990232944,8.3965816498,44.64
43.1824188232,-1.7992674112,8.3965816498,44.03
43.1824188232,-2.3990232944,8.3965816498,44.06
43.1824188232,-2.9987790585,7.7968254089,43.98
43.7821731567,-2.9987790585,7.7968254089,44.57
43.1824188232,-1.7992674112,6.5973138809,43.72
43.1824188232,-2.9987790585,8.9963369370,44.21
42.5826606750,-1.7992674112,7.7968254089,43.33
43.7821731567,-2.3990232944,7.7968254089,44.54
42.5826606750,-2.9987790585,8.3965816498,43.51
43.7821731567,-1.7992674112,8.3965816498,44.62
41.9829063416,-2.3990232944,8.9963369370,43.00
44.3819274902,-2.9987790585,7.7968254089,45.16
44.3819274902,-2.3990232944,8.3965816498,45.23
43.7821731567,-2.9987790585,7.7968254089,44.57
41.9829063416,-2.9987790585,7.7968254089,42.81
43.1824188232,-1.7992674112,7.1970696449,43.82
42.5826606750,-2.3990232944,8.3965816498,43.47
43.7821731567,-2.3990232944,8.3965816498,44.64
44.3819274902,-1.7992674112,7.7968254089,45.10
42.5826606750,-1.7992674112,7.7968254089,43.33
43.1824188232,-1.7992674112,9.5960931778,44.27
44.3819274902,-1.7992674112,7.7968254089,45.10
43.7821731567,-3.5985348225,8.9963369370,44.84
42.5826606750,-1.7992674112,8.3965816498,43.44
43.7821731567,-1.7992674112,8.9963369370,44.73
43.7821731567,-1.7992674112,8.9963369370,44.73
42.5826606750,-2.3990232944,8.3965816498,43.47
43.1824188232,-1.7992674112,8.3965816498,44.03
43.1824188232,-1.7992674112,9.5960931778,44.27
