FINALAVG_ACK,25,36.11,0.00
FINALAVG_ACK,50,35.71,0.00
FINALAVG_ACK,75,35.46,0.00
FINALAVG_ACK,100,35.53,0.00
FINALAVG_ACK,125,35.41,0.00
FINALAVG_ACK,150,35.27,0.00
FINALAVG_ACK,175,35.07,0.00
FINALAVG_ACK,200,35.10,0.00
FINALAVG_ACK,225,35.16,0.00
FINALAVG_ACK,250,35.21,0.00
FINALAVG_ACK,275,35.23,0.00
FINALAVG_ACK,300,35.26,0.00
FINALAVG_ACK,325,35.25,0.00
FINALAVG_ACK,350,35.21,0.00
FINALAVG_ACK,375,35.10,0.00
FINALAVG_ACK,400,35.01,0.00
FINALAVG_ACK,425,35.04,0.00
FINALAVG_ACK,450,35.04,0.00
FINALAVG_ACK,475,35.06,0.00
FINALAVG_ACK,500,35.05,0.00
FINALAVG_ACK,525,35.05,0.00
FINALAVG_ACK,550,35.06,0.00
FINALAVG_ACK,575,35.04,0.00
FINALAVG_ACK,600,35.04,0.00
FINALAVG_ACK,625,34.93,0.00
FINALAVG_ACK,650,34.92,0.00
FINALAVG_ACK,675,34.94,0.00
FINALAVG_ACK,700,34.96,0.00
FINALAVG_ACK,725,34.97,0.00
FINALAVG_ACK,750,34.98,0.00
FINALAVG_ACK,775,35.00,0.00
FINALAVG_ACK,800,34.99,0.00
FINALAVG_ACK,825,34.99,0.00
FINALAVG_ACK,850,34.96,0.00
FINALAVG_ACK,875,34.94,0.00
FINALAVG_ACK,900,34.94,0.00
FINALAVG_ACK,925,34.94,0.00
FINALAVG_ACK,950,34.95,0.00
FINALAVG_ACK,975,34.95,0.00
FINALAVG_ACK,1000,34.96,0.00
