FINALAVG_ACK,25,35.49,0.32
FINALAVG_ACK,50,35.55,0.30
FINALAVG_ACK,75,35.48,0.31
FINALAVG_ACK,100,35.47,0.30
FINALAVG_ACK,125,35.43,0.29
FINALAVG_ACK,150,35.37,0.37
FINALAVG_ACK,175,35.32,0.45
FINALAVG_ACK,200,35.32,0.45
FINALAVG_ACK,225,35.36,0.42
FINALAVG_ACK,250,35.42,0.47
FINALAVG_ACK,275,35.42,0.46
FINALAVG_ACK,300,35.42,0.45
FINALAVG_ACK,325,35.38,0.43
FINALAVG_ACK,350,35.34,0.48
FINALAVG_ACK,375,35.31,0.52
FINALAVG_ACK,400,35.27,0.56
FINALAVG_ACK,425,35.26,0.55
FINALAVG_ACK,450,35.27,0.53
FINALAVG_ACK,475,35.27,0.53
FINALAVG_ACK,500,35.24,0.55
FINALAVG_ACK,525,35.24,0.53
FINALAVG_ACK,550,35.23,0.52
FINALAVG_ACK,575,35.21,0.54
FINALAVG_ACK,600,35.21,0.56
FINALAVG_ACK,625,35.18,0.60
FINALAVG_ACK,650,35.17,0.61
FINALAVG_ACK,675,35.17,0.60
FINALAVG_ACK,700,35.18,0.60
FINALAVG_ACK,725,35.20,0.57
FINALAVG_ACK,750,35.21,0.57
FINALAVG_ACK,775,35.21,0.56
FINALAVG_ACK,800,35.20,0.56
FINALAVG_ACK,825,35.18,0.56
FINALAVG_ACK,850,35.17,0.59
FINALAVG_ACK,875,35.16,0.60
FINALAVG_ACK,900,35.16,0.60
FINALAVG_ACK,925,35.17,0.59
FINALAVG_ACK,950,35.17,0.58
FINALAVG_ACK,975,35.17,0.56
FINALAVG_ACK,1000,35.17,0.56
