t,x,y,z,mf
34.9130000000,68.2409667969,21.0992221832,-5.5758547783,71.65
34.9230000000,69.4041595459,21.2843036652,-4.4606838226,72.73
34.9330000000,68.0470962524,21.7470054626,-5.3368897438,71.64
34.9430000000,67.8532333374,20.7290592194,-5.2572345734,71.14
34.9520000000,68.6286926270,21.2843036652,-5.2572345734,72.05
34.9620000000,67.6593627930,21.1917629242,-5.9741301537,71.15
34.9720000000,66.8838958740,21.0066814423,-4.3810286522,70.24
34.9820000000,67.6593627930,21.1917629242,-5.6555099487,71.13
34.9920000000,68.6286926270,21.6544647217,-5.2572345734,72.16
35.0010000000,68.6286926270,21.2843036652,-4.7793040276,72.01
35.0120000000,68.0470962524,21.0066814423,-5.3368897438,71.42
35.0210000000,69.2102966309,21.3768424988,-5.6555099487,72.66
35.0310000000,66.8838958740,21.1917629242,-5.4961996078,70.38
35.0410000000,68.2409667969,20.1738166809,-5.2572345734,71.35
35.0510000000,67.0777664185,21.2843036652,-4.7793040276,70.54
35.0610000000,68.2409667969,20.7290592194,-5.2572345734,71.51
35.0710000000,68.6286926270,20.3588981628,-5.4165449142,71.79
35.0800000000,68.2409667969,21.6544647217,-5.4165449142,71.80
35.0910000000,67.4654998779,20.7290592194,-4.7793040276,70.74
35.1000000000,68.6286926270,21.0992221832,-5.4165449142,72.00
35.1100000000,69.4041595459,20.9141407013,-4.9386143684,72.65
35.1200000000,68.4348297119,21.0066814423,-5.1775794029,71.77
35.1300000000,68.4348297119,21.1917629242,-5.4961996078,71.85
35.1400000000,69.0164260864,21.8395462036,-4.9386143684,72.56
35.1490000000,67.2716293335,21.1917629242,-5.1775794029,70.72
35.1590000000,67.6593627930,20.6365203857,-5.6555099487,70.96
35.1690000000,67.8532333374,21.0992221832,-5.5758547783,71.28
35.1790000000,67.0777664185,20.9141407013,-5.0979242325,70.45
35.1890000000,67.4654998779,20.1738166809,-5.4165449142,70.63
35.1990000000,68.4348297119,21.1917629242,-5.1775794029,71.83
35.2090000000,68.0470962524,21.1917629242,-5.0182695389,71.45
35.2190000000,67.8532333374,20.5439796448,-4.7793040276,71.06
35.2280000000,68.6286926270,20.9141407013,-5.5758547783,71.96
35.2380000000,68.2409667969,20.7290592194,-4.7793040276,71.48
35.2480000000,68.2409667969,20.9141407013,-5.5758547783,71.59
35.2580000000,68.8225631714,20.8215999603,-5.3368897438,72.10
35.2680000000,68.8225631714,21.0066814423,-5.1775794029,72.14
35.2780000000,69.2102966309,21.0066814423,-5.1775794029,72.51
35.2880000000,69.0164260864,20.3588981628,-5.0979242325,72.14
35.2970000000,68.4348297119,20.4514389038,-4.8589591980,71.59
35.3070000000,68.2409667969,20.3588981628,-5.5758547783,71.43
35.3170000000,69.7918930054,21.0992221832,-5.4165449142,73.11
35.3270000000,67.8532333374,21.0992221832,-4.9386143684,71.23
35.3370000000,67.8532333374,21.0992221832,-4.6199941635,71.21
35.3470000000,67.4654998779,20.9141407013,-5.0979242325,70.82
35.3570000000,69.2102966309,20.8215999603,-5.3368897438,72.47
35.3660000000,68.8225631714,21.5619239807,-5.4961996078,72.33
35.3760000000,67.8532333374,20.7290592194,-5.2572345734,71.14
35.3860000000,67.6593627930,21.3768424988,-5.6555099487,71.18
35.3960000000,67.8532333374,21.6544647217,-5.0979242325,71.41
35.4060000000,67.4654998779,21.4693832397,-5.5758547783,71.02
35.4160000000,69.4041595459,20.9141407013,-4.6199941635,72.63
35.4250000000,67.2716293335,21.3768424988,-5.8148202896,70.83
35.4360000000,69.7918930054,21.0992221832,-4.6199941635,73.06
35.4450000000,68.0470962524,21.3768424988,-4.5403389931,71.47
35.4550000000,68.0470962524,21.0066814423,-4.8589591980,71.38
35.4650000000,69.4041595459,20.9141407013,-5.0979242325,72.67
35.4750000000,68.2409667969,20.9141407013,-4.9386143684,71.54
35.4850000000,67.2716293335,21.0066814423,-5.4961996078,70.69
35.4950000000,66.3022994995,21.2843036652,-5.8944749832,69.88
35.5040000000,68.6286926270,21.0992221832,-4.6199941635,71.95
35.5140000000,66.8838958740,21.1917629242,-4.5403389931,70.31
35.5240000000,68.6286926270,20.5439796448,-5.2572345734,71.83
35.5340000000,68.4348297119,21.3768424988,-5.8148202896,71.93
35.5440000000,68.2409667969,21.0992221832,-5.8944749832,71.67
35.5540000000,68.8225631714,21.1917629242,-5.1775794029,72.20
35.5640000000,68.4348297119,21.5619239807,-5.3368897438,71.95
35.5730000000,66.8838958740,21.1917629242,-5.0182695389,70.34
35.5830000000,67.6593627930,21.3768424988,-5.0182695389,71.13
35.5930000000,69.5980300903,21.0066814423,-5.3368897438,72.89
35.6030000000,67.6593627930,21.3768424988,-5.3368897438,71.16
35.6130000000,67.8532333374,21.2843036652,-5.8944749832,71.36
35.6230000000,68.2409667969,21.6544647217,-5.0979242325,71.78
35.6320000000,68.4348297119,21.0066814423,-5.9741301537,71.84
35.6420000000,68.8225631714,20.6365203857,-5.3368897438,72.05
35.6520000000,67.6593627930,21.1917629242,-5.8148202896,71.14
35.6620000000,68.4348297119,21.5619239807,-5.3368897438,71.95
35.6720000000,67.8532333374,21.2843036652,-5.4165449142,71.32
35.6820000000,68.0470962524,21.0066814423,-5.9741301537,71.47
