time,x,y,z,MF
0.004,-8.46,-16.24,-72.46,74.74
0.024,-7.77,-14.15,-73.14,74.90
0.045,-7.77,-16.24,-72.46,74.67
0.065,-7.77,-15.54,-72.46,74.52
0.086,-9.16,-15.54,-71.78,74.02
0.117,-9.16,-14.85,-73.82,75.86
0.125,-9.16,-14.85,-72.46,74.53
0.145,-7.77,-13.45,-73.14,74.77
0.165,-7.77,-15.54,-72.46,74.52
0.186,-8.46,-14.15,-73.14,74.98
0.207,-8.46,-16.24,-73.14,75.40
0.234,-9.16,-14.15,-71.10,73.07
0.246,-8.46,-14.85,-74.50,76.44
0.272,-9.16,-14.85,-72.46,74.53
0.285,-7.07,-14.15,-72.46,74.17
0.305,-7.77,-14.15,-73.82,75.57
0.328,-9.86,-15.54,-72.46,74.77
0.347,-9.86,-14.15,-72.46,74.49
0.366,-7.77,-14.85,-73.14,75.04
0.386,-7.77,-14.15,-71.78,73.58
0.408,-7.07,-14.15,-71.78,73.51
0.427,-8.46,-15.54,-71.10,73.27
0.447,-9.86,-15.54,-73.14,75.42
0.467,-9.16,-14.85,-71.78,73.87
0.487,-8.46,-15.54,-73.82,75.92
0.507,-7.77,-16.94,-73.14,75.48
0.528,-8.46,-15.54,-71.78,73.93
0.549,-9.16,-14.85,-72.46,74.53
0.568,-7.77,-14.85,-71.78,73.71
0.588,-7.77,-14.15,-72.46,74.24
0.608,-8.46,-14.15,-73.14,74.98
0.628,-9.16,-14.85,-72.46,74.53
0.648,-7.07,-14.15,-74.50,76.16
0.682,-9.16,-16.24,-73.14,75.48
0.693,-9.16,-16.94,-71.10,73.67
0.709,-7.77,-15.54,-71.78,73.86
0.728,-7.77,-14.85,-73.82,75.70
0.749,-7.77,-14.85,-73.14,75.04
0.769,-7.07,-14.15,-73.82,75.50
0.790,-8.46,-16.94,-72.46,74.90
0.819,-7.77,-16.24,-71.78,74.01
0.835,-10.56,-13.45,-73.82,75.78
0.850,-8.46,-14.85,-73.14,75.11
0.869,-9.16,-16.94,-71.10,73.67
0.891,-8.46,-15.54,-73.82,75.92
0.913,-7.77,-15.54,-73.82,75.84
0.933,-9.86,-14.85,-73.14,75.28
0.960,-9.16,-14.85,-73.14,75.20
0.970,-7.77,-16.24,-73.14,75.33
0.990,-7.77,-14.85,-72.46,74.38
1.012,-7.77,-16.24,-73.14,75.33
1.031,-9.16,-14.85,-74.50,76.52
1.053,-8.46,-16.24,-73.82,76.06
1.072,-7.77,-15.54,-73.14,75.18
1.097,-8.46,-14.15,-73.14,74.98
1.111,-8.46,-15.54,-73.82,75.92
1.131,-7.77,-16.24,-72.46,74.67
1.154,-9.16,-15.54,-73.14,75.34
1.172,-9.16,-15.54,-71.78,74.02
1.194,-8.46,-13.45,-72.46,74.19
1.212,-8.46,-15.54,-73.14,75.26
1.232,-9.16,-15.54,-72.46,74.68
1.254,-8.46,-15.54,-71.78,73.93
1.273,-7.77,-15.54,-72.46,74.52
1.294,-8.46,-16.24,-73.14,75.40
1.314,-8.46,-15.54,-73.14,75.26
1.333,-8.46,-14.85,-73.14,75.11
1.353,-7.77,-14.85,-72.46,74.38
1.375,-8.46,-14.85,-72.46,74.45
1.394,-10.56,-14.85,-72.46,74.72
1.414,-9.16,-16.24,-73.14,75.48
1.435,-8.46,-15.54,-73.82,75.92
1.454,-9.16,-13.45,-72.46,74.27
1.478,-9.86,-16.24,-73.82,76.23
1.503,-7.77,-15.54,-73.82,75.84
1.518,-8.46,-16.24,-73.14,75.40
1.537,-7.77,-14.85,-71.78,73.71
1.555,-9.16,-15.54,-72.46,74.68
1.575,-8.46,-14.85,-73.14,75.11
1.599,-7.07,-14.85,-72.46,74.31
1.617,-7.77,-14.15,-73.14,74.90
1.642,-9.16,-14.15,-72.46,74.40
1.657,-8.46,-13.45,-72.46,74.19
1.675,-8.46,-15.54,-72.46,74.59
1.696,-8.46,-15.54,-71.78,73.93
1.720,-7.77,-14.85,-74.50,76.36
1.738,-6.37,-14.85,-72.46,74.24
1.757,-9.86,-15.54,-72.46,74.77
1.778,-7.77,-15.54,-72.46,74.52
1.796,-9.16,-14.85,-71.78,73.87
1.816,-7.77,-15.54,-71.78,73.86
1.839,-7.77,-14.85,-73.82,75.70
1.860,-9.16,-14.85,-71.78,73.87
1.877,-9.16,-15.54,-72.46,74.68
1.896,-8.46,-16.24,-73.14,75.40
1.918,-8.46,-15.54,-73.14,75.26
1.948,-9.16,-15.54,-73.14,75.34
1.966,-9.16,-14.15,-72.46,74.40
1.983,-8.46,-15.54,-71.78,73.93
2.003,-8.46,-14.85,-72.46,74.45
2.024,-9.16,-14.85,-72.46,74.53
2.051,-9.16,-14.85,-72.46,74.53
2.070,-7.77,-16.24,-73.82,75.99
2.086,-9.16,-16.24,-71.78,74.17
2.101,-8.46,-16.24,-73.14,75.40
2.120,-7.77,-16.94,-72.46,74.82
2.138,-7.07,-15.54,-73.14,75.11
2.158,-8.46,-16.94,-71.10,73.58
2.188,-7.07,-15.54,-70.43,72.47
