time,x,y,z,MF
0.014,12.95,-11.95,-60.09,62.62
0.040,13.31,-12.11,-61.17,63.76
0.056,13.24,-11.71,-60.73,63.25
0.072,12.85,-11.56,-60.72,63.13
0.092,13.19,-11.79,-60.72,63.24
0.111,13.02,-11.85,-60.38,62.90
0.132,13.06,-11.96,-60.52,63.05
0.150,13.42,-11.93,-60.31,62.92
0.169,13.13,-11.85,-60.90,63.42
0.195,13.01,-11.65,-61.14,63.58
0.206,12.70,-11.52,-60.71,63.09
0.227,12.51,-11.49,-61.35,63.66
0.246,12.95,-11.83,-60.06,62.56
0.265,13.03,-11.93,-60.28,62.82
0.285,13.74,-11.72,-60.44,63.08
0.307,13.47,-11.78,-60.83,63.41
0.336,13.48,-11.82,-60.69,63.28
0.351,13.23,-11.78,-60.82,63.34
0.364,13.31,-11.73,-60.41,62.96
0.384,13.49,-11.83,-60.60,63.20
0.401,13.61,-11.84,-60.33,62.97
0.442,13.73,-11.90,-60.05,62.74
0.446,13.72,-11.97,-60.19,62.88
0.470,13.61,-11.84,-60.33,62.97
0.476,13.25,-11.76,-60.59,63.12
0.496,13.11,-11.92,-60.48,63.02
0.516,13.13,-11.81,-60.30,62.83
0.541,13.77,-11.86,-60.06,62.75
0.556,13.35,-11.92,-60.49,63.08
0.576,13.45,-11.91,-60.50,63.11
0.594,13.64,-11.86,-60.60,63.24
0.614,13.26,-11.91,-60.53,63.10
0.631,13.56,-11.99,-60.40,63.06
0.652,13.29,-11.87,-60.68,63.24
0.671,13.35,-11.95,-60.53,63.13
0.689,13.43,-11.78,-60.78,63.35
0.708,13.40,-11.80,-60.46,63.04
0.736,13.29,-11.83,-60.63,63.19
0.746,13.10,-11.68,-60.63,63.12
0.767,13.26,-11.88,-60.44,63.01
0.787,13.69,-11.87,-59.91,62.59
0.808,13.56,-11.85,-60.28,62.91
0.826,13.47,-11.85,-60.27,62.88
0.870,13.61,-12.08,-60.31,62.99
0.873,13.65,-11.95,-60.41,63.08
0.882,13.31,-12.00,-60.39,62.99
0.903,13.47,-12.01,-60.26,62.90
0.919,13.41,-11.96,-60.35,62.97
0.962,13.88,-12.10,-59.95,62.72
0.962,13.47,-11.85,-60.27,62.88
0.977,13.46,-11.99,-60.44,63.08
0.999,13.50,-11.83,-60.51,63.11
1.020,13.52,-11.93,-60.22,62.86
1.045,13.68,-11.98,-60.04,62.74
1.063,13.34,-11.98,-60.72,63.31
1.079,13.23,-11.82,-60.21,62.77
1.093,13.56,-12.04,-60.31,62.98
1.111,13.62,-11.93,-60.78,63.42
1.136,13.65,-11.87,-60.46,63.11
1.151,13.06,-11.84,-60.48,63.00
1.171,12.99,-11.78,-60.80,63.28
1.189,13.74,-12.14,-59.90,62.64
1.210,13.75,-11.99,-59.77,62.49
1.242,13.48,-12.09,-60.12,62.78
1.248,13.73,-12.01,-60.09,62.80
1.267,13.47,-11.77,-60.23,62.83
1.287,13.21,-11.72,-60.49,63.02
1.306,13.52,-11.74,-60.19,62.80
1.343,13.55,-11.87,-60.46,63.09
1.345,13.68,-11.82,-60.05,62.72
1.363,13.21,-11.92,-60.53,63.09
1.381,13.73,-11.86,-60.66,63.31
1.401,13.21,-11.69,-60.40,62.93
1.421,13.37,-11.81,-60.27,62.85
1.442,13.36,-12.00,-60.44,63.05
1.464,13.13,-11.86,-60.20,62.75
1.478,13.24,-11.91,-60.02,62.61
1.498,13.52,-11.97,-60.17,62.83
1.516,13.50,-11.84,-60.46,63.07
1.544,13.28,-11.86,-60.12,62.70
1.555,13.19,-11.67,-60.73,63.23
1.579,13.51,-11.73,-60.28,62.88
1.596,13.64,-11.98,-59.99,62.68
1.613,13.22,-11.77,-60.35,62.90
1.637,13.51,-11.88,-60.36,62.99
1.650,13.17,-11.77,-60.35,62.88
1.670,13.20,-11.84,-59.88,62.46
1.688,13.31,-11.73,-60.36,62.92
1.712,13.53,-11.94,-60.04,62.69
1.731,13.33,-11.86,-60.12,62.72
1.766,13.27,-11.97,-60.30,62.89
1.770,13.51,-11.92,-60.36,62.99
1.790,13.38,-11.94,-60.17,62.78
1.803,13.52,-11.89,-60.22,62.86
1.824,13.42,-11.85,-60.31,62.91
1.845,13.65,-11.80,-60.38,63.02
1.866,13.23,-11.97,-60.25,62.83
1.882,13.61,-11.73,-60.24,62.87
1.902,13.48,-11.78,-60.78,63.36
1.918,13.40,-11.72,-60.51,63.07
1.954,12.78,-11.82,-60.37,62.83
1.970,13.30,-11.75,-60.59,63.14
1.984,13.18,-11.78,-60.86,63.37
2.001,13.15,-11.87,-60.02,62.58
2.014,13.66,-11.80,-60.98,63.60
2.033,13.79,-11.71,-60.48,63.13
2.054,13.40,-11.87,-60.54,63.13
2.073,13.37,-11.70,-60.23,62.79
2.093,13.62,-11.85,-60.23,62.88
2.133,13.56,-11.85,-60.28,62.91
2.136,13.63,-11.82,-60.05,62.70
2.151,13.46,-11.84,-60.41,63.01
2.169,13.89,-11.83,-60.44,63.13
2.190,13.47,-11.97,-60.22,62.85
2.209,13.18,-11.93,-60.25,62.82
2.232,13.36,-11.89,-60.35,62.95
2.247,13.22,-11.81,-60.30,62.86
2.268,13.68,-11.94,-60.00,62.69
2.287,13.76,-11.89,-60.24,62.92
2.306,13.64,-11.91,-60.51,63.16
2.325,13.62,-11.89,-60.18,62.84
2.349,13.51,-11.81,-60.28,62.89
2.380,13.44,-11.83,-60.64,63.23
2.382,13.66,-11.76,-60.33,62.97
2.400,13.92,-11.82,-60.07,62.78
2.420,13.66,-11.92,-60.32,62.99
2.456,13.76,-11.77,-60.20,62.87
2.458,13.45,-11.91,-60.50,63.11
2.478,13.62,-11.89,-60.14,62.80
2.501,13.56,-12.00,-59.76,62.44
2.518,13.19,-11.91,-60.06,62.64
2.535,13.73,-11.94,-60.05,62.74
2.575,13.53,-12.01,-60.17,62.83
2.579,13.38,-11.94,-60.12,62.74
2.593,13.43,-11.94,-60.08,62.71
2.612,13.56,-11.88,-60.32,62.96
2.636,13.48,-11.94,-60.13,62.76
2.662,13.27,-11.74,-60.27,62.82
2.669,13.24,-11.75,-60.63,63.17
2.689,13.76,-11.96,-60.33,63.02
2.709,13.66,-11.89,-60.28,62.94
2.727,13.38,-12.01,-60.16,62.79
2.750,13.37,-11.77,-60.32,62.89
2.766,13.46,-11.84,-60.41,63.01
2.787,13.75,-11.92,-59.77,62.48
2.806,13.67,-12.01,-60.18,62.87
2.825,13.75,-11.95,-60.42,63.11
2.845,13.61,-11.92,-60.32,62.98
2.872,13.22,-11.89,-60.30,62.87
2.893,13.20,-11.72,-60.59,63.11
2.905,13.28,-11.78,-60.77,63.31
2.920,13.46,-12.00,-59.75,62.41
2.961,13.82,-12.01,-60.10,62.82
2.963,13.62,-11.93,-60.18,62.85
2.988,13.13,-11.98,-60.24,62.81
2.996,13.46,-11.77,-60.37,62.96
3.017,13.53,-11.94,-60.08,62.73
3.039,13.73,-11.94,-60.00,62.70
3.057,13.71,-12.00,-60.23,62.93
3.087,13.37,-11.81,-60.22,62.81
3.098,13.34,-12.21,-60.14,62.80
3.113,13.58,-11.94,-60.09,62.75
3.135,13.43,-11.94,-60.12,62.75
3.158,13.43,-11.90,-60.17,62.79
3.183,13.31,-11.73,-60.36,62.92
3.189,13.30,-11.83,-60.59,63.15
3.207,13.49,-11.86,-60.64,63.25
3.226,13.62,-11.70,-60.75,63.35
3.255,13.48,-11.89,-60.17,62.80
3.266,13.44,-11.75,-60.65,63.22
3.286,13.42,-11.81,-60.27,62.87
3.309,13.84,-11.95,-59.87,62.60
3.325,13.47,-11.85,-60.27,62.88
3.345,13.71,-11.84,-60.33,62.99
3.378,13.71,-12.00,-60.27,62.97
3.384,13.89,-11.83,-60.39,63.09
3.401,13.42,-11.78,-60.18,62.77
3.423,13.69,-11.79,-59.92,62.58
3.443,13.49,-11.87,-59.99,62.62
3.466,13.35,-11.88,-59.89,62.50
3.476,13.25,-11.72,-60.55,63.08
3.498,13.44,-11.95,-59.98,62.62
3.516,13.48,-11.78,-60.09,62.70
3.535,13.08,-11.93,-60.33,62.88
3.558,13.62,-12.01,-60.13,62.81
3.582,13.33,-11.79,-60.08,62.66
3.594,13.37,-11.89,-60.31,62.91
3.611,13.83,-11.82,-60.62,63.29
3.630,13.74,-11.91,-60.51,63.19
3.662,13.43,-11.86,-60.13,62.74
3.669,13.50,-11.80,-60.46,63.06
3.691,13.55,-11.84,-60.42,63.04
3.708,13.83,-11.90,-59.92,62.64
3.726,13.57,-12.05,-60.17,62.85
3.761,13.62,-11.85,-60.23,62.88
3.771,13.67,-11.93,-60.18,62.86
3.785,13.67,-11.90,-60.10,62.77
3.805,13.61,-11.85,-60.28,62.92
3.827,13.62,-11.85,-60.19,62.84
3.846,13.36,-11.85,-60.36,62.94
3.880,13.36,-11.80,-60.41,62.98
3.881,13.47,-12.05,-60.26,62.91
3.917,13.42,-11.89,-60.22,62.83
3.922,13.65,-11.83,-60.47,63.11
3.938,13.34,-12.02,-60.11,62.74
3.957,13.71,-11.88,-60.33,63.00
3.977,13.43,-11.90,-60.17,62.79
3.998,13.88,-11.82,-59.97,62.68
4.016,13.76,-11.85,-60.24,62.92
4.035,13.81,-11.89,-60.20,62.89
4.057,13.56,-11.92,-60.36,63.01
4.072,12.99,-11.83,-60.10,62.62
4.095,13.43,-11.94,-60.17,62.79
4.113,13.83,-11.98,-59.96,62.69
4.131,13.63,-11.90,-60.00,62.67
4.165,13.76,-12.00,-60.28,62.98
4.188,13.43,-11.86,-60.08,62.70
4.191,13.01,-12.07,-60.00,62.56
4.208,13.48,-11.86,-60.13,62.75
4.228,13.74,-12.02,-59.90,62.62
4.249,13.64,-11.99,-59.90,62.59
4.281,13.60,-11.87,-60.46,63.10
4.286,13.71,-11.96,-60.23,62.92
4.304,13.53,-11.94,-60.04,62.69
4.324,13.39,-11.98,-60.07,62.70
4.343,13.77,-11.82,-60.06,62.74
4.382,13.71,-11.69,-60.30,62.93
4.386,13.75,-11.69,-60.30,62.94
4.405,13.91,-11.73,-60.21,62.90
4.420,13.95,-11.68,-60.31,62.99
4.439,13.86,-11.84,-60.25,62.95
4.464,14.01,-11.73,-60.17,62.89
4.497,13.42,-11.62,-60.24,62.80
4.500,13.85,-11.65,-60.26,62.92
4.519,14.01,-11.74,-60.08,62.80
4.535,13.95,-11.84,-60.30,63.01
4.566,13.99,-11.76,-60.35,63.06
4.573,13.81,-11.57,-60.22,62.85
4.593,13.83,-11.75,-60.53,63.19
4.617,14.18,-11.72,-59.72,62.49
4.634,14.09,-11.76,-60.36,63.09
4.649,13.71,-11.77,-60.24,62.90
4.683,14.14,-11.87,-60.40,63.16
4.691,13.86,-11.81,-60.16,62.85
4.717,13.97,-11.86,-59.98,62.71
4.726,13.96,-12.00,-60.24,62.99
4.758,14.00,-11.80,-60.31,63.02
4.781,13.95,-11.77,-60.21,62.92
4.783,13.95,-11.69,-60.26,62.95
4.804,13.71,-11.73,-60.25,62.89
4.823,13.91,-11.88,-60.25,62.96
4.843,13.90,-11.80,-60.30,63.00
4.869,13.82,-11.81,-60.11,62.80
4.903,13.90,-11.80,-60.30,63.00
4.905,14.02,-11.90,-59.98,62.73
4.921,14.24,-11.91,-60.31,63.10
4.940,13.99,-11.83,-60.40,63.11
4.970,13.87,-11.81,-60.11,62.81
4.977,13.66,-11.85,-60.24,62.89
4.999,13.90,-11.76,-60.30,62.99
5.019,13.94,-11.95,-59.83,62.58
5.035,14.01,-11.54,-60.09,62.77
5.055,14.00,-11.95,-60.34,63.09
5.081,14.14,-11.72,-60.32,63.05
5.092,13.87,-11.78,-60.67,63.34
5.112,14.09,-11.56,-60.37,63.06
5.133,14.07,-11.90,-59.93,62.70
5.155,13.92,-11.74,-60.07,62.77
5.188,13.78,-11.86,-60.01,62.70
5.195,14.00,-11.69,-60.22,62.92
5.221,13.86,-11.69,-60.17,62.84
5.226,13.90,-11.69,-60.26,62.94
5.245,13.60,-11.80,-60.42,63.05
5.270,13.91,-11.81,-60.21,62.91
5.285,13.80,-11.84,-60.38,63.06
5.305,13.98,-11.74,-59.94,62.66
5.324,14.01,-11.92,-60.21,62.95
5.342,13.99,-11.79,-60.44,63.15
5.373,14.21,-11.89,-60.13,62.92
5.381,13.88,-11.67,-60.49,63.15
5.402,14.00,-11.92,-60.30,63.04
5.422,14.17,-11.82,-59.90,62.68
5.439,13.67,-11.81,-60.15,62.80
5.458,13.81,-11.85,-60.24,62.93
5.492,14.00,-11.84,-60.26,62.99
5.499,13.77,-11.81,-60.15,62.83
5.520,13.82,-11.78,-60.06,62.75
5.540,13.67,-11.89,-60.14,62.81
5.555,13.90,-11.84,-60.34,63.04
5.574,13.82,-11.98,-60.05,62.77
5.615,13.89,-11.72,-60.35,63.03
5.617,13.95,-11.69,-60.26,62.95
5.632,13.81,-11.77,-60.16,62.84
5.651,13.88,-11.90,-59.97,62.69
5.679,13.76,-11.92,-60.24,62.93
5.698,13.72,-11.77,-60.80,63.43
5.709,13.76,-11.84,-60.29,62.96
5.726,13.83,-11.78,-60.62,63.28
5.747,13.91,-11.93,-60.15,62.88
5.774,13.67,-11.89,-60.14,62.81
5.794,13.94,-11.87,-60.48,63.19
5.804,13.67,-11.73,-60.80,63.41
5.823,13.65,-11.84,-60.37,63.02
5.842,14.03,-11.78,-60.54,63.25
5.862,14.14,-12.03,-60.34,63.14
5.887,14.06,-11.70,-60.04,62.76
5.901,13.46,-11.61,-60.29,62.85
5.919,13.89,-11.83,-59.83,62.55
5.941,14.12,-11.97,-59.98,62.77
5.960,13.73,-11.83,-59.96,62.64
5.975,13.67,-11.97,-60.13,62.82
6.002,14.38,-11.72,-60.29,63.08
6.015,13.52,-11.69,-60.24,62.83
6.036,13.74,-11.68,-59.84,62.49
6.055,13.97,-11.86,-59.42,62.18
6.092,13.84,-11.76,-59.74,62.44
6.094,13.83,-11.67,-59.93,62.61
6.111,13.61,-11.73,-60.24,62.87
6.134,14.32,-11.90,-59.90,62.73
6.152,13.89,-11.80,-59.74,62.46
6.171,13.79,-11.84,-59.78,62.48
6.210,13.98,-11.90,-59.88,62.63
6.219,13.73,-11.83,-59.92,62.60
6.235,13.74,-11.72,-59.79,62.46
6.247,13.69,-11.79,-59.87,62.54
6.264,14.21,-11.66,-60.05,62.80
6.287,14.01,-11.62,-60.04,62.74
6.302,13.61,-11.62,-60.20,62.81
6.321,13.68,-11.90,-60.00,62.68
6.346,14.13,-11.75,-59.76,62.52
6.361,13.93,-11.67,-59.89,62.59
6.380,13.99,-11.60,-60.37,63.04
6.409,13.91,-11.54,-60.13,62.79
6.419,13.52,-11.62,-60.15,62.74
6.440,13.89,-11.53,-59.67,62.34
6.461,13.77,-11.70,-59.42,62.11
6.480,13.77,-11.78,-59.46,62.16
6.511,13.71,-11.62,-59.56,62.21
6.515,13.77,-11.62,-60.68,63.29
6.534,13.52,-11.43,-60.16,62.71
6.553,13.71,-11.35,-60.13,62.71
6.573,13.78,-11.52,-59.90,62.53
6.599,13.83,-11.67,-59.93,62.61
6.618,13.58,-11.43,-60.03,62.60
6.629,13.50,-11.49,-59.79,62.36
6.649,13.80,-11.65,-59.61,62.29
6.667,13.46,-11.58,-59.69,62.27
6.695,13.41,-11.61,-59.68,62.26
6.706,12.91,-11.57,-59.93,62.39
6.731,13.22,-11.66,-59.62,62.17
6.748,13.35,-11.92,-59.19,61.84
6.765,13.24,-12.06,-59.50,62.14
6.800,13.41,-12.16,-59.78,62.46
6.806,13.13,-12.28,-59.71,62.36
6.822,13.19,-12.25,-59.58,62.24
6.842,13.16,-12.54,-59.32,62.05
6.866,13.56,-12.69,-59.24,62.09
6.884,13.19,-12.61,-58.86,61.62
6.919,13.35,-12.65,-59.42,62.20
6.920,13.53,-12.79,-59.00,61.87
6.942,13.07,-12.66,-58.62,61.38
6.957,13.05,-12.50,-58.81,61.53
6.977,13.14,-12.64,-58.90,61.66
7.002,13.41,-12.63,-58.55,61.38
7.032,13.36,-12.58,-58.59,61.40
7.035,13.25,-12.65,-58.77,61.56
7.056,12.86,-12.58,-58.75,61.44
7.073,12.83,-12.64,-58.51,61.22
7.096,12.68,-12.71,-58.68,61.37
7.110,12.30,-12.87,-58.60,61.25
7.133,12.67,-13.01,-58.15,60.92
7.150,12.85,-13.27,-58.42,61.27
7.172,12.57,-13.17,-58.83,61.58
7.199,12.62,-13.36,-58.86,61.67
7.207,12.38,-13.44,-58.94,61.70
7.229,12.74,-13.53,-58.67,61.55
7.252,12.61,-13.81,-58.46,61.38
7.269,12.33,-13.56,-58.88,61.67
7.309,12.43,-13.98,-59.04,61.93
7.314,12.49,-13.98,-59.51,62.39
7.322,12.09,-14.02,-59.62,62.43
7.343,12.39,-14.33,-59.57,62.51
7.361,12.57,-14.39,-59.16,62.17
7.400,12.42,-14.66,-59.92,62.92
7.402,12.96,-14.89,-59.89,63.06
7.427,12.99,-14.91,-60.17,63.33
7.437,13.05,-14.84,-60.54,63.69
7.459,13.34,-14.83,-60.65,63.85
7.477,13.49,-14.84,-60.52,63.76
7.494,13.87,-14.89,-60.73,64.05
7.513,14.34,-14.57,-60.18,63.55
7.533,14.94,-14.61,-59.93,63.47
7.553,14.94,-14.34,-60.55,64.00
7.572,14.98,-14.07,-60.53,63.92
7.607,15.04,-13.77,-60.32,63.67
