time,x,y,z,MF
0.005,-8.46,-14.15,-72.46,74.32
0.020,-7.77,-15.54,-71.10,73.20
0.041,-7.77,-16.24,-72.46,74.67
0.060,-8.46,-14.85,-72.46,74.45
0.081,-7.77,-14.15,-71.78,73.58
0.105,-7.07,-14.15,-73.14,74.83
0.119,-7.77,-14.15,-73.82,75.57
0.139,-8.46,-12.75,-72.46,74.06
0.162,-8.46,-14.15,-73.14,74.98
0.181,-8.46,-15.54,-73.14,75.26
0.201,-7.77,-14.15,-73.14,74.90
0.231,-8.46,-13.45,-71.10,72.86
0.251,-7.77,-13.45,-73.14,74.77
0.264,-9.16,-14.15,-73.14,75.06
0.281,-9.16,-14.15,-71.78,73.74
0.308,-7.77,-15.54,-71.78,73.86
0.321,-8.46,-14.15,-73.14,74.98
0.341,-6.37,-14.85,-72.46,74.24
0.363,-8.46,-14.85,-73.14,75.11
0.384,-7.77,-14.85,-72.46,74.38
0.403,-8.46,-13.45,-71.78,73.52
0.423,-9.86,-14.85,-72.46,74.62
0.442,-9.16,-13.45,-71.10,72.94
0.462,-7.07,-14.85,-73.14,74.97
0.483,-9.16,-14.15,-72.46,74.40
0.503,-7.77,-12.75,-72.46,73.99
0.525,-7.77,-16.24,-73.82,75.99
0.543,-8.46,-14.85,-73.82,75.78
0.563,-8.46,-13.45,-73.14,74.85
0.583,-7.07,-14.85,-72.46,74.31
0.607,-9.16,-14.85,-72.46,74.53
0.624,-9.16,-14.15,-73.14,75.06
0.644,-7.77,-16.24,-71.78,74.01
0.665,-8.46,-14.15,-73.14,74.98
0.686,-7.77,-14.85,-73.14,75.04
0.704,-8.46,-14.15,-71.78,73.65
0.724,-7.77,-12.75,-71.78,73.32
0.745,-9.16,-14.15,-72.46,74.40
0.765,-9.16,-15.54,-71.10,73.36
0.785,-9.16,-15.54,-71.78,74.02
0.805,-9.16,-14.15,-71.78,73.74
0.826,-9.86,-14.15,-72.46,74.49
0.845,-7.77,-14.15,-71.78,73.58
0.865,-9.16,-14.15,-72.46,74.40
0.885,-7.77,-14.15,-71.78,73.58
0.913,-8.46,-14.85,-72.46,74.45
0.926,-9.16,-13.45,-71.78,73.61
0.952,-7.07,-14.15,-72.46,74.17
0.970,-9.86,-14.15,-72.46,74.49
0.987,-9.16,-14.15,-72.46,74.40
1.007,-7.77,-13.45,-71.10,72.78
1.034,-8.46,-14.15,-73.14,74.98
1.046,-8.46,-14.85,-71.78,73.79
1.066,-8.46,-14.15,-72.46,74.32
1.087,-8.46,-14.85,-71.10,73.13
1.107,-9.16,-14.15,-73.82,75.72
1.128,-8.46,-14.85,-72.46,74.45
1.147,-7.77,-14.15,-73.14,74.90
1.171,-7.77,-15.54,-71.10,73.20
1.187,-6.37,-14.85,-73.14,74.91
1.211,-9.16,-12.75,-73.14,74.81
1.229,-8.46,-14.85,-72.46,74.45
1.249,-8.46,-14.15,-71.78,73.65
1.270,-9.16,-15.54,-72.46,74.68
1.288,-7.77,-15.54,-72.46,74.52
1.309,-8.46,-15.54,-72.46,74.59
1.331,-8.46,-12.75,-73.14,74.73
1.360,-9.86,-14.15,-73.14,75.15
1.389,-9.86,-14.15,-71.78,73.83
1.409,-7.77,-14.15,-71.78,73.58
1.441,-7.77,-15.54,-73.14,75.18
1.454,-8.46,-13.45,-72.46,74.19
1.470,-8.46,-12.75,-72.46,74.06
1.490,-9.16,-12.75,-73.14,74.81
1.510,-7.77,-14.85,-72.46,74.38
1.530,-8.46,-14.15,-73.82,75.64
1.553,-8.46,-13.45,-73.14,74.85
1.574,-7.77,-14.15,-71.78,73.58
1.592,-8.46,-14.85,-72.46,74.45
1.613,-7.77,-16.24,-72.46,74.67
1.631,-8.46,-13.45,-71.78,73.52
1.650,-7.77,-13.45,-72.46,74.11
1.672,-6.37,-14.15,-72.46,74.11
1.693,-8.46,-13.45,-73.14,74.85
1.711,-8.46,-14.85,-73.14,75.11
1.736,-7.77,-14.85,-72.46,74.38
1.751,-9.16,-14.15,-72.46,74.40
1.775,-10.56,-13.45,-73.82,75.78
1.791,-8.46,-14.15,-71.10,72.99
1.812,-6.37,-14.85,-72.46,74.24
1.834,-7.07,-14.15,-71.78,73.51
1.852,-7.77,-14.15,-73.82,75.57
1.873,-7.77,-14.85,-74.50,76.36
1.894,-9.16,-13.45,-72.46,74.27
1.913,-7.07,-14.85,-72.46,74.31
1.933,-7.07,-14.15,-71.78,73.51
1.953,-9.86,-14.85,-71.10,73.30
1.973,-7.07,-14.85,-73.14,74.97
1.994,-7.07,-14.85,-73.82,75.63
2.018,-7.77,-16.24,-71.10,73.35
2.034,-7.77,-15.54,-73.14,75.18
2.053,-7.77,-13.45,-73.14,74.77
2.073,-8.46,-14.85,-71.10,73.13
2.094,-8.46,-14.15,-72.46,74.32
2.115,-7.77,-14.15,-73.14,74.90
2.142,-7.77,-14.85,-71.78,73.71
2.154,-9.16,-14.85,-71.78,73.87
2.174,-9.86,-13.45,-70.43,72.37
2.196,-8.46,-14.15,-72.46,74.32
2.214,-7.77,-13.45,-71.78,73.45
2.238,-9.16,-12.75,-73.14,74.81
2.256,-7.07,-13.45,-73.14,74.71
2.282,-7.07,-14.85,-71.78,73.64
2.298,-8.46,-13.45,-73.14,74.85
2.316,-8.46,-14.85,-73.82,75.78
2.336,-8.46,-14.85,-70.43,72.47
2.356,-7.77,-14.85,-71.10,73.05
2.379,-9.16,-15.54,-70.43,72.70
2.396,-7.77,-13.45,-71.78,73.45
2.420,-7.77,-14.15,-73.14,74.90
2.436,-9.16,-14.85,-71.78,73.87
2.456,-7.77,-15.54,-71.78,73.86
2.477,-8.46,-14.85,-73.14,75.11
2.499,-9.16,-14.15,-70.43,72.41
2.517,-7.77,-14.15,-71.78,73.58
