time,x,y,z,MF
0.003,-9.16,-14.85,-71.10,73.21
0.015,-6.37,-15.54,-72.46,74.39
0.039,-9.16,-13.45,-73.14,74.93
0.057,-7.77,-14.15,-72.46,74.24
0.076,-9.86,-14.85,-73.82,75.94
0.096,-9.16,-14.85,-72.46,74.53
0.116,-8.46,-13.45,-72.46,74.19
0.138,-9.86,-14.15,-71.10,73.17
0.160,-7.77,-14.15,-71.10,72.91
0.177,-9.16,-14.15,-71.10,73.07
0.196,-7.07,-14.85,-73.82,75.63
0.217,-9.86,-14.85,-72.46,74.62
0.236,-9.16,-13.45,-72.46,74.27
0.257,-7.07,-14.15,-73.14,74.83
0.286,-10.56,-14.85,-73.82,76.04
0.298,-8.46,-13.45,-73.14,74.85
0.321,-8.46,-14.15,-71.78,73.65
0.338,-8.46,-14.85,-71.78,73.79
0.358,-7.77,-15.54,-71.78,73.86
0.379,-8.46,-14.85,-71.78,73.79
0.403,-7.77,-13.45,-72.46,74.11
0.427,-8.46,-14.85,-73.14,75.11
0.442,-9.16,-14.15,-71.78,73.74
0.459,-6.37,-15.54,-71.10,73.06
0.480,-7.07,-14.15,-73.82,75.50
0.500,-9.86,-14.85,-72.46,74.62
0.519,-9.16,-15.54,-71.10,73.36
0.539,-7.77,-15.54,-73.14,75.18
0.562,-8.46,-14.15,-73.14,74.98
0.579,-9.16,-15.54,-71.78,74.02
0.599,-7.77,-14.85,-73.14,75.04
0.621,-7.77,-15.54,-73.14,75.18
0.641,-9.16,-14.85,-73.82,75.86
0.660,-8.46,-15.54,-73.82,75.92
0.684,-8.46,-16.24,-71.78,74.08
0.701,-8.46,-16.24,-73.82,76.06
0.721,-9.86,-14.15,-72.46,74.49
0.741,-8.46,-14.85,-71.78,73.79
0.761,-7.77,-14.85,-73.14,75.04
0.783,-9.16,-15.54,-72.46,74.68
0.801,-7.07,-14.15,-73.14,74.83
0.826,-9.86,-14.15,-71.10,73.17
0.852,-9.16,-13.45,-71.10,72.94
0.864,-8.46,-15.54,-72.46,74.59
0.882,-7.07,-13.45,-72.46,74.04
0.902,-7.07,-13.45,-73.82,75.37
0.926,-7.77,-14.15,-73.14,74.90
0.941,-7.07,-14.15,-71.78,73.51
0.962,-7.77,-14.15,-72.46,74.24
0.983,-7.77,-14.15,-73.14,74.90
1.003,-7.77,-14.85,-73.14,75.04
1.023,-9.86,-14.85,-71.78,73.96
1.043,-9.16,-14.85,-73.14,75.20
1.063,-7.77,-14.15,-72.46,74.24
1.095,-9.86,-14.85,-73.82,75.94
1.108,-6.37,-14.85,-72.46,74.24
1.123,-7.07,-14.85,-72.46,74.31
1.144,-8.46,-15.54,-72.46,74.59
1.164,-8.46,-14.85,-71.78,73.79
1.185,-8.46,-15.54,-71.78,73.93
1.208,-8.46,-16.24,-72.46,74.74
1.225,-9.16,-14.15,-72.46,74.40
1.253,-7.77,-14.85,-74.50,76.36
1.265,-8.46,-15.54,-72.46,74.59
1.284,-9.16,-14.15,-71.10,73.07
1.304,-8.46,-14.85,-73.82,75.78
1.334,-7.07,-15.54,-74.50,76.43
1.346,-7.07,-14.85,-72.46,74.31
1.366,-9.16,-14.15,-73.14,75.06
1.388,-7.77,-16.24,-72.46,74.67
1.405,-7.77,-14.15,-72.46,74.24
1.425,-9.16,-13.45,-72.46,74.27
1.447,-7.77,-15.54,-70.43,72.54
1.466,-7.07,-14.85,-72.46,74.31
1.487,-7.77,-14.15,-71.78,73.58
1.506,-8.46,-14.15,-71.78,73.65
1.527,-8.46,-16.24,-71.78,74.08
1.547,-9.16,-15.54,-73.14,75.34
1.568,-9.86,-15.54,-73.14,75.42
1.587,-8.46,-14.85,-73.82,75.78
1.608,-9.16,-14.15,-71.78,73.74
1.627,-7.77,-14.85,-73.14,75.04
1.647,-8.46,-14.85,-72.46,74.45
1.669,-8.46,-14.85,-71.78,73.79
1.690,-8.46,-14.85,-72.46,74.45
1.708,-8.46,-15.54,-71.10,73.27
1.729,-8.46,-14.15,-71.78,73.65
1.748,-9.16,-14.85,-72.46,74.53
1.769,-9.16,-14.15,-72.46,74.40
1.788,-9.16,-15.54,-73.82,76.00
1.818,-8.46,-14.15,-73.14,74.98
1.829,-7.77,-14.15,-71.78,73.58
1.848,-8.46,-14.85,-72.46,74.45
1.870,-9.86,-14.15,-72.46,74.49
1.892,-8.46,-14.85,-73.14,75.11
1.910,-9.16,-14.15,-72.46,74.40
1.929,-9.16,-14.15,-71.78,73.74
1.952,-8.46,-14.85,-71.78,73.79
1.969,-9.16,-16.24,-71.78,74.17
1.991,-7.77,-14.15,-73.14,74.90
2.010,-8.46,-14.85,-73.82,75.78
2.029,-8.46,-16.24,-71.10,73.43
2.049,-9.16,-15.54,-72.46,74.68
2.071,-7.77,-14.85,-73.14,75.04
2.090,-8.46,-14.85,-72.46,74.45
2.114,-8.46,-14.15,-73.82,75.64
2.132,-9.16,-13.45,-71.78,73.61
2.151,-9.16,-14.85,-72.46,74.53
2.172,-7.77,-14.15,-72.46,74.24
2.192,-8.46,-14.15,-73.82,75.64
2.217,-8.46,-15.54,-72.46,74.59
2.233,-7.77,-16.24,-73.14,75.33
2.252,-9.86,-14.85,-72.46,74.62
2.273,-7.77,-14.85,-72.46,74.38
2.294,-9.86,-14.85,-73.82,75.94
2.312,-8.46,-14.15,-71.10,72.99
2.332,-8.46,-14.15,-73.82,75.64
2.355,-8.46,-14.85,-72.46,74.45
2.373,-9.16,-14.15,-71.10,73.07
2.393,-9.16,-13.45,-71.78,73.61
2.415,-8.46,-14.15,-73.14,74.98
2.433,-7.07,-13.45,-71.78,73.37
2.453,-9.16,-14.85,-72.46,74.53
2.473,-8.46,-15.54,-72.46,74.59
2.506,-9.16,-15.54,-73.14,75.34
2.518,-9.86,-15.54,-73.82,76.08
2.534,-9.16,-14.15,-73.82,75.72
2.553,-9.16,-15.54,-71.10,73.36
2.574,-8.46,-15.54,-71.10,73.27
2.595,-9.86,-14.15,-73.82,75.81
2.623,-7.77,-15.54,-73.14,75.18
2.634,-7.77,-14.85,-73.14,75.04
2.655,-8.46,-13.45,-72.46,74.19
2.676,-9.16,-14.85,-73.14,75.20
2.696,-7.07,-16.94,-71.78,74.09
2.717,-9.86,-14.85,-71.78,73.96
2.736,-9.16,-14.85,-71.10,73.21
2.761,-11.26,-13.45,-73.14,75.22
2.776,-7.77,-15.54,-73.14,75.18
2.796,-7.77,-16.24,-71.78,74.01
2.818,-7.77,-13.45,-73.14,74.77
2.836,-9.86,-14.15,-73.14,75.15
2.856,-9.16,-14.15,-73.14,75.06
