time,x,y,z,MF
0.871,14.08,-11.86,-61.79,64.47
0.888,13.90,-11.76,-61.60,64.23
0.908,14.11,-11.84,-62.12,64.79
0.928,14.23,-11.86,-61.75,64.47
0.959,14.14,-11.72,-61.57,64.25
0.966,14.17,-11.78,-61.85,64.53
0.988,13.99,-11.63,-61.71,64.33
1.007,14.22,-11.54,-61.22,63.90
1.024,13.99,-11.82,-61.74,64.40
1.048,14.07,-11.77,-61.93,64.59
1.062,13.73,-11.77,-62.00,64.59
1.082,13.84,-11.56,-61.70,64.28
1.101,14.29,-11.99,-61.56,64.32
1.142,14.13,-11.74,-61.80,64.47
1.144,14.14,-11.75,-61.66,64.34
1.166,14.05,-11.79,-62.21,64.86
1.176,13.77,-11.61,-62.06,64.62
1.197,13.85,-11.64,-61.65,64.25
1.217,13.71,-11.80,-61.54,64.14
1.244,13.84,-11.75,-61.74,64.35
1.263,13.90,-11.68,-62.25,64.85
1.274,13.85,-11.84,-61.59,64.23
1.292,14.31,-11.72,-62.00,64.70
1.312,14.07,-11.70,-61.85,64.50
1.332,13.93,-11.74,-61.88,64.50
1.360,13.78,-11.66,-61.88,64.46
1.383,14.11,-11.45,-62.00,64.61
1.389,14.07,-11.54,-61.95,64.56
1.407,14.04,-11.94,-61.73,64.42
1.427,13.92,-11.69,-62.02,64.63
1.460,14.18,-11.70,-61.80,64.48
1.465,13.99,-11.83,-61.69,64.35
1.489,14.10,-11.80,-61.52,64.20
1.510,14.11,-11.76,-61.43,64.11
1.525,14.01,-11.81,-61.42,64.09
1.542,14.24,-11.72,-61.53,64.23
1.575,14.12,-11.73,-61.89,64.56
1.581,14.13,-11.70,-61.76,64.42
1.602,13.96,-11.92,-61.54,64.22
1.618,13.83,-11.62,-61.88,64.46
1.637,13.83,-11.66,-62.48,65.05
1.656,14.26,-11.84,-61.38,64.12
1.676,14.30,-11.87,-61.52,64.27
1.698,13.94,-11.75,-61.69,64.33
1.717,13.84,-11.56,-61.66,64.24
1.738,13.85,-11.72,-61.60,64.21
1.764,14.04,-11.56,-61.67,64.29
1.789,14.22,-11.58,-61.82,64.48
1.790,14.15,-11.84,-61.52,64.22
1.812,14.21,-11.76,-61.38,64.10
1.832,14.19,-11.79,-61.61,64.32
1.858,14.08,-11.58,-61.81,64.44
1.876,13.45,-11.56,-61.77,64.27
1.891,13.61,-11.83,-61.67,64.25
1.908,13.66,-11.53,-61.51,64.05
1.929,13.33,-11.66,-62.08,64.56
1.944,13.32,-11.64,-62.92,65.35
1.967,13.59,-11.52,-61.78,64.30
1.998,13.45,-11.72,-61.76,64.28
2.008,13.96,-11.65,-62.03,64.64
2.022,13.84,-11.67,-61.79,64.38
2.063,13.89,-11.67,-61.74,64.35
2.064,14.01,-11.69,-61.47,64.12
2.084,13.78,-11.74,-61.92,64.51
2.102,14.03,-11.62,-61.80,64.43
2.120,13.98,-11.63,-61.80,64.42
2.139,14.09,-11.59,-61.67,64.31
2.164,14.00,-11.84,-61.55,64.22
2.187,13.60,-11.72,-61.68,64.24
2.196,13.82,-11.73,-62.01,64.61
2.214,14.20,-11.76,-62.13,64.80
2.235,14.07,-11.81,-61.88,64.55
2.267,13.85,-11.83,-61.68,64.32
2.294,14.07,-11.81,-61.33,64.02
2.297,13.80,-11.76,-61.64,64.25
2.314,14.19,-11.79,-61.61,64.32
2.332,13.80,-11.83,-61.63,64.26
2.352,13.97,-11.58,-61.99,64.59
2.374,13.93,-11.58,-61.84,64.44
2.387,13.77,-11.54,-62.02,64.57
2.407,13.65,-11.52,-61.69,64.23
2.430,14.11,-12.03,-61.45,64.19
2.446,13.77,-11.81,-61.45,64.07
2.480,14.00,-11.95,-61.64,64.33
2.491,13.95,-11.68,-61.51,64.15
2.512,14.02,-11.69,-61.33,63.99
2.522,13.78,-11.63,-61.83,64.41
2.542,13.72,-11.62,-62.01,64.57
2.563,13.93,-11.67,-61.79,64.41
2.579,13.84,-11.75,-61.78,64.39
2.598,14.24,-11.71,-61.62,64.32
2.618,14.39,-11.71,-62.19,64.90
2.639,14.06,-11.76,-62.12,64.76
2.669,14.03,-11.67,-61.75,64.39
2.699,13.83,-11.67,-61.83,64.43
2.703,14.14,-11.78,-61.70,64.39
2.715,14.05,-11.72,-61.47,64.14
2.735,13.85,-11.83,-61.68,64.32
2.771,13.99,-11.86,-61.74,64.40
2.778,14.09,-11.79,-61.65,64.33
2.802,13.85,-11.72,-61.55,64.17
2.813,13.82,-11.85,-61.45,64.09
2.834,14.18,-11.74,-61.71,64.40
2.872,14.25,-11.87,-61.52,64.25
2.874,13.93,-11.74,-61.79,64.42
2.902,13.98,-11.70,-61.84,64.47
2.909,13.97,-11.96,-61.40,64.10
2.929,13.77,-11.89,-61.44,64.08
2.946,13.93,-11.82,-61.18,63.85
2.988,13.81,-11.84,-61.49,64.13
2.990,13.95,-11.76,-61.60,64.25
3.012,13.90,-11.52,-62.22,64.78
3.022,13.93,-11.78,-61.88,64.51
3.043,14.04,-11.71,-61.70,64.35
3.069,13.95,-11.88,-61.55,64.22
3.079,13.96,-11.57,-62.03,64.63
3.103,14.05,-11.95,-61.55,64.25
3.120,14.19,-11.83,-61.61,64.32
3.140,14.13,-11.90,-61.74,64.45
3.163,14.13,-11.70,-61.76,64.42
3.176,13.73,-11.58,-61.97,64.52
3.195,13.89,-11.71,-61.74,64.36
3.216,13.87,-11.92,-61.45,64.11
3.236,14.15,-11.87,-61.51,64.23
3.255,14.01,-11.69,-61.43,64.08
3.291,14.19,-11.86,-61.70,64.41
3.294,14.13,-11.81,-61.84,64.52
3.325,13.96,-11.88,-61.45,64.13
3.330,14.23,-11.74,-61.76,64.45
3.370,14.13,-11.82,-61.75,64.44
3.372,14.10,-11.76,-61.56,64.24
3.392,13.80,-11.87,-61.63,64.26
3.410,14.04,-11.90,-61.78,64.46
3.428,14.16,-11.84,-61.98,64.67
3.448,13.84,-11.56,-61.70,64.28
3.478,13.86,-11.76,-61.50,64.13
3.513,14.10,-11.80,-61.52,64.20
3.518,14.15,-11.84,-61.52,64.22
3.523,14.00,-11.72,-61.56,64.21
3.543,14.14,-11.90,-61.70,64.40
3.570,14.13,-11.82,-61.75,64.44
3.581,13.89,-11.74,-61.78,64.41
3.609,13.95,-11.87,-61.59,64.26
3.623,13.93,-11.74,-61.79,64.42
3.639,13.96,-11.92,-61.45,64.14
3.661,14.42,-11.74,-61.72,64.46
3.676,14.03,-11.90,-61.83,64.51
3.707,13.89,-11.83,-61.69,64.33
3.716,13.76,-11.92,-61.58,64.21
3.739,13.98,-11.94,-61.82,64.50
3.756,13.89,-11.94,-61.12,63.81
3.779,14.13,-11.98,-61.18,63.92
3.794,13.52,-11.81,-62.13,64.67
3.812,13.98,-11.78,-61.88,64.52
3.831,13.71,-11.80,-61.63,64.23
3.855,13.84,-11.98,-61.86,64.51
3.868,13.96,-11.95,-61.54,64.23
3.896,13.80,-11.76,-61.59,64.21
3.912,13.65,-11.99,-61.75,64.37
3.925,13.64,-11.94,-61.85,64.45
3.944,14.07,-11.81,-61.88,64.55
3.964,13.35,-11.94,-61.27,63.84
3.988,13.81,-12.00,-61.53,64.19
4.008,13.82,-11.77,-61.41,64.03
4.023,13.83,-11.98,-61.25,63.93
4.041,14.29,-12.06,-61.65,64.42
4.062,14.10,-11.95,-61.51,64.22
4.087,14.38,-11.82,-61.72,64.46
4.098,13.44,-11.86,-61.93,64.48
4.118,13.92,-11.92,-61.40,64.08
4.141,14.23,-11.86,-61.15,63.89
4.159,13.99,-11.99,-61.03,63.75
4.177,14.16,-12.04,-61.36,64.12
4.216,13.97,-12.16,-61.44,64.17
4.218,14.09,-12.10,-61.12,63.88
4.236,13.83,-11.93,-61.31,63.97
4.254,14.07,-11.93,-61.27,63.99
4.272,14.19,-11.90,-61.65,64.37
4.292,13.83,-12.01,-61.30,63.98
4.312,14.16,-12.31,-61.48,64.28
4.330,14.08,-12.01,-61.82,64.53
4.349,13.80,-11.75,-61.69,64.29
4.377,13.68,-11.98,-61.29,63.93
4.388,13.81,-11.88,-61.49,64.14
4.408,14.11,-11.92,-61.46,64.18
4.430,14.07,-11.89,-61.28,63.99
4.446,13.57,-12.08,-61.51,64.14
4.465,13.95,-11.91,-61.68,64.35
4.494,14.01,-11.96,-61.50,64.20
4.504,13.94,-11.90,-61.73,64.39
4.525,14.03,-12.01,-61.22,63.94
4.545,13.90,-11.99,-61.03,63.73
4.560,14.04,-12.09,-61.17,63.91
4.600,14.15,-11.84,-61.52,64.22
4.603,14.16,-11.99,-61.46,64.20
4.620,13.78,-12.05,-61.34,64.01
4.639,13.83,-12.01,-61.34,64.02
4.657,14.18,-12.21,-61.21,64.01
4.692,13.88,-12.09,-61.30,64.00
4.699,13.93,-12.05,-61.30,64.01
4.715,13.51,-11.88,-61.66,64.23
4.733,13.99,-12.02,-61.72,64.42
4.753,14.00,-11.80,-61.51,64.18
4.773,14.11,-11.80,-61.42,64.12
4.798,13.81,-11.77,-61.45,64.08
4.814,13.99,-12.06,-61.77,64.47
4.831,14.10,-11.91,-61.55,64.26
4.850,14.15,-12.07,-61.59,64.34
4.869,14.10,-12.02,-61.64,64.36
4.901,13.87,-11.85,-61.31,63.97
4.908,13.92,-12.16,-61.39,64.11
4.929,13.94,-11.98,-61.12,63.83
4.948,14.08,-12.05,-61.22,63.96
4.965,13.92,-12.24,-61.43,64.16
4.998,13.90,-11.91,-61.63,64.30
5.003,14.18,-11.86,-61.75,64.46
5.022,13.68,-11.93,-62.04,64.64
5.042,13.94,-12.14,-61.16,63.89
5.065,13.88,-12.13,-61.25,63.96
5.082,14.11,-12.00,-61.41,64.14
5.118,14.06,-11.92,-61.46,64.16
5.120,14.10,-12.07,-61.59,64.32
5.146,13.93,-12.05,-61.26,63.97
5.158,13.92,-12.00,-61.44,64.13
5.175,13.72,-12.00,-61.43,64.08
5.196,13.96,-12.04,-61.49,64.19
5.214,13.67,-12.04,-61.52,64.16
5.236,14.36,-12.00,-61.38,64.17
5.254,14.39,-12.02,-61.56,64.36
5.271,14.12,-11.93,-61.92,64.62
5.294,13.91,-12.11,-61.57,64.28
5.311,13.71,-12.19,-61.65,64.32
5.335,14.08,-11.90,-61.78,64.48
5.352,14.08,-12.05,-61.22,63.96
5.369,14.01,-12.07,-61.49,64.21
5.404,14.31,-12.15,-61.46,64.26
5.408,13.91,-12.03,-61.58,64.27
5.435,14.08,-12.09,-61.26,64.01
5.447,14.05,-11.92,-61.51,64.21
5.478,14.00,-11.99,-61.59,64.29
5.496,14.07,-12.16,-61.35,64.11
5.504,13.95,-11.99,-61.59,64.28
5.524,14.23,-11.90,-61.70,64.43
5.543,14.05,-11.95,-61.64,64.34
5.562,13.92,-12.08,-61.44,64.14
5.586,14.10,-12.14,-61.58,64.33
5.612,13.86,-11.99,-61.53,64.21
5.619,14.05,-11.88,-61.51,64.20
5.638,14.37,-12.05,-61.19,64.00
5.657,14.30,-12.03,-61.56,64.33
5.677,14.15,-11.91,-61.51,64.23
5.703,13.84,-12.09,-61.25,63.94
5.732,13.75,-12.02,-61.76,64.40
5.735,14.15,-12.03,-61.50,64.25
5.753,14.23,-12.01,-61.18,63.95
5.773,13.95,-11.98,-61.68,64.36
5.791,13.90,-11.91,-62.28,64.92
5.813,13.32,-12.00,-61.64,64.19
5.830,13.43,-11.81,-62.03,64.56
5.850,13.79,-11.98,-61.21,63.87
5.871,14.27,-12.08,-61.27,64.06
5.888,13.93,-12.05,-61.26,63.97
5.924,14.00,-11.91,-61.55,64.24
5.930,13.92,-11.97,-61.35,64.04
5.950,13.87,-12.00,-61.40,64.08
5.964,13.82,-12.23,-61.51,64.22
5.994,13.59,-12.09,-61.28,63.92
6.010,13.79,-11.87,-61.77,64.39
6.021,13.69,-11.79,-61.77,64.36
6.042,13.84,-11.94,-61.86,64.50
6.062,13.97,-11.89,-61.36,64.04
6.079,13.53,-12.01,-61.47,64.07
6.099,13.89,-12.06,-61.16,63.87
6.122,13.74,-12.06,-61.24,63.91
6.137,13.71,-12.19,-61.05,63.74
6.157,14.27,-11.93,-61.24,64.00
6.176,14.01,-12.00,-61.45,64.16
6.212,13.78,-12.01,-61.30,63.96
6.216,13.82,-11.77,-61.36,63.99
6.235,13.73,-12.13,-61.33,64.01
6.253,13.93,-12.05,-61.21,63.92
6.275,13.97,-12.08,-60.75,63.49
6.312,13.70,-12.07,-61.10,63.77
6.313,13.76,-11.84,-61.49,64.12
6.341,13.78,-11.86,-61.31,63.94
6.350,13.89,-11.99,-61.07,63.77
6.371,13.80,-11.91,-61.07,63.73
6.408,14.18,-12.05,-61.18,63.95
6.409,13.89,-12.06,-61.11,63.82
6.434,13.93,-12.01,-61.26,63.96
6.446,13.97,-11.85,-61.36,64.04
6.466,14.11,-11.85,-61.37,64.08
6.486,13.89,-12.05,-61.21,63.91
6.533,14.04,-11.91,-61.04,63.76
6.534,14.10,-11.92,-60.86,63.60
6.554,14.23,-11.89,-61.79,64.52
6.560,14.00,-11.91,-61.59,64.28
6.581,13.95,-11.88,-61.55,64.22
6.603,13.98,-11.98,-61.17,63.88
6.619,13.77,-11.85,-61.40,64.03
6.640,13.87,-11.85,-61.36,64.01
6.658,14.29,-12.02,-61.00,63.80
6.675,13.71,-11.92,-60.97,63.62
6.710,14.03,-11.90,-61.18,63.89
6.744,14.07,-11.89,-61.23,63.94
6.746,13.99,-12.06,-61.12,63.85
6.753,13.88,-11.97,-61.31,63.99
6.772,13.97,-11.97,-61.36,64.05
6.795,14.29,-12.10,-61.04,63.85
6.820,13.87,-11.89,-61.36,64.02
6.828,13.75,-11.83,-61.72,64.33
6.850,14.07,-11.93,-61.32,64.03
6.871,14.03,-11.97,-61.27,63.98
6.889,13.96,-11.92,-60.85,63.56
6.927,13.96,-11.89,-61.41,64.09
6.929,14.18,-11.87,-61.05,63.79
6.964,14.01,-11.81,-61.42,64.09
6.970,14.02,-12.08,-61.35,64.08
6.985,14.20,-11.91,-61.51,64.24
7.020,14.27,-11.77,-61.25,63.98
7.023,13.94,-11.94,-61.13,63.82
7.043,13.51,-11.92,-61.05,63.66
7.062,14.10,-11.99,-60.95,63.69
7.080,14.12,-11.97,-61.32,64.05
7.116,14.36,-11.92,-61.29,64.07
7.145,13.92,-11.85,-61.32,63.98
7.148,13.95,-11.95,-60.99,63.69
7.157,14.07,-11.78,-61.24,63.93
7.177,13.99,-12.02,-61.12,63.84
7.196,14.11,-11.77,-60.68,63.41
7.237,13.83,-11.90,-61.22,63.88
7.240,14.16,-11.77,-61.34,64.04
7.267,13.72,-11.70,-61.36,63.96
7.271,13.99,-11.83,-61.09,63.78
7.291,14.10,-11.80,-60.91,63.63
7.315,13.92,-11.93,-61.36,64.04
7.343,13.83,-11.81,-61.31,63.95
7.349,14.07,-11.85,-61.33,64.02
7.367,14.40,-11.91,-61.48,64.26
7.388,13.78,-11.78,-61.31,63.94
7.406,13.68,-11.78,-61.26,63.87
7.437,13.78,-11.90,-61.26,63.91
7.448,14.02,-11.85,-61.27,63.97
7.463,13.93,-11.90,-61.17,63.86
7.483,14.15,-11.91,-61.51,64.23
7.517,14.16,-11.77,-61.38,64.08
7.522,14.08,-11.74,-61.19,63.88
7.543,14.17,-11.78,-61.24,63.96
7.562,14.08,-11.82,-61.19,63.89
7.579,13.89,-11.83,-61.08,63.75
7.599,14.19,-11.90,-61.05,63.80
7.635,14.18,-11.79,-61.06,63.78
7.640,14.24,-11.95,-60.96,63.73
7.664,13.81,-11.88,-60.89,63.56
7.676,13.96,-11.65,-60.82,63.48
7.709,14.23,-11.82,-61.06,63.80
7.716,14.06,-11.69,-61.34,64.00
7.745,13.82,-11.65,-61.42,64.02
7.754,14.09,-11.63,-61.62,64.27
7.772,14.05,-11.41,-61.49,64.10
7.791,13.88,-11.63,-61.19,63.81
7.815,14.08,-11.47,-61.12,63.76
7.836,13.77,-11.54,-61.38,63.95
7.853,13.92,-11.70,-60.68,63.34
7.870,14.07,-11.54,-61.30,63.94
7.890,14.01,-11.53,-61.39,64.01
7.921,14.08,-11.47,-61.07,63.72
7.926,13.85,-11.52,-60.96,63.57
7.947,14.10,-11.57,-60.79,63.47
7.967,14.21,-11.50,-60.66,63.36
7.985,14.17,-11.43,-60.53,63.21
8.024,14.00,-11.53,-60.88,63.52
8.025,14.40,-11.50,-60.68,63.41
8.053,14.08,-11.13,-61.01,63.59
8.060,13.76,-11.30,-60.79,63.34
8.080,14.00,-11.34,-60.80,63.41
8.100,13.98,-11.32,-60.48,63.09
8.119,14.01,-11.23,-60.62,63.23
8.153,13.86,-11.38,-60.74,63.34
8.163,13.72,-11.39,-60.73,63.30
8.175,13.14,-11.36,-60.66,63.09
8.194,12.99,-11.52,-60.73,63.16
8.219,12.72,-11.50,-61.08,63.45
8.233,12.56,-11.76,-60.69,63.08
8.253,12.62,-12.08,-60.57,63.04
8.273,12.17,-12.62,-60.83,63.31
8.294,12.50,-12.75,-61.07,63.63
8.322,11.93,-13.39,-61.00,63.58
8.330,12.41,-13.76,-61.18,63.93
8.352,13.00,-13.95,-61.11,64.02
8.368,12.93,-14.13,-60.82,63.76
8.386,13.49,-14.10,-61.04,64.08
8.417,13.84,-13.98,-61.58,64.64
8.425,14.20,-13.91,-61.33,64.47
8.446,14.04,-13.87,-60.86,63.98
8.464,14.09,-13.76,-60.08,63.23
8.487,14.29,-13.73,-59.35,62.57
8.506,14.07,-13.64,-58.98,62.15
8.535,13.46,-13.78,-58.74,61.82
8.543,13.12,-14.09,-58.89,61.95
8.560,12.97,-14.36,-59.00,62.09
8.579,12.95,-14.77,-59.29,62.46
8.598,12.67,-14.93,-59.22,62.37
8.622,12.56,-15.16,-59.43,62.60
8.642,12.43,-14.98,-59.16,62.28
8.658,12.38,-15.14,-59.19,62.33
8.675,12.45,-15.19,-59.60,62.76
8.694,12.45,-15.42,-59.68,62.88
8.727,12.17,-15.62,-59.60,62.80
8.743,12.22,-15.66,-60.21,63.40
8.752,12.21,-15.53,-61.00,64.12
8.770,12.45,-15.65,-59.66,62.93
8.792,12.34,-15.52,-60.45,63.62
8.827,12.08,-15.67,-60.71,63.85
8.829,11.77,-15.81,-61.00,64.11
8.853,11.40,-16.17,-61.51,64.61
8.867,11.00,-16.56,-61.74,64.86
8.888,11.26,-16.99,-62.23,65.48
8.908,12.22,-17.50,-62.53,66.07
8.938,12.51,-18.10,-63.34,67.05
8.944,13.40,-18.06,-64.36,68.18
8.964,14.01,-17.88,-63.95,67.86
8.983,14.81,-17.77,-63.64,67.71
9.003,15.82,-17.32,-63.68,67.86
9.029,16.57,-16.87,-63.25,67.52
9.043,16.65,-16.16,-63.35,67.46
9.061,16.96,-15.71,-63.03,67.13
9.079,17.44,-15.01,-62.83,66.91
9.097,16.78,-14.53,-62.59,66.41
9.124,17.04,-14.08,-62.18,65.99
9.136,16.47,-13.56,-62.55,66.09
9.155,16.55,-13.43,-62.19,65.74
9.178,16.35,-13.09,-61.47,64.94
9.195,16.46,-12.94,-61.95,65.39
9.227,16.22,-12.71,-61.95,65.28
9.235,15.80,-12.46,-61.62,64.82
9.265,15.75,-12.46,-61.66,64.85
9.275,15.73,-12.37,-61.94,65.09
9.292,15.41,-12.31,-61.65,64.73
9.326,15.69,-12.11,-61.68,64.79
9.332,15.31,-12.20,-61.65,64.68
9.349,15.01,-12.00,-61.79,64.71
9.368,15.16,-11.89,-61.67,64.60
9.386,14.91,-12.16,-61.17,64.12
9.410,15.19,-11.99,-61.24,64.23
9.428,14.99,-11.87,-61.29,64.20
9.464,14.95,-11.92,-61.23,64.15
9.465,14.82,-11.86,-61.60,64.46
9.492,14.81,-11.73,-61.70,64.53
9.502,14.43,-11.60,-61.55,64.27
9.522,14.44,-11.79,-61.49,64.25
9.544,14.76,-11.84,-61.83,64.66
9.559,14.38,-11.74,-61.67,64.41
9.578,14.90,-11.65,-61.76,64.59
9.598,14.75,-11.64,-61.94,64.72
9.637,14.62,-11.74,-61.69,64.48
9.638,14.25,-11.84,-62.08,64.78
9.662,13.84,-11.55,-61.75,64.33
9.679,14.18,-11.70,-61.76,64.44
9.695,14.47,-11.71,-61.04,63.81
9.714,14.40,-11.76,-61.44,64.19
9.752,14.47,-11.74,-61.73,64.48
9.754,14.53,-11.71,-61.55,64.32
9.775,14.32,-11.66,-61.82,64.52
9.793,14.38,-11.67,-61.59,64.31
9.824,14.24,-11.67,-61.63,64.32
9.835,14.31,-11.80,-61.39,64.13
9.853,14.14,-11.79,-61.61,64.30
9.869,14.38,-11.75,-61.63,64.37
9.888,14.25,-11.80,-61.48,64.20
9.907,14.09,-11.83,-61.61,64.30
9.933,14.25,-11.68,-61.49,64.19
9.971,14.38,-11.63,-61.59,64.31
9.974,14.51,-11.69,-61.27,64.04
9.982,14.22,-11.66,-61.81,64.49
10.002,14.53,-11.63,-62.20,64.93
10.030,14.34,-11.79,-61.62,64.36
10.041,14.12,-11.62,-61.85,64.50
10.061,14.47,-11.66,-61.78,64.51
10.083,14.46,-11.77,-61.31,64.08
10.099,14.17,-11.78,-61.24,63.96
10.135,14.34,-11.71,-61.54,64.26
10.144,14.25,-11.83,-61.52,64.25
10.168,13.97,-11.77,-61.32,63.99
10.176,14.12,-11.66,-61.25,63.93
10.195,14.26,-11.65,-61.30,64.01
10.217,14.59,-11.64,-61.46,64.23
10.235,14.25,-11.64,-61.49,64.18
10.267,14.38,-11.67,-61.68,64.40
10.271,14.42,-11.62,-61.73,64.45
10.298,13.95,-11.60,-61.57,64.18
10.311,14.29,-11.56,-61.59,64.27
10.352,14.55,-11.80,-61.40,64.20
10.355,14.25,-11.83,-61.52,64.25
10.387,14.13,-11.58,-61.81,64.45
10.389,14.41,-11.65,-61.27,64.01
10.405,14.00,-11.60,-61.57,64.20
10.426,13.90,-11.72,-61.56,64.19
10.444,13.89,-11.60,-61.66,64.26
10.464,14.24,-11.56,-61.54,64.22
10.484,14.51,-11.73,-61.27,64.04
10.502,14.23,-11.74,-61.76,64.45
10.545,14.36,-11.73,-61.30,64.05
10.547,14.18,-11.74,-61.71,64.40
10.558,13.94,-11.75,-61.69,64.33
10.579,14.19,-11.67,-61.58,64.26
10.599,14.41,-11.85,-61.30,64.07
10.618,14.21,-11.69,-61.39,64.09
10.655,13.96,-11.73,-61.37,64.03
10.657,14.36,-11.61,-61.27,63.99
10.691,14.05,-11.52,-61.53,64.16
10.693,14.29,-11.68,-61.54,64.24
10.741,14.03,-11.74,-61.79,64.45
10.743,14.06,-11.61,-61.43,64.08
10.769,14.36,-11.69,-61.86,64.58
10.774,14.09,-11.86,-61.70,64.39
10.792,14.43,-11.78,-61.63,64.38
10.811,14.44,-11.79,-61.54,64.30
10.837,14.01,-11.69,-61.43,64.08
10.875,14.30,-11.83,-61.48,64.22
10.876,14.24,-11.68,-61.53,64.23
10.889,13.96,-11.84,-61.50,64.17
10.905,14.06,-11.76,-62.07,64.72
10.936,14.15,-11.76,-61.52,64.21
10.948,14.08,-11.70,-61.80,64.45
10.966,14.16,-11.61,-61.39,64.07
10.988,14.03,-11.66,-61.20,63.86
11.006,14.05,-11.80,-61.51,64.19
11.033,14.38,-11.90,-61.11,63.89
11.041,13.99,-11.87,-61.69,64.36
11.061,13.86,-11.88,-61.50,64.15
11.079,13.91,-11.72,-61.51,64.14
11.098,13.77,-11.61,-61.42,64.00
11.121,14.34,-11.75,-61.53,64.27
11.142,14.07,-11.81,-61.33,64.02
11.171,14.26,-11.73,-61.34,64.06
11.175,14.28,-11.63,-61.72,64.41
11.202,14.40,-11.76,-61.40,64.15
11.213,13.94,-11.63,-61.75,64.36
11.234,14.21,-11.61,-61.35,64.03
11.253,14.24,-11.67,-61.63,64.32
11.276,13.95,-11.72,-61.56,64.20
11.289,13.99,-11.56,-61.62,64.24
11.309,14.31,-11.88,-61.94,64.67
11.338,14.38,-11.74,-61.67,64.41
11.350,13.89,-11.67,-61.79,64.40
11.369,14.23,-11.59,-61.68,64.35
11.386,14.28,-11.78,-61.11,63.85
11.406,14.06,-11.76,-61.47,64.14
11.427,14.07,-11.89,-61.32,64.03
11.463,14.40,-11.76,-61.40,64.15
11.465,14.11,-11.65,-61.34,64.01
11.496,14.13,-11.67,-61.71,64.37
11.502,14.29,-11.90,-61.66,64.40
11.542,13.87,-11.77,-61.41,64.05
11.551,14.21,-11.84,-61.43,64.15
11.571,13.69,-11.67,-62.47,65.01
11.577,13.81,-11.65,-62.11,64.69
11.598,13.64,-11.63,-61.87,64.41
11.617,13.95,-11.60,-61.61,64.23
11.646,13.95,-11.76,-61.60,64.25
11.668,14.06,-11.80,-62.11,64.77
11.674,14.04,-11.59,-61.67,64.30
11.694,14.32,-11.85,-61.80,64.54
11.715,14.23,-11.59,-61.68,64.35
11.746,14.05,-11.65,-61.48,64.13
11.752,14.06,-11.96,-61.50,64.21
11.770,14.00,-11.87,-61.60,64.27
11.789,14.45,-11.83,-61.44,64.22
11.810,14.39,-11.79,-61.58,64.33
11.829,14.28,-11.78,-61.76,64.47
11.862,14.47,-11.70,-61.73,64.47
11.866,14.15,-11.68,-61.48,64.16
11.896,14.12,-11.93,-61.28,64.00
11.906,13.84,-11.79,-61.73,64.35
11.945,14.01,-11.61,-61.43,64.07
11.947,14.24,-11.75,-61.57,64.28
11.970,13.97,-11.58,-61.99,64.59
11.983,14.14,-11.72,-61.57,64.25
12.004,14.28,-11.78,-61.67,64.39
12.023,14.11,-11.76,-61.43,64.11
12.062,14.25,-11.64,-61.49,64.18
12.064,14.60,-11.76,-61.36,64.16
12.092,14.04,-11.67,-61.66,64.31
12.097,14.07,-11.66,-61.89,64.54
12.116,14.27,-11.69,-61.90,64.59
12.146,14.00,-11.72,-61.56,64.21
12.154,13.90,-11.71,-62.30,64.89
12.174,13.88,-11.70,-61.83,64.44
12.194,14.31,-11.88,-61.34,64.10
