time,x,y,z,MF
0.009,12.29,-13.01,-60.72,63.30
0.037,12.32,-13.15,-60.99,63.60
0.059,12.31,-13.07,-61.09,63.67
0.062,12.44,-13.05,-60.68,63.30
0.079,12.12,-12.96,-60.99,63.52
0.100,12.08,-13.00,-60.94,63.47
0.119,12.44,-13.21,-60.67,63.32
0.137,12.03,-13.19,-61.02,63.57
0.165,11.97,-12.99,-61.12,63.62
0.177,12.08,-13.05,-60.84,63.39
0.196,11.80,-13.09,-60.82,63.33
0.216,12.22,-13.11,-60.94,63.52
0.248,12.14,-13.28,-60.78,63.39
0.267,12.12,-13.23,-60.42,63.02
0.277,12.26,-13.22,-61.07,63.68
0.291,12.34,-13.20,-61.36,63.96
0.310,12.18,-13.08,-60.85,63.42
0.330,12.04,-13.05,-60.75,63.29
0.350,12.38,-13.36,-60.79,63.46
0.386,12.28,-13.31,-60.88,63.52
0.403,12.15,-13.10,-60.57,63.15
0.416,12.12,-13.15,-60.98,63.55
0.428,12.31,-12.99,-61.09,63.66
0.460,12.23,-13.19,-60.93,63.53
0.468,12.47,-13.11,-60.91,63.54
0.483,12.03,-13.01,-60.84,63.37
0.503,11.84,-13.05,-60.83,63.33
0.524,12.74,-13.13,-60.51,63.21
0.546,12.34,-13.21,-60.71,63.34
0.562,12.39,-13.29,-60.66,63.32
0.581,12.05,-13.13,-60.70,63.26
0.600,12.23,-13.28,-60.88,63.50
0.619,12.25,-13.40,-60.69,63.35
0.660,12.31,-13.19,-60.43,63.07
0.662,12.22,-13.31,-60.32,62.97
0.677,12.08,-13.28,-60.87,63.47
0.701,12.21,-13.03,-61.04,63.60
0.715,12.06,-13.26,-61.20,63.77
0.737,12.15,-13.33,-60.69,63.31
0.758,12.16,-13.26,-60.56,63.17
0.786,12.43,-13.47,-60.79,63.49
0.792,12.25,-13.29,-60.65,63.29
0.812,12.30,-13.25,-61.21,63.83
0.830,12.11,-13.10,-61.21,63.76
0.849,11.79,-13.17,-60.86,63.38
0.870,11.84,-13.24,-60.95,63.49
0.892,12.21,-13.30,-60.56,63.19
0.912,12.05,-13.29,-60.64,63.24
0.926,12.41,-13.11,-60.44,63.08
0.946,12.47,-13.23,-60.90,63.56
0.975,12.33,-13.28,-60.84,63.48
0.985,12.22,-13.15,-60.98,63.57
1.006,12.09,-13.24,-60.78,63.38
1.027,12.34,-13.21,-60.71,63.34
1.043,12.30,-13.29,-60.56,63.21
1.062,12.30,-13.37,-60.56,63.22
1.085,12.33,-13.12,-60.81,63.42
1.106,11.91,-13.22,-60.59,63.15
1.118,11.91,-13.18,-60.59,63.14
1.139,12.12,-13.30,-60.46,63.08
1.162,12.31,-13.30,-60.42,63.08
1.192,12.06,-13.19,-60.51,63.09
1.197,12.30,-13.29,-60.66,63.30
1.215,12.29,-13.21,-60.71,63.33
1.235,12.33,-13.39,-60.88,63.54
1.256,12.25,-13.25,-60.61,63.24
1.276,12.39,-13.28,-60.75,63.41
1.296,12.14,-13.13,-60.80,63.37
1.313,12.12,-13.00,-60.29,62.86
1.331,12.44,-13.28,-60.71,63.38
1.350,12.32,-13.27,-60.94,63.57
1.380,12.34,-13.20,-60.76,63.39
1.387,12.17,-13.23,-60.98,63.57
1.409,12.39,-13.20,-60.71,63.35
1.431,12.47,-13.31,-60.29,62.99
1.447,12.36,-13.07,-60.40,63.02
1.478,12.48,-13.27,-60.85,63.52
1.486,12.34,-13.28,-60.70,63.35
1.507,12.19,-13.25,-60.70,63.31
1.527,12.35,-13.10,-60.49,63.11
1.544,12.17,-13.38,-60.46,63.10
1.567,12.50,-13.22,-60.44,63.12
1.591,12.36,-13.26,-60.48,63.13
1.600,12.21,-13.18,-61.12,63.71
1.621,12.33,-13.16,-60.85,63.47
1.641,12.20,-13.22,-60.61,63.22
1.659,12.22,-13.27,-60.42,63.05
1.695,12.36,-13.23,-60.39,63.04
1.698,12.30,-13.29,-60.61,63.26
1.715,12.26,-13.07,-61.04,63.61
1.733,12.39,-13.36,-60.70,63.38
1.754,12.24,-13.32,-60.74,63.38
1.783,12.39,-13.32,-60.70,63.37
1.790,11.93,-13.12,-61.02,63.54
1.812,11.72,-13.11,-61.24,63.71
1.829,11.82,-13.03,-60.51,63.01
1.851,12.07,-13.19,-61.06,63.63
1.877,12.01,-13.14,-61.20,63.74
1.888,11.74,-13.13,-60.86,63.36
1.906,11.80,-13.29,-60.76,63.31
1.927,12.09,-13.17,-60.74,63.32
1.947,12.05,-13.21,-60.74,63.31
1.970,12.25,-13.10,-60.53,63.13
1.985,11.84,-13.24,-60.95,63.49
2.003,12.21,-13.30,-61.11,63.72
2.023,11.91,-12.87,-61.17,63.64
2.043,12.12,-13.23,-61.02,63.60
2.063,12.00,-13.21,-60.73,63.30
2.081,11.90,-13.29,-60.72,63.29
2.101,12.08,-13.23,-60.97,63.55
2.120,12.06,-13.33,-60.64,63.25
2.139,12.16,-13.37,-60.59,63.23
2.158,12.14,-13.24,-60.79,63.39
2.181,12.16,-13.33,-60.60,63.23
2.195,11.76,-13.29,-60.71,63.26
2.219,12.28,-13.12,-60.80,63.41
2.240,12.32,-13.23,-60.29,62.94
2.255,12.11,-13.14,-60.56,63.14
2.272,12.27,-13.19,-60.98,63.59
2.292,11.84,-13.28,-60.86,63.41
2.312,12.14,-13.17,-60.75,63.33
2.336,12.40,-13.33,-60.52,63.20
2.350,12.01,-13.30,-60.54,63.14
2.371,12.16,-13.34,-60.55,63.18
2.396,12.10,-13.37,-60.68,63.31
2.408,12.27,-13.31,-60.98,63.61
2.430,12.07,-13.34,-60.45,63.07
2.447,12.25,-13.10,-60.57,63.17
2.466,12.20,-13.29,-60.69,63.32
