time,x,y,z,MF
0.015,13.10,-11.84,-59.97,62.52
0.031,13.20,-12.06,-60.05,62.66
0.050,13.38,-11.70,-60.14,62.71
0.068,12.97,-11.93,-59.77,62.32
0.089,12.94,-12.06,-59.53,62.10
0.107,13.26,-11.93,-59.74,62.35
0.125,13.33,-11.94,-59.52,62.15
0.144,13.54,-11.90,-59.99,62.64
0.175,13.30,-12.07,-59.92,62.56
0.192,13.46,-11.96,-60.45,63.07
0.204,12.95,-11.83,-60.10,62.61
0.222,12.97,-12.12,-59.85,62.43
0.260,13.43,-11.90,-60.08,62.70
0.262,13.16,-11.96,-59.87,62.46
0.279,13.20,-11.88,-59.88,62.46
0.297,13.35,-11.95,-59.89,62.51
0.318,13.21,-11.84,-59.84,62.41
0.337,12.91,-11.96,-59.95,62.48
0.355,13.12,-11.93,-59.69,62.27
0.378,13.11,-11.92,-59.83,62.40
0.395,12.82,-11.89,-59.91,62.40
0.411,12.67,-11.69,-61.21,63.59
0.430,13.41,-11.69,-60.37,62.94
0.458,13.05,-11.87,-60.01,62.55
0.470,13.00,-11.95,-60.05,62.59
0.497,13.41,-12.08,-59.79,62.45
0.513,13.52,-12.09,-59.56,62.26
0.529,13.38,-12.02,-59.51,62.17
0.549,13.13,-12.20,-59.72,62.35
0.575,13.34,-12.10,-60.11,62.75
0.586,13.34,-12.03,-59.37,62.03
0.606,13.25,-12.03,-60.01,62.62
0.625,13.24,-11.90,-60.12,62.70
0.646,13.63,-12.14,-59.38,62.12
0.664,13.27,-12.12,-59.68,62.33
0.692,13.53,-12.17,-60.07,62.76
0.702,13.21,-12.19,-59.91,62.55
0.722,13.20,-12.10,-60.05,62.66
0.742,13.32,-12.16,-59.68,62.35
0.778,13.38,-12.21,-59.59,62.28
0.779,13.37,-12.09,-59.65,62.31
0.812,13.37,-12.01,-59.61,62.26
0.818,13.31,-12.12,-59.78,62.43
0.847,13.39,-12.02,-60.02,62.66
0.857,13.22,-12.01,-59.74,62.35
0.884,13.19,-12.22,-59.49,62.15
0.894,13.22,-11.97,-59.65,62.26
0.915,13.29,-11.98,-60.07,62.68
0.936,13.47,-11.97,-59.57,62.23
0.952,13.50,-12.03,-59.84,62.52
0.987,13.55,-12.07,-59.84,62.53
0.991,13.12,-12.00,-59.78,62.36
1.012,13.18,-11.94,-59.55,62.15
1.028,13.16,-12.08,-59.26,61.90
1.069,13.24,-12.06,-59.50,62.14
1.071,13.37,-12.01,-59.61,62.26
1.102,13.21,-12.23,-59.86,62.51
1.106,13.37,-12.20,-59.64,62.33
1.126,13.53,-11.94,-60.04,62.69
1.144,13.23,-12.09,-59.64,62.27
1.165,13.25,-11.99,-59.97,62.58
1.190,13.31,-12.04,-59.74,62.38
1.202,12.92,-12.00,-59.90,62.44
1.220,13.55,-11.95,-60.55,63.18
1.240,12.92,-12.04,-59.85,62.41
1.270,12.88,-12.13,-59.71,62.27
1.278,13.34,-11.98,-60.07,62.69
1.304,13.37,-11.93,-59.61,62.25
1.325,13.42,-12.09,-59.60,62.28
1.337,13.35,-12.07,-59.88,62.53
1.357,13.87,-12.05,-60.14,62.88
1.388,13.46,-11.96,-59.71,62.36
1.418,13.28,-12.21,-59.63,62.30
1.421,13.52,-12.17,-59.56,62.27
1.438,13.35,-12.38,-59.35,62.08
1.458,13.27,-12.36,-59.71,62.41
1.482,13.37,-12.16,-59.69,62.36
1.490,13.24,-12.22,-60.09,62.74
1.510,13.08,-12.36,-59.66,62.31
1.533,13.05,-12.26,-59.48,62.11
1.549,13.55,-12.42,-59.31,62.09
1.589,13.23,-12.40,-59.71,62.40
1.591,13.48,-12.40,-59.54,62.29
1.623,13.31,-12.27,-59.91,62.58
1.626,13.49,-12.26,-60.01,62.72
1.644,13.61,-12.31,-59.78,62.54
1.665,13.26,-12.27,-59.81,62.48
1.686,13.28,-12.40,-59.62,62.33
1.706,13.43,-12.40,-59.63,62.37
1.722,13.46,-12.47,-59.76,62.52
1.742,13.37,-12.55,-59.75,62.50
1.758,13.56,-12.38,-59.82,62.58
1.782,13.31,-12.19,-59.82,62.49
1.798,13.22,-12.28,-59.76,62.43
1.821,13.17,-12.16,-59.77,62.40
1.837,13.42,-12.28,-59.64,62.35
1.856,13.11,-12.23,-59.85,62.48
1.885,13.06,-12.23,-59.99,62.60
1.909,13.24,-12.25,-60.14,62.78
1.925,13.37,-12.43,-59.72,62.44
1.941,13.50,-12.38,-59.86,62.61
1.965,13.35,-12.33,-60.04,62.73
1.989,13.37,-12.24,-59.73,62.42
1.999,12.89,-12.25,-60.30,62.87
2.009,13.31,-12.27,-59.91,62.58
2.028,13.17,-12.36,-59.75,62.42
2.047,12.98,-12.36,-59.74,62.37
2.074,13.13,-12.28,-59.71,62.36
2.107,13.29,-12.14,-60.10,62.74
2.111,13.59,-12.33,-59.41,62.18
2.129,13.56,-12.23,-59.74,62.47
2.144,13.51,-12.23,-60.43,63.12
