time,x,y,z,MF
0.005,13.09,-12.37,-58.87,61.56
0.015,13.22,-12.28,-58.47,61.19
0.033,12.82,-12.40,-58.62,61.27
0.053,13.02,-12.39,-58.58,61.28
0.078,13.22,-12.36,-58.51,61.24
0.092,13.08,-12.68,-58.43,61.20
0.111,13.26,-12.51,-58.54,61.32
0.130,13.05,-12.53,-58.85,61.57
0.149,12.97,-12.55,-58.66,61.38
0.171,12.80,-12.57,-58.28,60.98
0.188,13.18,-12.36,-58.41,61.14
0.208,13.30,-12.54,-58.13,60.93
0.239,13.20,-12.50,-58.17,60.95
0.247,13.17,-12.36,-58.55,61.27
0.278,13.11,-12.27,-58.65,61.33
0.299,13.13,-12.44,-58.45,61.18
0.310,13.02,-12.52,-58.53,61.25
0.323,12.85,-12.46,-58.29,60.98
0.357,13.24,-12.56,-58.31,61.10
0.366,13.28,-12.37,-58.33,61.08
0.385,13.08,-12.52,-58.44,61.18
0.400,12.98,-12.52,-58.53,61.24
0.420,12.95,-12.46,-58.16,60.87
0.444,13.05,-12.34,-58.17,60.88
0.459,13.05,-12.46,-58.17,60.90
0.476,13.19,-12.49,-58.22,60.99
0.512,13.45,-12.46,-58.05,60.88
0.519,13.08,-12.52,-58.44,61.18
0.535,13.48,-12.41,-58.24,61.06
0.553,13.12,-12.32,-58.50,61.21
0.578,13.29,-12.57,-58.17,60.98
0.595,13.10,-12.34,-58.18,60.90
0.613,13.31,-12.55,-57.99,60.81
0.645,13.23,-12.45,-58.32,61.08
0.650,13.27,-12.55,-58.54,61.33
0.677,13.01,-12.23,-58.69,61.34
0.688,12.60,-12.38,-58.98,61.57
0.711,12.82,-12.50,-59.35,61.99
0.730,12.57,-12.23,-59.40,61.94
0.743,12.27,-12.28,-59.43,61.91
0.763,12.45,-11.87,-60.30,62.71
0.782,12.24,-11.98,-60.47,62.84
0.802,12.08,-11.85,-59.96,62.30
0.821,11.67,-12.04,-59.64,61.95
0.840,11.37,-11.92,-59.82,62.04
0.860,11.81,-12.18,-59.82,62.18
0.880,12.09,-12.09,-59.29,61.71
0.900,12.69,-12.25,-59.04,61.62
0.918,12.51,-12.31,-59.49,62.02
0.939,12.89,-12.45,-58.34,61.03
0.968,13.00,-12.50,-58.21,60.94
