time,x,y,z,MF
0.002,-7.77,-14.85,-71.10,73.05
0.017,-7.07,-16.24,-73.14,75.26
0.038,-9.86,-14.15,-71.78,73.83
0.059,-7.77,-15.54,-71.78,73.86
0.078,-8.46,-15.54,-73.14,75.26
0.098,-7.77,-14.85,-72.46,74.38
0.118,-9.16,-15.54,-71.78,74.02
0.138,-9.16,-14.15,-73.82,75.72
0.159,-7.77,-14.15,-72.46,74.24
0.180,-9.16,-15.54,-72.46,74.68
0.199,-7.77,-14.15,-71.78,73.58
0.220,-8.46,-14.85,-71.78,73.79
0.240,-9.16,-14.85,-73.14,75.20
0.259,-7.77,-15.54,-73.14,75.18
0.288,-9.16,-15.54,-71.78,74.02
0.300,-7.77,-15.54,-73.14,75.18
0.319,-8.46,-15.54,-72.46,74.59
0.339,-8.46,-15.54,-73.14,75.26
0.359,-9.86,-14.85,-72.46,74.62
0.380,-9.16,-14.15,-71.78,73.74
0.416,-9.16,-15.54,-72.46,74.68
0.420,-8.46,-14.15,-73.82,75.64
0.440,-9.86,-15.54,-72.46,74.77
0.461,-9.16,-15.54,-72.46,74.68
0.480,-9.16,-14.85,-72.46,74.53
0.502,-9.16,-14.85,-73.14,75.20
0.521,-9.86,-16.94,-72.46,75.07
0.542,-9.16,-14.85,-72.46,74.53
0.570,-6.37,-13.45,-71.78,73.31
0.582,-9.16,-15.54,-72.46,74.68
0.602,-9.86,-15.54,-73.82,76.08
0.622,-7.77,-14.85,-73.14,75.04
0.642,-7.77,-15.54,-73.14,75.18
0.662,-9.86,-14.15,-73.14,75.15
0.690,-9.16,-14.85,-73.14,75.20
0.704,-9.86,-15.54,-71.78,74.11
0.722,-9.16,-14.85,-72.46,74.53
0.744,-7.07,-15.54,-72.46,74.45
0.769,-8.46,-14.85,-72.46,74.45
0.783,-9.16,-14.85,-71.78,73.87
0.804,-8.46,-15.54,-73.14,75.26
0.832,-8.46,-14.85,-71.78,73.79
0.843,-8.46,-16.24,-71.78,74.08
0.863,-7.77,-14.85,-73.14,75.04
0.884,-8.46,-15.54,-72.46,74.59
0.905,-7.77,-16.24,-72.46,74.67
0.923,-9.16,-15.54,-72.46,74.68
0.947,-8.46,-14.85,-73.82,75.78
0.964,-9.16,-16.24,-73.82,76.14
0.987,-7.77,-13.45,-72.46,74.11
1.006,-8.46,-14.15,-72.46,74.32
1.025,-8.46,-16.24,-71.78,74.08
1.046,-8.46,-16.24,-72.46,74.74
1.064,-7.07,-14.85,-71.78,73.64
1.084,-8.46,-15.54,-72.46,74.59
1.106,-7.77,-16.24,-71.78,74.01
1.125,-9.16,-14.15,-72.46,74.40
1.147,-8.46,-14.15,-71.78,73.65
1.169,-7.77,-15.54,-72.46,74.52
1.186,-8.46,-16.94,-73.14,75.56
1.206,-9.86,-15.54,-72.46,74.77
1.226,-7.07,-14.85,-73.82,75.63
1.248,-8.46,-14.85,-71.78,73.79
1.267,-9.86,-14.85,-72.46,74.62
1.287,-7.77,-16.24,-71.10,73.35
1.308,-7.77,-15.54,-71.78,73.86
1.332,-8.46,-14.15,-73.14,74.98
1.349,-9.16,-15.54,-73.82,76.00
1.376,-9.16,-16.24,-72.46,74.82
1.391,-7.77,-14.15,-72.46,74.24
1.408,-8.46,-15.54,-73.14,75.26
1.428,-7.77,-15.54,-72.46,74.52
1.450,-7.77,-14.85,-71.78,73.71
1.470,-9.16,-14.85,-72.46,74.53
1.489,-9.16,-15.54,-74.50,76.66
1.511,-9.86,-14.15,-73.14,75.15
1.528,-8.46,-15.54,-71.10,73.27
1.548,-9.86,-15.54,-73.14,75.42
1.572,-8.46,-16.24,-73.14,75.40
1.592,-8.46,-14.85,-73.82,75.78
1.611,-9.86,-15.54,-72.46,74.77
1.629,-8.46,-15.54,-73.14,75.26
1.650,-9.16,-16.24,-71.10,73.51
1.669,-8.46,-13.45,-73.14,74.85
1.691,-9.16,-14.85,-72.46,74.53
1.712,-8.46,-14.85,-72.46,74.45
