1,31.019207,25.63370323,-25.40996742,47.59143188
2,24.59291649,15.63933563,-24.45410728,38.04475947
3,26.94098473,8.143559456,-22.14410973,35.81195072
4,32.00786591,4.534482002,-19.03756142,37.51657969
5,39.79356384,3.331456184,-14.81584263,42.59266975
6,45.35477448,3.609077454,-12.34653568,47.14358866
7,49.18583298,6.107669354,-10.03653908,50.56957492
8,48.9386673,7.218154907,-8.443437576,50.18352873
9,50.42165756,7.773397923,-8.443437576,51.71132279
10,51.41031647,9.439125061,-7.328266144,52.78087917
11,51.28673553,8.976423264,-6.770680904,52.50473822
12,53.26405334,9.716747284,-6.770680904,54.56479337
13,53.26405334,10.08690834,-6.133440495,54.55661454
14,53.01689148,10.64215183,-6.292750359,54.43936889
15,53.01689148,10.27198982,-6.133440495,54.35001057
16,52.27539444,10.27198982,-6.133440495,53.62694967
17,52.7697258,11.19739437,-6.133440495,54.29221578
18,52.7697258,11.01231289,-5.496199608,54.18600563
19,53.14047241,10.54961109,-5.257234573,54.43199994
20,53.51121902,10.45707035,-5.81482029,54.83259082
21,52.39897919,10.54961109,-6.213095665,53.81031381
22,53.51121902,10.45707035,-5.974130154,54.84971388
23,52.64614105,10.73469162,-6.53171587,54.12497653
24,52.64614105,10.17944908,-6.053785324,53.96189088
25,52.89330673,10.73469162,-5.257234573,54.22705982
26,53.14047241,11.47501564,-6.372405529,54.73749487
27,52.89330673,11.10485363,-5.735165119,54.34990147
28,53.26405334,10.45707035,-5.974130154,54.60860674
29,53.38763809,10.54961109,-5.735165119,54.72135154
30,53.88196945,10.17944908,-5.735165119,55.13419932
31,53.26405334,11.3824749,-5.81482029,54.77620148
32,53.38763809,11.66009617,-5.257234573,54.89841764
33,53.38763809,10.9197731,-5.575854778,54.77747258
34,53.63480377,10.73469162,-5.416544914,54.96603259
35,52.89330673,10.54961109,-5.416544914,54.20641244
36,53.38763809,10.9197731,-5.735165119,54.79391813
37,53.7583847,11.01231289,-5.974130154,55.19896006
38,53.7583847,11.56755638,-6.133440495,55.32984166
39,54.12913132,11.47501564,-5.257234573,55.58126804
40,53.7583847,10.45707035,-5.81482029,55.07382664
41,52.7697258,11.3824749,-6.133440495,54.33068919
42,54.00555038,10.27198982,-6.292750359,55.33273854
43,53.51121902,11.3824749,-5.496199608,54.98381131
44,53.38763809,11.10485363,-5.894474983,54.84799459
45,53.51121902,10.82723236,-5.974130154,54.92148717
46,53.38763809,9.994368553,-5.575854778,54.60052619
47,52.89330673,10.9197731,-5.575854778,54.29579632
48,53.14047241,10.9197731,-5.894474983,54.57010251
49,54.12913132,11.10485363,-5.735165119,55.55333249
50,51.90464783,10.9197731,-5.894474983,53.36739404
51,53.63480377,11.10485363,-6.053785324,55.10588232
52,53.38763809,11.10485363,-6.372405529,54.90141371
53,54.00555038,10.08690834,-5.496199608,55.21370665
54,54.00555038,11.56755638,-6.4520607,55.60608707
55,52.7697258,11.3824749,-5.655509949,54.27881252
56,52.89330673,10.73469162,-6.691025734,54.38478948
57,53.01689148,11.75263691,-5.81482029,54.61435152
58,54.00555038,11.75263691,-5.496199608,55.54216557
59,54.74704361,10.82723236,-5.496199608,56.07741038
60,53.7583847,11.01231289,-6.292750359,55.23435224
61,53.38763809,11.10485363,-5.575854778,54.81466803
62,53.01689148,11.19739437,-6.133440495,54.53248129
63,53.51121902,10.45707035,-5.655509949,54.81592537
64,52.7697258,10.82723236,-5.655509949,54.16509683
65,53.51121902,10.82723236,-6.133440495,54.93904453
66,54.99420929,11.01231289,-6.133440495,56.42032597
67,53.63480377,11.10485363,-5.894474983,55.08860849
68,53.14047241,10.73469162,-5.735165119,54.51637856
69,53.01689148,11.56755638,-5.336889744,54.5259712
70,53.63480377,11.10485363,-5.416544914,55.03952133
71,53.14047241,11.10485363,-5.416544914,54.55791914
72,53.26405334,11.19739437,-5.974130154,54.75519382
73,53.63480377,10.73469162,-5.575854778,54.9819601
74,53.01689148,10.82723236,-4.699648857,54.31488233
75,54.376297,11.10485363,-6.372405529,55.8632885
76,54.12913132,11.47501564,-5.894474983,55.64515861
77,54.12913132,10.9197731,-5.735165119,55.51663193
78,53.51121902,11.19739437,-5.655509949,54.96195952
79,53.26405334,11.01231289,-5.655509949,54.68377462
80,54.49988174,11.01231289,-6.133440495,55.93860239
81,53.51121902,10.82723236,-5.655509949,54.88774284
82,53.14047241,11.66009617,-5.575854778,54.68964991
83,53.26405334,11.01231289,-5.974130154,54.71764473
84,54.49988174,11.01231289,-6.133440495,55.93860239
85,53.63480377,11.47501564,-6.213095665,55.19937243
86,52.64614105,11.10485363,-5.575854778,54.09273609
87,53.38763809,11.10485363,-6.213095665,54.88315072
88,52.89330673,10.54961109,-6.213095665,54.29179265
89,53.63480377,11.28993416,-5.735165119,55.10940852
