t,x,y,z,mf
0.1960000000,28.1943798065,14.0708341599,7.3282661438,32.35
0.2060000000,29.1871395111,13.4394502640,6.9299907684,32.87
0.2160000000,28.1943798065,14.2512292862,6.2130956650,32.20
0.2250000000,28.7900371552,12.8982639313,6.4520606995,32.20
0.2350000000,27.7972755432,13.7100429535,7.1689558029,31.81
0.2450000000,28.7900371552,14.3414268494,6.2927503586,32.77
0.2550000000,27.7972755432,13.1688575745,6.6910257339,31.48
0.2650000000,29.5842437744,13.8002405167,6.4520606995,33.28
0.2750000000,28.3929328918,13.9806365967,6.2927503586,32.27
0.2840000000,28.1943798065,14.0708341599,6.5317158699,32.18
0.2940000000,28.3929328918,13.4394502640,6.6113710403,32.10
0.3040000000,28.9885883331,13.3492527008,7.0096459389,32.68
0.3140000000,29.1871395111,13.9806365967,6.2927503586,32.97
0.3240000000,28.5914840698,13.7100429535,7.0096459389,32.47
0.3340000000,28.5914840698,13.5296478271,7.0096459389,32.40
0.3440000000,28.7900371552,13.4394502640,6.4520606995,32.42
0.3530000000,28.7900371552,13.4394502640,6.6113710403,32.45
0.3630000000,28.9885883331,13.1688575745,5.8944749832,32.38
0.3730000000,28.1943798065,13.7100429535,6.8503355980,32.09
0.3830000000,28.9885883331,13.3492527008,6.3724055290,32.54
0.3930000000,28.7900371552,13.4394502640,6.1334404945,32.36
0.4020000000,28.5914840698,13.7100429535,6.8503355980,32.44
0.4120000000,29.9813480377,13.0786600113,6.9299907684,33.44
0.4220000000,28.5914840698,13.8904380798,6.5317158699,32.45
0.4320000000,28.5914840698,14.0708341599,6.6910257339,32.56
0.4420000000,27.5987243652,13.9806365967,5.8148202896,31.48
0.4520000000,29.5842437744,13.6198453903,6.2927503586,33.17
0.4620000000,28.5914840698,14.0708341599,6.3724055290,32.50
0.4710000000,28.7900371552,13.4394502640,6.2927503586,32.39
0.4810000000,29.1871395111,13.8002405167,6.2927503586,32.89
0.4910000000,28.9885883331,13.5296478271,6.3724055290,32.62
0.5010000000,29.3856925964,13.5296478271,7.1689558029,33.14
0.5110000000,30.7755565643,13.9806365967,6.6113710403,34.44
0.5210000000,28.3929328918,13.4394502640,6.4520606995,32.07
0.5310000000,29.3856925964,13.5296478271,6.5317158699,33.00
0.5400000000,28.7900371552,13.8002405167,6.2927503586,32.54
0.5500000000,27.7972755432,13.7100429535,6.3724055290,31.64
0.5600000000,27.5987243652,14.1610317230,6.4520606995,31.68
0.5700000000,27.9958286285,13.8002405167,6.6113710403,31.90
0.5800000000,28.7900371552,13.6198453903,6.4520606995,32.50
0.5890000000,29.1871395111,13.4394502640,6.9299907684,32.87
0.6000000000,29.1871395111,13.6198453903,6.7706809044,32.91
0.6090000000,28.7900371552,13.2590551376,6.1334404945,32.28
0.6190000000,28.1943798065,13.7100429535,6.6910257339,32.06
0.6290000000,28.1943798065,13.7100429535,7.0096459389,32.13
0.6390000000,29.1871395111,13.6198453903,5.9741301537,32.76
0.6490000000,27.7972755432,13.5296478271,6.0537853241,31.50
0.6580000000,27.5987243652,13.9806365967,6.1334404945,31.54
0.6680000000,28.7900371552,13.4394502640,6.2927503586,32.39
0.6780000000,28.9885883331,14.2512292862,6.8503355980,33.02
0.6880000000,27.2016201019,13.6198453903,6.4520606995,31.10
0.6980000000,29.1871395111,13.6198453903,6.6113710403,32.88
0.7080000000,30.3784523010,13.6198453903,6.4520606995,33.91
0.7180000000,28.3929328918,13.6198453903,6.7706809044,32.21
0.7270000000,29.1871395111,13.0786600113,6.6113710403,32.66
0.7370000000,29.5842437744,14.5218219757,7.0893011093,33.71
0.7470000000,27.2016201019,14.1610317230,6.1334404945,31.27
0.7570000000,29.5842437744,13.8002405167,6.4520606995,33.28
0.7670000000,27.9958286285,13.9806365967,6.7706809044,32.02
0.7770000000,28.7900371552,13.6198453903,6.4520606995,32.50
0.7860000000,29.1871395111,13.8002405167,6.7706809044,32.99
0.7960000000,28.1943798065,13.7100429535,6.5317158699,32.02
0.8060000000,29.3856925964,13.8904380798,7.0096459389,33.25
0.8160000000,27.7972755432,13.7100429535,6.0537853241,31.58
0.8260000000,28.5914840698,13.7100429535,6.5317158699,32.37
0.8360000000,27.7972755432,13.5296478271,6.5317158699,31.60
0.8460000000,29.3856925964,13.7100429535,6.6910257339,33.11
0.8550000000,28.9885883331,13.8904380798,6.5317158699,32.80
0.8650000000,27.5987243652,13.9806365967,6.6113710403,31.64
0.8750000000,27.5987243652,13.9806365967,6.7706809044,31.67
0.8850000000,28.1943798065,14.2512292862,6.6910257339,32.29
0.8950000000,29.1871395111,14.1610317230,6.7706809044,33.14
0.9050000000,28.7900371552,13.4394502640,6.7706809044,32.49
0.9140000000,28.7900371552,13.2590551376,6.7706809044,32.41
0.9240000000,29.3856925964,13.8904380798,6.5317158699,33.15
0.9340000000,28.7900371552,13.0786600113,5.8148202896,32.15
0.9440000000,29.1871395111,13.2590551376,6.2927503586,32.67
0.9540000000,27.4001731873,14.0708341599,6.8503355980,31.55
0.9640000000,28.5914840698,13.3492527008,6.3724055290,32.19
0.9730000000,28.7900371552,13.6198453903,6.9299907684,32.59
0.9840000000,28.1943798065,13.7100429535,6.2130956650,31.96
