48077,-6.0059,23.4863,-49.2676,54.91
48088,-5.9082,23.4863,-48.7793,54.46
48099,-6.2500,23.5352,-49.0234,54.74
48110,-6.2500,23.5352,-49.0234,54.74
48120,-6.2500,23.1934,-48.3887,54.02
48131,-5.9082,23.7793,-48.3887,54.24
48142,-5.8594,23.4375,-48.5352,54.22
48153,-6.3477,23.3887,-48.0469,53.81
48164,-6.4453,23.3398,-48.2910,54.02
48175,-5.9570,23.2422,-48.6328,54.23
48186,-5.9570,23.5352,-48.1445,53.92
48197,-6.2988,23.5352,-48.1445,53.96
48207,-5.9570,23.2422,-48.5352,54.14
48218,-6.5430,23.9258,-48.6816,54.64
48229,-6.0547,23.1934,-49.0723,54.61
48240,-6.2500,23.4375,-49.4141,55.05
48251,-5.9570,23.3887,-49.1699,54.77
48262,-6.3477,23.7305,-48.9746,54.79
48273,-6.3477,23.7793,-48.3887,54.29
48284,-5.8594,23.7793,-48.3887,54.23
48294,-6.0547,24.0234,-48.4863,54.45
48305,-6.2988,23.3398,-48.8281,54.48
48316,-5.9082,23.9258,-48.0957,54.04
48327,-6.0059,24.1211,-48.1445,54.18
48338,-5.6152,23.7305,-49.0723,54.80
48349,-5.7129,23.4863,-48.6328,54.31
48360,-5.7129,23.2422,-48.7793,54.33
48371,-5.7617,23.2422,-48.7793,54.34
48381,-6.1035,23.4375,-49.2676,54.90
48392,-6.0547,23.9258,-49.1699,55.02
48403,-6.1035,23.5352,-49.9512,55.55
48414,-6.3477,23.8770,-48.9258,54.81
48425,-5.9570,23.7305,-49.1211,54.88
48436,-6.0547,23.9746,-49.4141,55.26
48447,-6.0547,23.6816,-49.2676,55.00
48458,-5.9570,23.6816,-49.2676,54.99
48468,-5.6641,23.6816,-49.4141,55.09
48479,-5.8105,23.7793,-49.0723,54.84
48490,-5.7617,23.7305,-49.6094,55.29
48501,-5.4687,23.6328,-49.1211,54.78
48512,-5.5176,23.6816,-49.1699,54.85
48523,-5.9570,23.5352,-49.4629,55.10
48534,-5.9570,23.5352,-48.9258,54.62
48545,-5.8594,23.2422,-48.9258,54.48
48555,-5.8105,23.1934,-49.1211,54.63
48566,-6.0059,23.5840,-49.3164,54.99
48577,-6.0059,23.1934,-49.3164,54.83
48588,-5.6641,23.6328,-49.4629,55.11
48599,-6.2012,23.0469,-48.6328,54.17
48610,-6.1523,23.5840,-48.6328,54.40
48621,-6.1523,23.5840,-49.0723,54.79
48632,-6.0547,23.3398,-49.0723,54.68
48642,-5.9082,22.8027,-48.8281,54.21
48653,-5.8594,23.3887,-48.9746,54.59
48664,-6.0547,23.2910,-48.7305,54.35
48675,-5.6641,23.5352,-48.7793,54.46
48686,-5.8594,23.0469,-48.8770,54.35
48697,-6.0547,23.2910,-48.7793,54.39
48708,-6.0547,23.2910,-48.7793,54.39
48719,-6.2988,23.6816,-48.7793,54.59
48729,-5.7617,23.1934,-49.1211,54.63
48740,-6.5430,23.7793,-48.9258,54.79
