time,x,y,z
12483,106,-60,-828
12493,102,-66,-818
12503,102,-62,-824
12512,105,-61,-823
12522,91,-61,-827
12532,99,-57,-821
12542,105,-65,-817
12552,105,-65,-821
12562,98,-64,-826
12572,97,-63,-819
12582,99,-65,-819
12591,99,-61,-819
12601,98,-56,-822
12611,101,-63,-811
12621,96,-64,-816
12631,106,-58,-826
12641,98,-58,-820
12651,98,-66,-820
12660,95,-55,-821
12670,101,-61,-821
12680,102,-62,-824
12690,88,-62,-826
12700,90,-64,-826
12710,103,-57,-823
12720,99,-55,-821
12729,101,-59,-825
12739,97,-65,-817
12749,95,-59,-825
12759,94,-54,-822
12769,98,-60,-822
12779,101,-61,-817
12789,96,-64,-822
12798,96,-56,-820
12808,97,-57,-831
12818,99,-53,-823
12828,97,-61,-823
12838,97,-63,-823
12848,93,-59,-819
12858,93,-57,-819
12868,99,-57,-823
12877,109,-57,-817
12887,93,-65,-823
12897,102,-58,-820
12907,94,-56,-826
12917,97,-63,-819
12927,95,-53,-823
12937,102,-68,-826
12946,98,-64,-824
12956,103,-49,-825
12966,102,-60,-814
12976,103,-61,-823
12986,102,-56,-824
12996,98,-62,-816
13005,98,-56,-824
13015,97,-53,-827
13025,100,-60,-832
13035,99,-61,-825
13045,102,-64,-824
13055,99,-57,-827
13065,97,-71,-823
13074,95,-67,-823
13084,103,-61,-829
13094,101,-65,-821
13104,101,-63,-817
13114,97,-63,-821
13124,97,-69,-819
13134,99,-57,-827
13143,94,-62,-826
13153,103,-61,-821
13163,92,-58,-832
13173,97,-57,-827
13183,104,-60,-818
13193,100,-56,-818
13202,99,-61,-813
13212,89,-55,-819
13222,104,-60,-822
13232,101,-61,-817
13242,99,-63,-825
13252,102,-58,-824
13262,95,-63,-829
13272,96,-52,-824
13281,103,-53,-825
13291,96,-62,-826
13301,104,-62,-822
13311,97,-61,-825
13321,102,-66,-826
13331,102,-64,-818
13341,93,-59,-823
13350,100,-58,-830
13360,97,-57,-817
13370,98,-58,-816
13380,99,-67,-821
13390,102,-54,-820
13400,104,-56,-820
13409,100,-62,-820
13419,101,-53,-825
13429,96,-60,-828
13439,102,-58,-820
13449,98,-64,-830
13459,95,-59,-821
13469,101,-59,-819
13478,100,-58,-818
13488,99,-57,-825
13498,94,-60,-828
13508,100,-58,-828
13518,96,-60,-826
13528,97,-57,-821
13538,105,-67,-819
13547,96,-62,-820
13557,97,-55,-827
13567,95,-59,-821
13577,92,-60,-828
13587,96,-60,-822
13597,100,-64,-824
13607,102,-56,-824
13617,97,-65,-825
13626,93,-57,-831
13636,107,-53,-819
13646,103,-61,-823
13656,105,-55,-827
13666,96,-60,-826
13676,96,-56,-826
13686,101,-53,-823
13695,96,-68,-826
13705,93,-63,-819
13715,99,-57,-825
13725,100,-66,-826
13735,99,-57,-825
13745,100,-60,-824
13755,99,-61,-821
13764,101,-53,-823
13774,92,-68,-824
13784,97,-53,-825
13794,108,-62,-822
13804,101,-63,-821
13814,97,-55,-821
13824,103,-59,-815
13833,96,-60,-822
13843,105,-61,-819
13853,101,-63,-821
13863,95,-63,-821
13873,99,-63,-825
13883,104,-64,-818
13893,101,-61,-821
13903,101,-59,-825
13912,100,-60,-822
13922,90,-56,-822
13932,94,-66,-816
13942,100,-62,-814
13952,95,-65,-825
13962,102,-62,-824
13972,98,-56,-828
13981,99,-61,-823
13991,94,-50,-822
14001,103,-63,-823
14011,99,-63,-819
14021,97,-65,-825
14031,97,-55,-825
14041,107,-67,-823
14050,95,-59,-821
14060,100,-60,-824
14070,96,-58,-830
14080,98,-60,-824
14090,98,-58,-820
14100,104,-64,-822
14110,106,-56,-820
14119,99,-55,-827
14129,101,-57,-821
14139,100,-56,-822
14149,98,-62,-828
14159,99,-61,-829
14169,94,-62,-824
14179,97,-57,-817
14188,96,-54,-820
14198,103,-61,-823
14208,103,-57,-827
14218,100,-54,-828
14228,97,-59,-821
14238,103,-59,-827
14248,100,-62,-826
14258,101,-59,-831
14267,97,-59,-819
14277,91,-61,-829
14287,101,-57,-827
14297,89,-65,-821
14307,88,-66,-826
14317,99,-59,-827
14327,103,-61,-827
14336,93,-61,-825
14346,101,-61,-823
14356,97,-53,-825
14366,100,-62,-828
14376,104,-58,-824
14386,94,-60,-826
14396,101,-65,-823
14405,99,-57,-823
14415,100,-68,-824
14425,97,-61,-819
14435,91,-57,-823
14445,99,-61,-831
14455,96,-60,-828
14465,90,-58,-824
14474,100,-62,-816
14484,98,-56,-836
14494,96,-60,-820
14504,102,-54,-830
14514,97,-57,-821
14524,100,-58,-820
14534,98,-64,-820
14543,92,-56,-828
14553,104,-60,-826
14563,103,-55,-823
14573,99,-65,-821
14583,102,-64,-820
14593,92,-56,-824
14603,103,-63,-821
14612,97,-57,-827
14622,102,-64,-830
14632,94,-58,-818
14642,98,-58,-830
14652,99,-55,-827
14662,103,-53,-821
14671,98,-66,-818
14681,93,-65,-823
14691,96,-64,-828
14701,101,-59,-825
14711,105,-57,-823
14721,96,-54,-828
14731,93,-65,-819
14740,93,-57,-827
14750,101,-61,-825
14760,106,-58,-822
14770,101,-57,-825
14780,94,-58,-816
14790,101,-59,-825
14799,106,-64,-820
14809,96,-60,-828
14819,100,-54,-820
14829,110,-60,-826
14839,101,-61,-825
14849,98,-58,-826
14859,98,-58,-818
14869,98,-60,-822
14878,99,-59,-819
14888,98,-62,-826
14898,99,-57,-819
14908,91,-61,-825
14918,98,-64,-824
14928,96,-66,-822
14938,103,-63,-825
14947,108,-64,-830
14957,96,-62,-822
14967,99,-57,-825
14977,93,-61,-823
14987,97,-63,-827
14997,97,-59,-827
15007,100,-60,-822
15016,99,-65,-823
15026,93,-61,-823
15036,93,-59,-819
15046,103,-59,-827
15056,93,-61,-821
15066,99,-59,-829
15076,103,-55,-823
15085,100,-62,-824
15095,100,-58,-818
15105,101,-57,-829
15115,102,-58,-814
15125,102,-62,-822
15135,97,-59,-821
15145,97,-55,-811
15155,105,-59,-819
15164,98,-60,-818
15174,100,-54,-820
15184,100,-58,-824
15194,102,-62,-824
15204,99,-59,-815
15214,98,-64,-818
15224,99,-61,-823
15233,106,-66,-824
15243,95,-61,-827
15253,100,-60,-824
15263,97,-61,-825
15273,100,-48,-822
15283,104,-60,-824
15293,97,-57,-823
15302,99,-59,-831
15312,99,-61,-825
15322,101,-59,-823
15332,93,-61,-819
15342,100,-56,-818
15352,101,-55,-823
15362,96,-62,-828
15372,93,-57,-819
15381,105,-59,-819
15391,99,-61,-821
15401,102,-62,-822
15411,103,-67,-817
15421,96,-56,-828
15431,91,-63,-825
15441,95,-57,-831
15450,107,-65,-815
15460,102,-62,-822
15470,100,-60,-816
15480,98,-58,-820
15490,97,-61,-821
15500,95,-59,-831
15510,102,-58,-822
15519,99,-53,-817
15529,96,-58,-824
15539,98,-60,-830
15549,102,-62,-818
15559,99,-67,-823
15569,109,-57,-829
15579,98,-66,-828
15588,98,-54,-818
15598,92,-56,-828
15608,103,-51,-817
15618,105,-61,-825
15628,97,-55,-821
15638,95,-57,-823
15648,93,-63,-823
15657,97,-61,-825
15667,104,-56,-824
15677,101,-57,-821
15687,102,-60,-824
15697,94,-62,-826
15707,95,-57,-819
15717,102,-62,-814
15727,102,-62,-822
15736,100,-52,-824
15746,106,-62,-820
15756,100,-64,-820
15766,94,-62,-826
15776,100,-58,-822
15786,97,-61,-825
15795,103,-57,-827
15805,100,-62,-820
15815,90,-68,-828
15825,102,-56,-832
15835,96,-58,-824
15845,98,-62,-826
15855,95,-63,-819
15865,97,-65,-821
15874,95,-55,-825
15884,95,-61,-825
15894,101,-63,-829
15904,92,-64,-824
15914,99,-61,-821
15924,99,-59,-819
15934,96,-64,-828
15943,99,-59,-825
15953,100,-64,-822
15963,100,-62,-822
15973,97,-57,-829
15983,98,-60,-820
15993,96,-64,-826
16003,97,-63,-823
16012,97,-61,-827
16022,97,-65,-827
16032,93,-61,-829
16042,98,-58,-816
16052,97,-61,-823
16062,95,-53,-825
16072,95,-59,-831
16081,89,-53,-827
16091,95,-59,-819
16101,103,-51,-819
16111,95,-57,-821
16121,94,-58,-824
16131,104,-64,-818
16141,98,-66,-828
16150,100,-60,-820
16160,99,-65,-825
16170,93,-59,-825
16180,101,-55,-819
16190,101,-59,-827
16200,106,-60,-822
16210,102,-64,-820
16219,101,-57,-819
16229,100,-60,-820
16239,103,-51,-819
16249,100,-56,-826
16259,105,-61,-819
16269,101,-65,-825
16278,99,-59,-819
16288,100,-62,-820
16298,92,-52,-830
16308,98,-62,-824
16318,96,-58,-824
16328,101,-55,-823
16337,100,-58,-824
16347,94,-58,-828
16357,92,-58,-828
16367,108,-58,-820
16377,100,-56,-826
16387,103,-61,-819
16397,96,-62,-824
16406,96,-58,-824
16416,106,-64,-824
16426,98,-58,-826
16436,99,-61,-823
16446,100,-52,-818
16456,95,-57,-825
16466,101,-55,-819
16475,99,-61,-825
16485,101,-57,-829
16495,92,-62,-828
16505,93,-63,-817
16515,97,-59,-825
16525,99,-55,-825
16535,100,-58,-822
16544,94,-66,-826
16554,101,-59,-825
16564,96,-52,-822
16574,104,-60,-824
16584,98,-62,-822
16594,104,-62,-820
16604,102,-56,-826
16613,100,-62,-822
16623,100,-60,-828
16633,93,-61,-821
16643,104,-56,-820
16653,98,-62,-828
16663,99,-59,-833
16673,104,-56,-820
16682,97,-65,-827
16692,101,-59,-819
16702,102,-54,-820
16712,99,-53,-825
16722,105,-59,-825
16732,101,-61,-825
16742,100,-52,-824
16751,90,-56,-828
16761,89,-67,-823
16771,106,-58,-820
16781,101,-57,-831
16791,90,-54,-828
16801,101,-59,-825
16811,98,-70,-820
16821,102,-62,-820
16830,100,-54,-824
16840,101,-61,-821
16850,97,-59,-827
16860,97,-61,-821
16870,99,-59,-825
16880,101,-57,-825
16890,102,-56,-822
16899,99,-61,-825
16909,103,-57,-829
16919,94,-64,-820
16929,100,-56,-818
16939,95,-67,-821
16949,98,-60,-828
16959,94,-56,-828
16968,99,-59,-827
16978,102,-64,-820
16988,97,-59,-823
16998,93,-57,-825
17008,105,-57,-821
17018,96,-58,-822
17028,95,-65,-825
17037,94,-64,-826
17047,106,-56,-828
17057,94,-62,-822
17067,102,-56,-824
17077,95,-61,-819
17087,97,-57,-823
17097,99,-59,-823
17107,102,-58,-820
17116,98,-58,-826
17126,92,-62,-826
17136,103,-59,-819
17146,101,-71,-823
17156,95,-61,-819
17166,98,-64,-822
17176,96,-56,-824
17185,100,-64,-824
17195,91,-61,-821
17205,102,-60,-820
17215,96,-56,-824
17225,102,-64,-816
17235,99,-57,-823
17245,95,-65,-825
17254,97,-61,-815
17264,100,-66,-824
17274,89,-55,-823
17284,97,-59,-821
17294,99,-65,-821
17304,105,-59,-831
17314,103,-57,-821
17323,95,-65,-821
17333,93,-59,-825
17343,99,-59,-819
17353,103,-59,-831
17363,100,-62,-826
17373,99,-61,-821
17383,99,-53,-823
17392,101,-61,-831
17402,101,-61,-823
17412,98,-54,-820
17422,103,-57,-825
17432,98,-60,-828
17442,100,-60,-832
17451,99,-57,-827
17461,96,-58,-826
17471,93,-59,-827
17481,97,-53,-823
17491,104,-56,-824
17501,105,-61,-825
17510,98,-62,-820
17520,98,-64,-820
17530,98,-62,-820
17540,103,-57,-819
17550,95,-63,-815
17560,105,-53,-827
17570,101,-65,-819
17579,103,-57,-817
17589,102,-58,-828
17599,104,-66,-828
17609,98,-62,-826
17619,99,-71,-823
17629,101,-57,-821
17639,99,-61,-821
17648,99,-67,-819
17658,95,-55,-825
17668,100,-56,-822
17678,98,-48,-828
17688,99,-51,-825
17698,96,-60,-822
17707,93,-53,-829
17717,99,-59,-825
17727,101,-57,-825
17737,106,-60,-824
17747,109,-61,-821
17757,101,-53,-825
17767,100,-60,-826
17776,99,-63,-829
17786,97,-59,-817
17796,99,-57,-821
17806,92,-62,-822
17816,101,-57,-823
17826,94,-62,-822
17836,96,-62,-826
17845,98,-58,-824
17855,100,-60,-826
17865,91,-61,-821
17875,94,-60,-826
17885,100,-58,-818
17895,102,-54,-824
17905,93,-59,-819
17914,93,-67,-817
17924,100,-60,-822
17934,99,-63,-827
17944,103,-57,-823
17954,102,-64,-830
17964,104,-60,-814
17974,105,-61,-827
17984,104,-64,-824
17993,90,-60,-828
18003,100,-62,-820
18013,103,-61,-823
18023,98,-54,-824
18033,98,-56,-828
18043,100,-56,-826
18053,100,-50,-822
18062,98,-58,-826
18072,97,-61,-819
18082,101,-65,-821
18092,95,-63,-821
18102,100,-66,-822
18112,94,-60,-824
18122,103,-67,-817
18131,96,-56,-830
18141,98,-58,-824
18151,101,-55,-825
18161,98,-60,-816
18171,97,-55,-827
18181,102,-54,-824
18191,100,-54,-826
18201,103,-61,-819
18210,102,-62,-816
18220,92,-64,-820
18230,103,-59,-821
18240,98,-62,-820
18250,97,-55,-817
18260,92,-56,-822
18269,97,-61,-821
18279,95,-59,-821
18289,95,-61,-823
18299,102,-60,-822
18309,93,-57,-823
18319,99,-55,-829
18329,97,-61,-823
18338,102,-58,-826
18348,102,-58,-828
18358,93,-55,-819
18368,97,-65,-825
18378,104,-62,-830
18388,105,-51,-825
18398,99,-65,-823
18407,95,-61,-823
18417,102,-58,-822
18427,93,-57,-831
18437,93,-55,-831
18447,101,-51,-823
18457,102,-64,-826
18467,105,-57,-825
18477,99,-57,-819
18486,97,-59,-825
18496,97,-55,-821
18506,106,-60,-822
18516,104,-66,-826
18526,108,-58,-828
18536,99,-57,-825
18546,92,-58,-826
18555,103,-67,-831
18565,99,-63,-823
18575,107,-67,-823
18585,94,-56,-824
18595,102,-54,-826
18605,99,-61,-825
18615,101,-59,-827
18624,94,-58,-826
18634,98,-62,-824
18644,102,-64,-822
18654,101,-61,-827
18664,101,-61,-819
18674,96,-62,-816
18684,101,-61,-823
18693,107,-63,-825
18703,105,-63,-821
18713,99,-55,-823
18723,102,-60,-832
18733,91,-61,-817
18743,98,-64,-828
18753,107,-61,-821
18763,101,-61,-823
18772,105,-59,-823
18782,96,-62,-824
18792,97,-63,-823
18802,101,-61,-823
18812,100,-58,-828
18822,95,-55,-819
18832,92,-60,-818
18841,100,-56,-822
18851,100,-58,-810
18861,94,-62,-822
18871,92,-58,-822
18881,96,-64,-818
18891,103,-61,-815
18901,106,-56,-824
18910,101,-63,-823
18920,97,-57,-823
18930,101,-61,-827
18940,99,-67,-831
18950,102,-68,-820
18960,102,-52,-822
18969,96,-54,-818
18979,94,-58,-828
18989,92,-56,-824
18999,96,-62,-818
19009,100,-56,-830
19019,99,-65,-825
19028,92,-60,-820
19038,95,-59,-825
19048,97,-71,-821
19058,98,-66,-816
19068,104,-58,-826
19078,105,-57,-825
19088,103,-65,-825
19097,102,-56,-822
19107,103,-59,-823
19117,96,-62,-820
19127,100,-64,-824
19137,93,-63,-821
19147,99,-63,-825
19156,98,-52,-824
19166,104,-66,-818
19176,104,-54,-824
19186,100,-60,-822
19196,99,-63,-819
19206,94,-66,-822
19216,95,-59,-825
19225,100,-54,-826
19235,105,-63,-819
19245,90,-68,-814
19255,99,-65,-815
19265,99,-65,-821
19275,103,-61,-827
19285,108,-64,-824
19294,99,-63,-821
19304,98,-58,-826
19314,99,-61,-825
19324,98,-54,-828
19334,98,-60,-824
19344,100,-58,-826
19354,92,-56,-820
19364,101,-55,-825
19373,108,-56,-820
19383,102,-60,-820
19393,103,-67,-825
19403,96,-56,-824
19413,94,-52,-820
19423,100,-60,-824
19433,104,-62,-826
19442,94,-54,-826
19452,102,-64,-828
19462,101,-57,-817
19472,102,-64,-820
19482,95,-65,-823
19492,98,-56,-814
19502,100,-56,-822
19511,97,-59,-825
19521,102,-58,-826
19531,100,-54,-830
19541,91,-61,-821
19551,95,-71,-825
19561,99,-59,-827
19571,103,-61,-819
19581,102,-58,-816
19590,100,-62,-822
19600,98,-66,-824
19610,102,-58,-824
19620,97,-57,-817
19630,96,-58,-824
19640,98,-64,-818
19650,97,-57,-823
19659,92,-60,-824
19669,95,-61,-823
19679,105,-53,-819
19689,102,-56,-828
19699,97,-65,-821
19709,98,-54,-828
19718,100,-62,-828
19728,99,-55,-825
19738,100,-56,-830
19748,97,-65,-821
19758,107,-61,-815
19768,98,-56,-820
19778,97,-57,-811
19788,98,-60,-820
19797,96,-52,-822
19807,102,-58,-820
19817,100,-66,-826
19827,97,-61,-827
19837,95,-55,-827
19847,99,-65,-825
19857,89,-57,-827
19866,98,-58,-826
19876,96,-58,-828
19886,103,-61,-819
19896,93,-55,-825
19906,99,-59,-823
19916,95,-57,-827
19926,92,-64,-824
19936,97,-55,-819
19945,98,-62,-818
19955,102,-64,-818
19965,100,-60,-822
19975,107,-53,-817
19985,92,-52,-824
19995,97,-59,-817
20005,101,-57,-823
20014,96,-56,-834
20024,104,-56,-820
20034,99,-63,-819
20044,93,-61,-831
20054,97,-57,-815
20064,99,-55,-821
20074,97,-65,-815
20083,101,-63,-829
20093,96,-56,-822
20103,100,-64,-822
20113,98,-56,-826
20123,101,-59,-821
20133,98,-60,-820
20143,109,-65,-819
20153,94,-58,-824
20162,94,-64,-824
20172,98,-62,-822
20182,97,-53,-827
20192,105,-59,-823
20202,98,-60,-826
20212,95,-61,-817
20222,102,-64,-824
20231,106,-56,-820
20241,97,-61,-827
20251,103,-59,-823
20261,101,-67,-819
20271,95,-59,-823
20281,96,-62,-822
20291,101,-61,-821
20300,102,-58,-824
20310,96,-58,-824
20320,93,-67,-823
20330,97,-57,-825
20340,97,-59,-831
20350,99,-67,-823
20360,98,-64,-820
20369,93,-59,-817
20379,92,-62,-820
20389,94,-56,-824
20399,98,-58,-822
20409,101,-63,-819
20419,99,-61,-819
20429,92,-60,-822
20438,99,-61,-827
20448,99,-53,-831
20458,100,-62,-820
20468,95,-63,-827
20478,104,-56,-830
20488,102,-64,-824
20498,100,-62,-822
20507,97,-55,-825
20517,95,-57,-825
20527,93,-71,-825
20537,100,-60,-824
20547,99,-61,-821
20557,91,-57,-821
20567,111,-63,-823
20577,97,-53,-823
20586,89,-59,-829
20596,96,-58,-828
20606,91,-67,-827
20616,101,-55,-821
20626,101,-65,-821
20636,99,-63,-823
20646,96,-60,-826
20655,97,-61,-821
20665,95,-57,-829
20675,98,-58,-822
20685,99,-61,-825
20695,95,-55,-821
20705,91,-51,-823
20715,99,-67,-831
20724,96,-60,-820
20734,101,-55,-825
20744,95,-63,-821
20754,94,-58,-818
20764,96,-62,-814
20774,101,-61,-817
20784,100,-60,-822
20793,98,-64,-828
20803,98,-62,-826
20813,98,-56,-820
20823,100,-68,-818
20833,107,-69,-821
20843,106,-60,-824
20853,96,-60,-822
20862,101,-59,-819
20872,92,-56,-822
20882,96,-60,-826
20892,99,-55,-821
20902,99,-59,-825
20911,96,-62,-826
20921,100,-56,-824
20931,99,-59,-829
20941,96,-60,-826
20951,108,-62,-826
20961,93,-57,-823
20971,96,-58,-826
20980,95,-59,-825
20990,90,-68,-820
21000,102,-56,-820
21010,102,-60,-822
21020,97,-57,-823
21030,104,-64,-822
21040,99,-57,-817
21050,100,-56,-824
21059,98,-58,-822
21069,102,-66,-828
21079,94,-60,-818
21089,96,-64,-824
21099,103,-61,-825
21109,103,-53,-821
21119,89,-63,-831
21128,99,-59,-819
21138,98,-62,-818
21148,100,-54,-822
21158,96,-60,-828
21168,92,-62,-816
21178,97,-53,-821
21188,94,-60,-824
21197,97,-59,-823
21207,101,-65,-821
21217,99,-57,-829
21227,93,-51,-823
21237,99,-55,-819
21247,93,-63,-823
21257,97,-57,-825
21267,96,-60,-814
21276,98,-60,-824
21286,97,-63,-821
21296,99,-65,-821
21306,97,-65,-823
21316,98,-54,-812
21326,101,-67,-819
21335,86,-60,-824
21345,96,-58,-826
21355,96,-54,-830
21365,94,-62,-824
21375,99,-59,-825
21385,88,-58,-818
21394,99,-63,-819
21404,95,-67,-819
21414,95,-53,-819
21424,110,-62,-824
21434,95,-59,-829
21444,94,-52,-824
21454,100,-60,-822
21463,95,-59,-821
21473,93,-53,-823
21483,98,-58,-826
21493,97,-55,-825
21503,96,-62,-822
21513,94,-52,-824
21523,100,-60,-820
21532,96,-60,-820
21542,101,-63,-821
21552,100,-52,-824
21562,102,-60,-816
21572,103,-51,-823
21582,99,-51,-819
21592,97,-61,-819
21601,95,-57,-831
21611,96,-56,-820
21621,94,-52,-818
21631,86,-54,-818
21641,92,-50,-816
21651,90,-52,-818
21661,95,-57,-821
21670,94,-56,-820
21680,93,-59,-811
21690,96,-50,-826
21700,96,-56,-820
21710,97,-55,-825
21720,104,-56,-824
21730,93,-51,-823
21739,92,-60,-824
21749,90,-56,-824
21759,92,-66,-812
21769,90,-48,-816
21779,90,-62,-816
21789,95,-53,-829
21799,97,-59,-819
21808,99,-55,-823
21818,95,-61,-817
21828,97,-49,-813
21838,97,-57,-817
21848,95,-55,-821
21858,92,-56,-818
21868,95,-51,-823
21877,99,-47,-819
21887,103,-51,-819
21897,98,-56,-820
21907,102,-58,-822
21917,90,-44,-820
21927,100,-54,-814
21937,100,-52,-816
21947,93,-53,-813
21956,98,-54,-826
21966,98,-46,-818
21976,93,-53,-815
21986,97,-59,-815
21996,96,-54,-818
22006,97,-53,-819
22016,94,-48,-814
22026,94,-48,-818
22035,93,-47,-813
22045,100,-48,-810
22055,97,-53,-819
22065,102,-50,-822
22075,96,-54,-818
22085,99,-47,-815
22095,94,-48,-824
22104,101,-43,-825
22114,104,-54,-814
22124,107,-47,-825
22134,104,-50,-818
22144,95,-47,-829
22154,105,-55,-823
22164,97,-41,-811
22173,104,-46,-820
22183,105,-53,-815
22193,104,-52,-824
22203,97,-53,-819
22213,101,-51,-817
22223,103,-51,-813
22233,98,-50,-818
22242,103,-51,-823
22252,106,-52,-814
22262,103,-53,-815
22272,106,-52,-810
22282,103,-49,-823
22292,104,-50,-818
22302,105,-39,-819
22311,108,-54,-818
22321,111,-55,-813
22331,107,-49,-815
22341,99,-51,-823
22351,104,-54,-812
22361,109,-51,-809
22370,110,-52,-814
22380,110,-58,-814
22390,107,-55,-817
22400,111,-51,-817
22410,114,-50,-816
22420,112,-58,-816
22430,113,-57,-813
22439,114,-60,-818
22449,109,-57,-817
22459,111,-59,-813
22469,107,-53,-823
22479,111,-61,-823
22489,112,-66,-806
22499,114,-62,-818
22508,99,-61,-817
22518,101,-63,-819
22528,111,-57,-811
22538,114,-68,-814
22548,106,-64,-816
22558,109,-69,-823
22567,112,-58,-816
22577,104,-66,-818
22587,109,-57,-821
22597,113,-63,-809
22607,107,-65,-813
22617,103,-59,-813
22627,114,-56,-822
22636,104,-62,-812
22646,114,-60,-822
22656,112,-62,-814
22666,109,-63,-811
22676,103,-69,-817
22686,112,-70,-816
22696,110,-64,-818
22705,106,-64,-820
22715,105,-65,-819
22725,106,-74,-814
22735,104,-66,-818
22745,104,-64,-808
22755,109,-71,-817
22765,106,-72,-812
22775,100,-74,-820
22784,109,-69,-817
22794,103,-67,-823
22804,105,-63,-813
22814,100,-72,-818
22824,103,-63,-815
22834,112,-64,-822
22844,96,-70,-818
22853,104,-72,-820
22863,103,-63,-815
22873,104,-66,-810
22883,111,-71,-821
22893,102,-70,-820
22903,108,-68,-828
22913,109,-63,-823
22922,102,-74,-820
22932,102,-74,-814
22942,107,-69,-823
22952,100,-76,-814
22962,96,-74,-820
22972,103,-69,-819
22982,100,-74,-818
22992,111,-63,-813
23001,105,-67,-817
23011,104,-76,-820
23021,104,-76,-824
23031,110,-66,-820
23041,102,-72,-826
23051,100,-74,-818
23060,100,-70,-818
23070,108,-70,-824
23080,101,-71,-823
23090,103,-69,-815
23100,104,-70,-818
23110,102,-72,-816
23120,101,-73,-819
23129,100,-68,-822
23139,105,-65,-817
23149,105,-67,-825
23159,99,-73,-821
23169,96,-68,-818
23179,103,-65,-815
23189,98,-66,-828
23198,104,-68,-822
23208,97,-69,-821
23218,92,-72,-820
23228,100,-68,-814
23238,92,-74,-820
23248,99,-75,-815
23257,93,-71,-823
23267,98,-62,-814
23277,92,-66,-824
23287,103,-69,-821
23297,90,-68,-822
23307,95,-67,-819
23316,98,-70,-814
23326,97,-69,-813
23336,92,-64,-820
23346,98,-70,-822
23356,98,-70,-818
23366,97,-69,-821
23376,105,-63,-823
23385,95,-67,-819
23395,98,-66,-818
23405,94,-66,-824
23415,100,-60,-822
23425,100,-68,-814
23435,97,-69,-825
23445,95,-67,-821
23454,87,-71,-817
23464,101,-59,-823
23474,96,-70,-824
23484,103,-65,-821
23494,93,-67,-827
23504,106,-72,-820
23514,98,-62,-816
23523,97,-65,-825
23533,99,-67,-825
23543,92,-58,-824
23553,92,-58,-822
23563,100,-62,-816
23573,93,-61,-821
23583,96,-66,-826
23593,104,-70,-822
23602,99,-65,-821
23612,95,-57,-821
23622,93,-65,-819
23632,96,-62,-824
23642,101,-63,-819
23652,103,-71,-817
23662,95,-63,-821
23671,93,-55,-821
23681,101,-69,-821
23691,96,-62,-826
23701,100,-64,-820
23711,95,-63,-819
23721,102,-60,-824
23731,97,-67,-823
23740,93,-59,-821
23750,96,-64,-824
23760,96,-64,-820
23770,96,-66,-820
23780,97,-69,-829
23790,92,-62,-824
23800,99,-63,-821
23810,95,-61,-821
23819,98,-58,-828
23829,93,-63,-819
23839,96,-62,-820
23849,100,-58,-826
23859,94,-62,-824
23869,91,-57,-821
23879,96,-56,-822
23888,99,-61,-829
23898,97,-63,-825
23908,102,-52,-820
23918,91,-63,-825
23928,96,-60,-820
23938,100,-64,-826
23948,100,-68,-822
23957,100,-64,-816
23967,95,-61,-825
23977,99,-65,-821
23987,99,-63,-823
23997,97,-59,-817
24007,102,-58,-820
24016,95,-59,-815
24026,93,-59,-827
24036,104,-58,-822
24046,95,-55,-823
24056,101,-61,-821
24066,100,-58,-828
24075,98,-60,-830
24085,104,-60,-824
24095,101,-61,-825
24105,96,-56,-820
24115,102,-58,-822
24125,92,-58,-820
24134,102,-54,-820
24144,90,-56,-824
24154,107,-59,-819
24164,101,-63,-825
24174,103,-65,-825
24184,99,-59,-823
24194,100,-52,-820
24203,94,-60,-822
24213,96,-62,-826
24223,91,-61,-821
24233,101,-57,-825
24243,103,-61,-825
24253,102,-62,-816
24263,102,-62,-820
24272,105,-61,-825
24282,101,-61,-819
24292,99,-55,-819
24302,97,-55,-821
24312,98,-50,-832
24322,100,-56,-824
24332,100,-62,-822
24341,95,-65,-817
24351,93,-59,-819
24361,101,-61,-829
24371,97,-65,-825
24381,99,-59,-825
24391,94,-56,-818
24401,107,-55,-821
24410,95,-63,-821
24420,92,-62,-822
24430,97,-61,-821
24440,100,-62,-814
24450,99,-59,-827
24460,94,-60,-830
24470,99,-57,-827
24479,98,-62,-818
24489,101,-57,-821
24499,99,-67,-819
24509,101,-61,-825
24519,93,-59,-829
24529,94,-62,-826
24539,102,-58,-824
24549,99,-59,-825
24558,97,-67,-827
24568,101,-59,-831
24578,95,-55,-823
24588,96,-64,-818
24598,96,-50,-830
24608,101,-65,-825
24618,99,-57,-823
24627,100,-56,-826
24637,93,-67,-819
24647,96,-68,-826
24657,104,-58,-826
24667,101,-59,-821
24677,95,-63,-817
24687,102,-54,-824
24696,103,-57,-827
24706,95,-57,-823
24716,91,-67,-821
24726,96,-62,-824
24736,104,-64,-822
24746,104,-54,-826
24756,100,-54,-824
24765,92,-56,-832
24775,97,-61,-823
24785,103,-61,-823
24795,102,-58,-826
24805,97,-59,-825
24815,99,-59,-829
24825,99,-55,-815
24835,100,-62,-828
24844,91,-57,-827
24854,92,-64,-826
24864,102,-62,-820
24874,108,-60,-824
24884,106,-62,-824
24894,104,-56,-824
24903,89,-61,-821
24913,97,-63,-827
24923,98,-62,-828
24933,102,-56,-822
24943,91,-55,-829
24953,98,-60,-824
24962,102,-58,-820
24972,97,-57,-825
24982,97,-57,-821
24992,99,-57,-825
25002,95,-59,-821
25012,102,-64,-818
