time,x,y,z
56311,130,-314,-830
56321,121,-315,-829
56330,128,-316,-822
56340,128,-314,-830
56350,121,-319,-829
56360,126,-312,-822
56370,125,-319,-829
56380,129,-311,-829
56390,133,-313,-825
56399,131,-315,-829
56409,130,-318,-828
56419,127,-311,-831
56429,126,-314,-832
56439,127,-319,-823
56449,128,-316,-824
56459,126,-314,-818
56469,126,-318,-828
56478,120,-310,-828
56488,119,-325,-821
56498,128,-312,-828
56508,127,-305,-825
56518,128,-318,-828
56528,125,-309,-829
56538,125,-313,-827
56547,127,-317,-825
56557,127,-315,-821
56567,126,-314,-828
56577,127,-317,-831
56587,110,-316,-828
56597,126,-316,-820
56607,128,-318,-826
56616,124,-314,-824
56626,135,-311,-821
56636,126,-322,-826
56646,124,-320,-830
56656,122,-320,-826
56666,127,-317,-823
56676,122,-312,-822
56685,123,-317,-825
56695,120,-322,-822
56705,124,-322,-818
56715,121,-309,-819
56725,120,-318,-828
56735,125,-313,-823
56745,123,-317,-825
56754,119,-309,-827
56764,129,-313,-825
56774,119,-313,-825
56784,127,-297,-823
56794,126,-324,-814
56804,120,-310,-828
56813,121,-313,-833
56823,123,-309,-825
56833,126,-316,-828
56843,130,-310,-830
56853,128,-316,-826
56863,126,-312,-820
56873,133,-311,-829
56882,131,-309,-827
56892,127,-315,-821
56902,126,-318,-818
56912,127,-305,-821
56922,128,-310,-822
56932,126,-316,-822
56941,132,-316,-820
56951,132,-308,-834
56961,120,-312,-826
56971,126,-318,-822
56981,128,-310,-822
56991,133,-323,-821
57000,128,-310,-828
57010,128,-314,-824
57020,126,-318,-830
57030,118,-312,-830
57040,124,-314,-830
57050,124,-316,-818
57060,133,-311,-829
57070,128,-310,-828
57079,126,-320,-832
57089,123,-319,-827
57099,128,-310,-818
57109,124,-316,-822
57119,125,-315,-825
57129,118,-316,-830
57139,125,-321,-819
57148,126,-314,-814
57158,125,-317,-823
57168,123,-321,-829
57178,131,-321,-823
57188,129,-311,-831
57198,127,-315,-823
57208,123,-313,-819
57217,124,-314,-832
57227,132,-316,-826
57237,126,-318,-822
57247,119,-315,-827
57257,130,-308,-822
57267,132,-324,-832
57277,120,-320,-830
57286,132,-312,-824
57296,126,-310,-830
57306,122,-316,-822
57316,133,-311,-829
57326,127,-313,-825
57336,132,-308,-816
57346,126,-320,-832
57355,123,-319,-829
57365,128,-310,-826
57375,124,-314,-832
57385,121,-315,-817
57395,125,-315,-825
57405,127,-319,-821
57415,126,-314,-832
57425,125,-313,-825
57434,128,-314,-824
57444,126,-314,-826
57454,125,-315,-827
57464,125,-315,-827
57474,127,-321,-825
57484,127,-309,-823
57494,128,-310,-822
57503,135,-311,-825
57513,125,-313,-827
57523,131,-323,-827
57533,127,-317,-819
57543,133,-307,-831
57553,128,-312,-822
57563,125,-321,-827
57572,131,-317,-825
57582,124,-314,-828
57592,126,-316,-820
57602,128,-318,-826
57612,130,-318,-822
57622,127,-313,-825
57631,130,-314,-818
57641,129,-315,-825
57651,131,-321,-825
57661,125,-309,-823
57671,131,-309,-831
57681,122,-312,-824
57691,130,-318,-822
57700,131,-309,-825
57710,127,-311,-823
57720,129,-315,-821
57730,132,-312,-830
57740,130,-318,-816
57750,128,-316,-826
57760,129,-317,-815
57769,123,-319,-821
57779,122,-316,-820
57789,127,-311,-823
57799,125,-313,-821
57809,130,-316,-820
57819,126,-316,-832
57829,126,-320,-824
57839,122,-318,-822
57848,125,-311,-823
57858,124,-320,-822
57868,117,-327,-823
57878,128,-310,-826
57888,128,-310,-826
57898,124,-324,-824
57907,130,-318,-830
57917,122,-320,-830
57927,118,-316,-820
57937,123,-313,-823
57947,126,-320,-824
57957,127,-313,-823
57967,125,-317,-823
57976,130,-314,-830
57986,130,-318,-820
57996,131,-317,-817
58006,130,-316,-824
58016,128,-308,-826
58026,128,-314,-822
58035,122,-316,-816
58045,126,-312,-828
58055,126,-308,-822
58065,125,-319,-825
58075,129,-323,-821
58085,124,-314,-822
58094,124,-318,-826
58104,127,-313,-821
58114,130,-318,-818
58124,126,-318,-828
58134,123,-313,-823
58144,124,-312,-828
58154,133,-315,-819
58163,130,-308,-822
58173,132,-308,-824
58183,132,-316,-824
58193,132,-324,-816
58203,131,-311,-817
58213,131,-321,-829
58223,134,-316,-828
58233,123,-311,-823
58242,128,-318,-820
58252,123,-311,-821
58262,127,-309,-823
58272,125,-311,-827
58282,134,-320,-836
58292,129,-319,-831
58302,130,-312,-824
58311,121,-317,-825
58321,132,-314,-814
58331,124,-314,-824
58341,126,-312,-828
58351,124,-310,-826
58361,128,-318,-826
58371,135,-315,-813
58380,131,-317,-829
58390,130,-322,-826
58400,130,-318,-826
58410,129,-321,-819
58420,128,-316,-818
58430,129,-321,-823
58440,128,-316,-824
58450,135,-313,-821
58459,125,-313,-823
58469,127,-315,-823
58479,130,-314,-828
58489,128,-320,-832
58499,133,-313,-817
58509,129,-327,-823
58519,126,-318,-830
58528,125,-321,-825
58538,128,-312,-822
58548,128,-312,-824
58558,129,-319,-823
58568,126,-314,-816
58578,129,-317,-821
58588,138,-320,-824
58597,134,-316,-830
58607,136,-314,-820
58617,123,-315,-827
58627,131,-323,-825
58637,130,-312,-816
58647,127,-307,-823
58656,132,-316,-818
58666,131,-315,-823
58676,132,-314,-830
58686,131,-319,-821
58696,131,-317,-823
58706,130,-312,-820
58715,126,-314,-822
58725,128,-314,-828
58735,135,-311,-825
58745,128,-316,-824
58755,126,-318,-820
58765,131,-313,-823
58775,125,-317,-821
58784,133,-315,-821
58794,131,-319,-825
58804,139,-315,-827
58814,134,-316,-824
58824,137,-317,-817
58834,131,-319,-815
58843,135,-313,-823
58853,134,-322,-820
58863,134,-314,-824
58873,132,-312,-820
58883,135,-311,-817
58893,135,-309,-823
58903,136,-312,-826
58913,130,-310,-826
58922,133,-315,-819
58932,131,-319,-823
58942,130,-310,-818
58952,132,-318,-818
58962,140,-320,-822
58972,126,-312,-828
58982,139,-317,-821
58991,127,-315,-823
59001,136,-320,-820
59011,127,-317,-819
59021,141,-325,-815
59031,123,-315,-811
59041,137,-317,-821
59051,134,-316,-818
59060,132,-314,-826
59070,129,-309,-823
59080,135,-319,-817
59090,130,-320,-826
59100,130,-316,-820
59110,134,-326,-818
59120,143,-321,-817
59130,131,-315,-819
59139,134,-324,-818
59149,137,-313,-819
59159,138,-318,-818
59169,130,-320,-818
59179,134,-322,-820
59189,133,-317,-829
59199,128,-320,-812
59208,132,-316,-812
59218,136,-316,-816
59228,138,-316,-818
59238,126,-322,-812
59248,134,-322,-822
59258,135,-319,-817
59267,134,-320,-816
59277,142,-322,-816
59287,136,-320,-822
59297,135,-321,-819
59307,140,-316,-818
59317,136,-320,-816
59327,130,-316,-820
59336,141,-317,-819
59346,149,-329,-817
59356,137,-323,-819
59366,135,-331,-819
59376,140,-324,-812
59386,136,-322,-814
59395,139,-317,-811
59405,136,-318,-824
59415,145,-325,-815
59425,136,-318,-812
59435,142,-318,-816
59445,135,-329,-803
59455,138,-324,-816
59464,138,-328,-818
59474,144,-326,-814
59484,138,-324,-810
59494,142,-322,-816
59504,135,-325,-811
59514,140,-322,-814
59523,139,-325,-805
59533,135,-321,-811
59543,144,-328,-812
59553,139,-319,-813
59563,143,-321,-813
59573,138,-326,-810
59583,147,-331,-813
59592,141,-327,-807
59602,141,-325,-807
59612,145,-323,-813
59622,141,-325,-807
59632,146,-324,-810
59642,143,-331,-807
59652,139,-323,-811
59661,134,-332,-808
59671,144,-332,-798
59681,141,-331,-805
59691,140,-322,-808
59701,140,-334,-808
59711,140,-332,-806
59721,142,-332,-806
59731,143,-333,-805
59740,137,-327,-801
59750,142,-332,-804
59760,147,-335,-809
59770,140,-330,-804
59780,136,-328,-806
59790,137,-337,-803
59800,140,-340,-802
59809,141,-339,-803
59819,131,-337,-797
59829,144,-334,-798
59839,140,-344,-792
59849,136,-342,-804
59859,139,-333,-799
59869,130,-338,-794
59878,136,-340,-802
59888,138,-340,-802
59898,142,-338,-796
59908,138,-340,-802
59918,134,-336,-800
59928,128,-340,-798
59938,139,-333,-799
59948,129,-343,-799
59957,143,-335,-797
59967,138,-340,-800
59977,131,-345,-795
59987,135,-339,-799
59997,137,-351,-789
60007,131,-345,-793
60017,133,-335,-789
60026,133,-349,-789
60036,138,-344,-784
60046,135,-343,-791
60056,134,-340,-792
60066,126,-342,-790
60076,129,-345,-785
60086,127,-349,-783
60095,132,-342,-794
60105,130,-350,-784
60115,126,-342,-786
60125,128,-344,-790
60135,128,-340,-784
60145,122,-348,-788
60154,126,-348,-790
60164,119,-355,-793
60174,125,-351,-785
60184,125,-333,-789
60194,122,-350,-788
60204,118,-354,-794
60213,126,-348,-784
60223,120,-342,-780
60233,123,-351,-791
60243,123,-349,-789
60253,120,-348,-790
60263,116,-350,-788
60272,115,-349,-781
60282,110,-352,-788
60292,114,-344,-786
60302,118,-352,-786
60312,115,-349,-793
60322,105,-353,-793
60332,101,-347,-785
60342,100,-348,-788
60351,110,-342,-780
60361,109,-347,-793
60371,105,-345,-787
60381,101,-347,-791
60391,110,-350,-786
60401,103,-341,-797
60411,106,-348,-794
60420,100,-350,-786
60430,104,-348,-784
60440,102,-342,-794
60450,102,-342,-796
60460,106,-332,-790
60470,101,-337,-787
60480,104,-340,-788
60490,101,-337,-791
60499,93,-333,-787
60509,99,-341,-799
60519,95,-333,-789
60529,99,-335,-795
60539,89,-337,-793
60549,95,-343,-793
60559,93,-333,-799
60568,94,-336,-794
60578,102,-326,-800
60588,91,-333,-801
60598,95,-331,-801
60608,96,-330,-798
60618,90,-332,-802
60628,88,-328,-796
60637,100,-326,-798
60647,90,-336,-798
60657,82,-328,-800
60667,90,-318,-800
60677,87,-327,-797
60687,85,-327,-797
60696,96,-324,-812
60706,93,-317,-801
60716,90,-306,-804
60726,94,-318,-816
60736,89,-321,-803
60746,85,-319,-807
60755,91,-317,-811
60765,87,-315,-809
60775,82,-312,-806
60785,90,-312,-806
60795,87,-315,-803
60805,87,-309,-805
60814,88,-304,-808
60824,88,-308,-810
60834,87,-301,-813
60844,88,-306,-804
60854,93,-315,-809
60864,88,-302,-812
60874,95,-309,-809
60883,81,-299,-813
60893,81,-303,-815
60903,93,-303,-813
60913,81,-305,-813
60923,90,-292,-812
60933,92,-304,-810
60943,84,-300,-812
60953,95,-299,-819
60962,90,-294,-814
60972,90,-298,-818
60982,93,-289,-815
60992,95,-295,-813
61002,94,-290,-816
61012,92,-292,-822
61022,95,-299,-821
61031,86,-294,-816
61041,87,-297,-823
61051,95,-293,-821
61061,97,-289,-817
61071,98,-294,-818
61081,100,-290,-820
61091,93,-295,-823
61100,98,-282,-822
61110,100,-286,-824
61120,97,-287,-823
61130,96,-288,-818
61140,100,-288,-824
61150,106,-286,-816
61160,99,-291,-825
61170,103,-297,-819
61179,99,-285,-825
61189,94,-290,-826
61199,102,-288,-824
61209,110,-274,-826
61219,108,-286,-832
61229,109,-279,-829
61238,93,-283,-817
61248,98,-278,-822
61258,102,-280,-824
61268,101,-283,-821
61278,106,-280,-822
61288,106,-286,-820
61297,106,-284,-822
61307,109,-273,-829
61317,105,-281,-827
61327,113,-275,-829
61337,113,-285,-831
61347,104,-276,-828
61356,107,-279,-815
61366,109,-275,-833
61376,110,-284,-824
61386,110,-278,-822
61396,110,-284,-818
61406,107,-281,-825
61416,114,-286,-822
61425,108,-284,-830
61435,110,-282,-822
61445,106,-274,-826
61455,111,-277,-813
61465,110,-280,-826
61475,116,-276,-826
61485,116,-274,-822
61494,105,-283,-831
61504,117,-273,-825
61514,113,-281,-821
61524,111,-273,-821
61534,114,-288,-830
61544,107,-277,-825
61554,112,-280,-824
61564,113,-279,-825
61573,114,-278,-826
61583,120,-276,-830
61593,113,-271,-829
61603,110,-284,-826
61613,108,-284,-826
61623,119,-277,-829
61633,118,-278,-824
61642,115,-279,-825
61652,117,-271,-829
61662,116,-272,-830
61672,122,-276,-820
61682,121,-269,-823
61692,120,-278,-828
61702,118,-274,-830
61711,121,-279,-829
61721,121,-277,-823
61731,117,-271,-831
61741,117,-269,-819
61751,125,-271,-817
61761,123,-277,-823
61771,121,-277,-825
61781,117,-279,-833
61790,124,-270,-826
61800,112,-278,-824
61810,122,-274,-824
61820,116,-280,-822
61830,117,-281,-825
61840,123,-267,-829
61850,119,-277,-833
61859,116,-276,-830
61869,119,-269,-833
61879,123,-275,-819
61889,128,-274,-832
61899,125,-271,-835
61909,121,-277,-829
61918,124,-276,-834
61928,127,-277,-827
61938,128,-280,-826
61948,125,-277,-825
61958,126,-272,-830
61968,123,-269,-833
61978,131,-277,-833
61988,121,-279,-825
61997,129,-281,-833
62007,130,-286,-834
62017,132,-276,-832
62027,125,-281,-827
62037,126,-284,-830
62047,124,-274,-828
62056,131,-281,-827
62066,123,-275,-831
62076,120,-278,-826
62086,137,-277,-829
62096,128,-280,-828
62106,133,-279,-825
62116,124,-274,-822
62125,130,-286,-828
62135,126,-280,-826
62145,122,-280,-828
62155,122,-284,-832
62165,124,-280,-826
62175,127,-289,-831
62184,121,-275,-825
62194,131,-279,-833
62204,120,-284,-830
62214,132,-276,-830
62224,126,-284,-822
62234,124,-282,-824
62243,133,-281,-825
62253,127,-281,-823
62263,129,-273,-823
62273,136,-280,-828
62283,129,-285,-829
62293,137,-281,-823
62303,129,-285,-833
62312,125,-285,-827
62322,128,-282,-830
62332,132,-280,-836
62342,126,-276,-822
62352,134,-284,-828
62362,135,-281,-823
62372,125,-289,-825
62381,131,-279,-819
62391,127,-281,-823
62401,129,-287,-827
62411,130,-286,-824
62421,131,-291,-831
62431,130,-286,-820
62441,134,-284,-826
62451,136,-290,-822
62460,127,-291,-825
62470,131,-281,-819
62480,131,-281,-821
62490,125,-289,-829
62500,137,-281,-831
62510,130,-288,-826
62520,134,-286,-826
62529,137,-289,-831
62539,128,-292,-822
62549,134,-292,-826
62559,132,-286,-824
62569,129,-291,-823
62579,140,-278,-826
62589,131,-279,-831
62598,131,-285,-831
62608,128,-288,-836
62618,130,-294,-826
62628,128,-288,-832
62638,130,-290,-830
62648,139,-293,-831
62658,136,-284,-830
62667,131,-295,-825
62677,134,-278,-836
62687,128,-292,-824
62697,130,-292,-828
62707,138,-294,-822
62717,137,-291,-829
62727,134,-286,-822
62736,130,-288,-824
62746,138,-286,-830
62756,136,-294,-828
62766,130,-294,-826
62776,139,-295,-827
62786,130,-290,-820
62796,138,-294,-832
62805,137,-299,-831
62815,139,-293,-829
62825,132,-286,-834
62835,142,-294,-828
62845,127,-289,-829
62855,136,-290,-824
62864,133,-295,-819
62874,126,-308,-826
62884,136,-306,-826
62894,137,-301,-823
62904,138,-304,-828
62914,133,-299,-825
62924,141,-291,-825
62933,142,-302,-832
62943,140,-298,-822
62953,139,-299,-823
62963,134,-292,-824
62973,138,-290,-826
62983,138,-302,-830
62992,135,-303,-833
63002,137,-305,-827
63012,130,-304,-830
63022,130,-298,-826
63032,133,-297,-825
63042,139,-295,-825
63051,142,-296,-830
63061,136,-308,-830
63071,130,-300,-830
63081,135,-299,-823
63091,143,-301,-825
63101,134,-296,-826
63111,136,-302,-826
63120,129,-299,-819
63130,132,-300,-830
63140,129,-299,-823
63150,127,-307,-825
63160,133,-311,-823
63170,136,-304,-814
63180,127,-295,-825
63189,131,-307,-825
63199,132,-292,-824
63209,133,-297,-829
63219,129,-305,-827
63229,140,-316,-822
63239,131,-309,-829
63249,137,-303,-821
63258,128,-304,-828
63268,133,-309,-825
63278,137,-301,-825
63288,125,-307,-827
63298,137,-301,-827
63308,134,-310,-830
63318,132,-304,-824
63327,135,-305,-815
63337,138,-308,-824
63347,140,-306,-826
63357,135,-309,-823
63367,126,-304,-828
63377,127,-303,-825
63387,133,-309,-821
63396,135,-303,-821
63406,140,-316,-818
63416,133,-313,-825
63426,131,-313,-823
63436,133,-307,-827
63446,127,-301,-825
63456,135,-315,-823
63465,135,-303,-827
63475,134,-302,-830
63485,129,-307,-827
63495,139,-307,-829
63505,134,-308,-830
63515,133,-305,-827
63525,136,-308,-830
63534,123,-307,-825
63544,141,-311,-825
63554,128,-312,-822
63564,130,-312,-820
63574,125,-305,-821
63584,129,-305,-825
63594,124,-312,-824
63603,131,-307,-831
63613,129,-301,-827
63623,129,-307,-829
63633,133,-303,-823
63643,135,-311,-821
63653,129,-313,-827
63663,132,-310,-826
63673,130,-308,-824
63682,132,-308,-822
63692,132,-310,-820
63702,129,-315,-831
63712,119,-313,-821
63722,136,-310,-822
63732,123,-311,-821
63742,133,-315,-825
63751,127,-309,-821
63761,138,-310,-824
63771,129,-315,-821
63781,129,-315,-821
63791,128,-314,-820
63801,130,-316,-822
63811,131,-315,-829
63820,129,-315,-817
63830,135,-313,-825
63840,134,-306,-828
63850,129,-309,-827
63860,128,-312,-828
63870,130,-312,-824
63879,122,-308,-820
63889,129,-305,-821
63899,133,-317,-825
63909,133,-305,-829
63919,129,-309,-821
63929,132,-310,-832
63939,120,-304,-820
63948,127,-315,-825
63958,136,-302,-820
63968,125,-311,-823
63978,123,-305,-821
63988,133,-317,-819
63998,130,-310,-826
64007,130,-312,-826
64017,124,-314,-820
64027,127,-315,-825
64037,123,-315,-829
64047,134,-324,-830
64057,133,-309,-821
64067,123,-309,-823
64076,126,-306,-826
64086,132,-316,-828
64096,125,-313,-829
64106,130,-308,-834
64116,126,-310,-826
64126,131,-309,-827
64135,133,-317,-829
64145,127,-325,-819
64155,119,-311,-827
64165,123,-311,-831
64175,130,-312,-828
64185,133,-311,-827
64195,130,-312,-824
64204,130,-314,-828
64214,128,-314,-824
64224,133,-311,-833
64234,128,-310,-824
64244,137,-313,-827
64254,126,-320,-822
64264,126,-314,-826
64274,132,-312,-826
64283,131,-309,-823
64293,126,-308,-824
64303,132,-310,-824
64313,122,-314,-822
64323,125,-313,-825
64333,124,-314,-828
64343,124,-310,-820
64352,124,-306,-822
64362,131,-309,-831
64372,131,-313,-825
64382,130,-314,-828
64392,124,-314,-822
64402,127,-309,-831
64412,130,-310,-824
64421,126,-306,-828
64431,125,-313,-823
64441,126,-316,-824
64451,130,-312,-838
64461,127,-311,-819
64471,125,-311,-827
64481,126,-306,-828
64490,119,-309,-827
64500,121,-309,-823
64510,131,-309,-831
64520,131,-317,-823
64530,123,-313,-827
64540,126,-308,-826
64550,127,-313,-825
64559,130,-314,-826
64569,125,-313,-817
64579,128,-308,-826
64589,126,-312,-820
64599,133,-313,-823
64609,121,-311,-817
64619,131,-313,-827
64628,120,-306,-828
64638,127,-309,-825
64648,126,-310,-826
64658,125,-313,-827
64668,125,-313,-823
64678,132,-306,-820
64688,134,-312,-824
64698,126,-316,-828
64707,125,-313,-827
64717,127,-311,-827
64727,125,-317,-829
64737,123,-317,-825
64747,134,-314,-828
64757,129,-315,-825
64767,127,-315,-825
64776,123,-315,-829
64786,124,-312,-822
64796,132,-306,-820
64806,130,-310,-828
64816,126,-312,-820
64826,123,-311,-819
64835,128,-320,-818
64845,128,-318,-828
64855,128,-314,-822
64865,125,-317,-825
64875,128,-312,-832
64884,129,-311,-831
64894,121,-319,-821
64904,129,-315,-825
64914,125,-317,-821
64924,121,-311,-827
64934,127,-317,-829
64944,131,-311,-827
64953,123,-313,-817
64963,125,-317,-835
64973,133,-313,-823
64983,130,-314,-822
64993,125,-315,-833
65003,123,-315,-829
65013,131,-319,-825
65023,128,-310,-820
65032,125,-311,-825
65042,123,-315,-829
65052,126,-308,-828
65062,127,-319,-827
65072,123,-313,-827
65082,132,-312,-826
65092,125,-313,-821
65101,117,-313,-823
65111,130,-316,-822
65121,127,-313,-827
65131,130,-318,-820
65141,130,-316,-824
65151,122,-310,-828
65161,127,-309,-819
65171,131,-315,-827
65180,131,-315,-825
65190,124,-306,-834
65200,125,-315,-821
65210,122,-308,-822
65220,123,-313,-827
65230,129,-317,-827
65240,129,-311,-825
65249,125,-311,-823
65259,118,-312,-822
65269,128,-312,-822
65279,120,-316,-830
65289,130,-320,-826
65299,125,-307,-825
65309,121,-319,-829
65318,130,-316,-828
65328,128,-318,-826
65338,119,-321,-831
65348,127,-315,-823
65358,128,-318,-828
65368,130,-318,-820
65377,127,-315,-829
65387,122,-318,-824
65397,130,-320,-832
65407,127,-319,-821
65417,130,-312,-828
65427,132,-314,-826
65436,121,-315,-819
65446,121,-313,-825
65456,126,-318,-820
65466,127,-309,-819
65476,125,-319,-821
65486,123,-309,-823
65495,128,-316,-830
65505,134,-308,-820
65515,124,-312,-826
65525,127,-317,-829
65535,128,-314,-830
65545,122,-316,-824
65555,122,-304,-818
65564,128,-310,-824
65574,124,-314,-820
65584,125,-311,-821
65594,125,-313,-831
65604,129,-317,-819
65614,124,-314,-818
65624,125,-319,-821
65634,132,-314,-830
65643,119,-313,-831
65653,127,-313,-825
65663,121,-315,-823
65673,121,-317,-817
65683,123,-317,-823
65693,129,-319,-827
65703,124,-310,-826
65712,124,-318,-824
65722,125,-313,-821
65732,124,-310,-828
65742,126,-310,-824
65752,117,-313,-817
65762,125,-313,-827
65772,115,-313,-823
65782,133,-309,-827
65791,130,-314,-822
65801,124,-322,-830
65811,125,-311,-827
65821,133,-313,-827
65831,128,-316,-824
65841,121,-311,-835
65850,120,-316,-824
65860,117,-315,-825
65870,128,-316,-826
65880,127,-319,-825
65890,129,-317,-829
65900,121,-311,-833
65909,128,-310,-822
65919,130,-314,-820
65929,132,-316,-838
65939,119,-317,-831
65949,128,-316,-826
65959,126,-322,-828
65969,130,-320,-822
65978,128,-308,-822
65988,119,-319,-827
65998,125,-317,-819
66008,122,-312,-820
66018,117,-313,-827
66028,125,-323,-819
66037,121,-313,-823
66047,125,-315,-825
66057,131,-319,-819
66067,126,-320,-826
66077,124,-316,-828
66087,124,-314,-828
66097,125,-311,-823
66106,123,-313,-817
66116,125,-305,-829
66126,133,-321,-831
66136,123,-307,-825
66146,129,-317,-827
66156,122,-312,-828
66166,126,-308,-826
66175,121,-311,-827
66185,123,-317,-827
66195,128,-310,-828
66205,130,-320,-830
66215,125,-317,-825
66225,125,-315,-823
66235,126,-316,-830
66245,123,-315,-831
66254,123,-317,-825
66264,121,-313,-825
66274,134,-308,-826
66284,125,-303,-821
66294,130,-312,-828
66304,121,-315,-825
66314,122,-318,-832
66324,122,-304,-824
66333,126,-312,-822
66343,122,-316,-828
66353,130,-314,-824
66363,129,-317,-821
66373,134,-320,-824
66383,128,-306,-820
66392,126,-322,-832
66402,121,-315,-821
66412,126,-316,-828
66422,121,-319,-825
66432,134,-320,-828
66442,127,-311,-825
66452,132,-316,-822
66461,122,-308,-826
66471,128,-316,-824
66481,122,-312,-824
66491,121,-321,-821
66501,124,-316,-820
66511,120,-312,-822
66520,122,-314,-824
66530,128,-326,-820
66540,125,-311,-829
66550,130,-314,-818
66560,127,-311,-825
66570,126,-320,-820
66579,115,-319,-823
66589,121,-313,-829
66599,119,-317,-821
66609,123,-319,-827
66619,123,-309,-825
66629,123,-311,-823
66639,126,-316,-822
66648,130,-318,-820
66658,122,-310,-824
66668,131,-313,-823
66678,123,-313,-825
66688,125,-315,-825
66698,118,-322,-824
66708,124,-314,-826
66717,123,-317,-829
66727,125,-321,-831
66737,118,-316,-822
66747,135,-317,-835
66757,118,-320,-828
66767,121,-313,-829
66777,127,-317,-829
66787,136,-316,-832
66796,128,-314,-826
66806,130,-316,-826
66816,124,-318,-830
66826,129,-313,-827
66836,130,-318,-832
66846,126,-314,-822
66856,122,-312,-832
66866,126,-314,-822
66875,123,-307,-829
66885,127,-317,-823
66895,127,-311,-825
66905,122,-312,-830
66915,129,-315,-827
66925,128,-318,-820
66934,127,-307,-825
66944,125,-319,-831
66954,120,-318,-826
66964,128,-312,-832
66974,132,-314,-830
66984,124,-312,-824
66993,123,-315,-827
67003,128,-320,-826
67013,116,-316,-814
67023,122,-310,-822
67033,121,-313,-821
67043,131,-315,-827
67053,122,-312,-830
67062,128,-310,-828
67072,123,-305,-829
67082,140,-308,-826
67092,122,-316,-824
67102,119,-313,-825
67112,124,-312,-824
67121,122,-316,-826
67131,127,-313,-829
67141,120,-316,-828
67151,116,-310,-822
67161,131,-315,-825
67171,127,-317,-827
67181,132,-318,-828
67190,124,-318,-826
67200,116,-316,-824
67210,119,-313,-817
67220,119,-313,-833
67230,120,-312,-828
67240,128,-316,-822
67250,124,-316,-828
67259,121,-311,-825
67269,129,-307,-821
67279,123,-313,-817
67289,124,-314,-826
67299,133,-311,-823
67309,123,-309,-823
67319,124,-320,-830
67328,123,-319,-821
67338,126,-306,-832
67348,124,-310,-824
67358,125,-311,-827
67368,126,-312,-828
67378,130,-308,-828
67388,122,-314,-824
67397,125,-313,-825
67407,123,-317,-825
67417,120,-312,-826
67427,127,-311,-821
67437,119,-303,-829
67447,128,-310,-822
67457,123,-313,-825
67467,134,-310,-830
67476,119,-315,-821
67486,126,-310,-820
67496,124,-310,-832
67506,128,-312,-830
67516,132,-310,-828
67526,131,-311,-823
67536,130,-312,-818
67545,133,-311,-827
67555,124,-316,-826
67565,117,-313,-823
67575,128,-314,-824
67585,136,-316,-828
67595,125,-315,-825
67604,127,-309,-815
67614,123,-317,-823
67624,125,-319,-821
67634,119,-317,-823
67644,129,-309,-819
67654,130,-314,-826
67664,130,-314,-824
67673,118,-318,-826
67683,120,-322,-828
67693,121,-313,-829
67703,120,-306,-836
67713,128,-318,-822
67722,126,-310,-832
67732,124,-322,-820
67742,128,-312,-830
67752,120,-314,-824
67762,130,-322,-822
67772,132,-310,-828
67782,125,-315,-831
67791,126,-316,-822
67801,125,-319,-821
67811,119,-315,-825
67821,128,-316,-822
67831,127,-311,-821
67841,120,-320,-830
67851,132,-318,-836
67860,122,-316,-826
67870,128,-312,-818
67880,129,-309,-823
67890,126,-312,-822
67900,129,-317,-825
67910,125,-315,-823
67920,120,-312,-824
67930,117,-305,-833
67939,128,-312,-826
67949,127,-311,-823
67959,122,-312,-822
67969,121,-309,-827
67979,134,-318,-826
67989,129,-319,-829
67999,125,-313,-823
68008,117,-313,-825
68018,127,-315,-817
68028,111,-313,-819
68038,121,-317,-835
68048,123,-323,-829
68058,127,-323,-819
68068,130,-310,-824
68078,122,-318,-826
68087,124,-314,-826
68097,125,-309,-823
68107,125,-319,-833
68117,127,-313,-825
68127,124,-314,-824
68137,121,-319,-827
68147,129,-313,-829
68156,125,-309,-829
68166,
