31.019207,25.63370323,-25.40996742
24.59291649,15.63933563,-24.45410728
26.94098473,8.143559456,-22.14410973
32.00786591,4.534482002,-19.03756142
39.79356384,3.331456184,-14.81584263
45.35477448,3.609077454,-12.34653568
49.18583298,6.107669354,-10.03653908
48.9386673,7.218154907,-8.443437576
50.42165756,7.773397923,-8.443437576
51.41031647,9.439125061,-7.328266144
51.28673553,8.976423264,-6.770680904
53.26405334,9.716747284,-6.770680904
53.26405334,10.08690834,-6.133440495
53.01689148,10.64215183,-6.292750359
53.01689148,10.27198982,-6.133440495
52.27539444,10.27198982,-6.133440495
52.7697258,11.19739437,-6.133440495
52.7697258,11.01231289,-5.496199608
53.14047241,10.54961109,-5.257234573
53.51121902,10.45707035,-5.81482029
52.39897919,10.54961109,-6.213095665
53.51121902,10.45707035,-5.974130154
52.64614105,10.73469162,-6.53171587
52.64614105,10.17944908,-6.053785324
52.89330673,10.73469162,-5.257234573
53.14047241,11.47501564,-6.372405529
52.89330673,11.10485363,-5.735165119
53.26405334,10.45707035,-5.974130154
53.38763809,10.54961109,-5.735165119
53.88196945,10.17944908,-5.735165119
53.26405334,11.3824749,-5.81482029
53.38763809,11.66009617,-5.257234573
53.38763809,10.9197731,-5.575854778
53.63480377,10.73469162,-5.416544914
52.89330673,10.54961109,-5.416544914
53.38763809,10.9197731,-5.735165119
53.7583847,11.01231289,-5.974130154
53.7583847,11.56755638,-6.133440495
54.12913132,11.47501564,-5.257234573
53.7583847,10.45707035,-5.81482029
52.7697258,11.3824749,-6.133440495
54.00555038,10.27198982,-6.292750359
53.51121902,11.3824749,-5.496199608
53.38763809,11.10485363,-5.894474983
53.51121902,10.82723236,-5.974130154
53.38763809,9.994368553,-5.575854778
52.89330673,10.9197731,-5.575854778
53.14047241,10.9197731,-5.894474983
54.12913132,11.10485363,-5.735165119
51.90464783,10.9197731,-5.894474983
53.63480377,11.10485363,-6.053785324
53.38763809,11.10485363,-6.372405529
54.00555038,10.08690834,-5.496199608
54.00555038,11.56755638,-6.4520607
52.7697258,11.3824749,-5.655509949
52.89330673,10.73469162,-6.691025734
53.01689148,11.75263691,-5.81482029
54.00555038,11.75263691,-5.496199608
54.74704361,10.82723236,-5.496199608
53.7583847,11.01231289,-6.292750359
53.38763809,11.10485363,-5.575854778
53.01689148,11.19739437,-6.133440495
53.51121902,10.45707035,-5.655509949
52.7697258,10.82723236,-5.655509949
53.51121902,10.82723236,-6.133440495
54.99420929,11.01231289,-6.133440495
53.63480377,11.10485363,-5.894474983
53.14047241,10.73469162,-5.735165119
53.01689148,11.56755638,-5.336889744
53.63480377,11.10485363,-5.416544914
53.14047241,11.10485363,-5.416544914
53.26405334,11.19739437,-5.974130154
53.63480377,10.73469162,-5.575854778
53.01689148,10.82723236,-4.699648857
54.376297,11.10485363,-6.372405529
