t,x,y,z,mf
24315,-9.7168,27.3926,-22.1680,36.55
24325,-9.7656,27.5879,-22.6563,37.01
24336,-9.8145,27.6855,-22.0215,36.71
24347,-10.0586,27.4414,-22.4121,36.83
24358,-9.9609,27.7344,-22.3633,36.99
24369,-9.9609,27.0996,-22.1191,36.37
24380,-9.5703,27.3926,-22.0703,36.46
24391,-9.5703,27.3926,-21.9727,36.40
24402,-9.8633,27.4414,-21.9727,36.51
24412,-9.3262,27.4902,-22.0703,36.47
24423,-9.8145,27.2949,-22.1680,36.51
24434,-9.6680,27.7344,-22.0703,36.74
24445,-10.0098,27.0508,-22.2168,36.41
24456,-9.5215,27.9297,-22.1191,36.88
24467,-9.3750,27.5879,-21.9727,36.49
24478,-9.3750,27.5879,-21.9727,36.49
24488,-9.7168,27.4414,-21.1914,36.01
24499,-10.3027,27.2461,-21.4355,36.17
24510,-9.7168,27.2461,-22.3633,36.56
24521,-9.5703,27.9785,-21.6797,36.67
24532,-9.9609,27.3438,-22.2168,36.61
24543,-10.1562,27.2461,-22.5098,36.77
24554,-9.7656,27.2949,-22.2656,36.55
24565,-9.7656,27.2949,-22.2656,36.55
24575,-10.0098,27.0996,-21.6797,36.12
24586,-9.6191,27.9297,-21.5332,36.56
24597,-10.0098,27.9785,-21.6797,36.78
24608,-9.8633,28.0762,-21.3379,36.62
24619,-9.9121,27.1973,-21.9727,36.34
24630,-9.9121,27.6367,-22.5098,37.00
24641,-9.7656,27.2949,-22.3633,36.61
24652,-9.7656,27.2949,-22.3633,36.61
24662,-10.0586,26.9531,-22.1191,36.29
24673,-10.1074,27.3926,-21.6309,36.34
24684,-10.1074,27.0020,-22.2168,36.40
24695,-10.2051,27.2949,-22.7051,36.94
24706,-10.0586,27.4414,-22.2168,36.71
24717,-9.9121,27.4902,-22.1191,36.65
24728,-9.9609,27.0996,-22.3145,36.49
24739,-9.9609,27.0996,-22.3145,36.49
24749,-9.6680,26.9531,-22.2656,36.27
24760,-9.4238,27.0508,-22.4121,36.37
24771,-9.3262,27.3438,-22.5098,36.62
24782,-9.5703,27.3438,-21.7773,36.24
24793,-10.0098,27.2461,-22.1191,36.49
24804,-9.5215,27.0508,-21.6309,35.92
24815,-9.2285,26.9043,-21.6309,35.73
24826,-9.2285,26.9043,-21.6309,35.73
24836,-9.7168,27.1484,-21.6309,36.05
24847,-9.8145,27.1973,-21.4844,36.02
24858,-9.7656,27.0508,-21.9238,36.16
24869,-10.0586,26.9043,-22.0215,36.19
24880,-9.4727,26.8066,-21.0938,35.40
24891,-9.6191,26.7090,-21.8262,35.81
24902,-9.6680,26.8066,-21.6797,35.81
24913,-9.6680,26.8066,-21.6797,35.81
24923,-9.5215,27.0508,-21.6309,35.92
24934,-9.7168,26.7090,-21.6797,35.75
24945,-10.0586,27.0508,-21.5332,36.01
24956,-9.1797,26.8555,-21.9238,35.86
24967,-9.0820,26.6113,-21.6797,35.51
24978,-9.6191,26.4648,-22.3633,35.96
24989,-9.2773,26.1719,-22.1191,35.50
25000,-9.2773,26.1719,-22.1191,35.50
25010,-9.4727,26.2207,-21.6309,35.29
25021,-9.2773,25.9277,-21.8262,35.14
25032,-9.7656,26.7090,-22.1680,36.06
25043,-9.4238,25.7813,-21.6309,34.95
25054,-8.5937,25.9766,-21.4355,34.76
25065,-9.2285,26.0254,-22.2168,35.44
25076,-9.1797,25.5859,-21.2891,34.53
25087,-9.1797,25.5859,-21.2891,34.53
25097,-8.5937,24.3652,-21.8262,33.82
25108,-8.7402,24.3652,-21.4844,33.64
25119,-8.6914,23.8281,-21.2402,33.08
25130,-8.0078,23.5352,-21.0449,32.57
25141,-7.7148,22.7051,-21.8750,32.46
25152,-6.8848,21.5332,-21.6309,31.29
25163,-6.1523,20.4590,-21.0938,30.02
25174,-6.1523,20.4590,-21.0938,30.02
25184,-4.7363,19.4336,-21.7285,29.53
25195,-3.2715,18.3594,-21.6309,28.56
25206,-1.6113,15.8691,-21.9238,27.11
25217,2.9297,13.5254,-22.1680,26.13
25228,7.8613,10.1074,-23.2910,26.58
25239,11.7676,9.4238,-22.9492,27.46
25250,19.4824,5.8105,-24.4629,31.81
25261,19.4824,5.8105,-24.4629,31.81
25271,34.5703,0.7812,-27.8320,44.39
25282,49.2676,-2.6367,-28.3203,56.89
